sequence,factor,metric,scope,group,unit,weighting,n,bin,lower,upper,fraction
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,60,59.5,60.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,61,60.5,61.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,62,61.5,62.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,63,62.5,63.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,64,63.5,64.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,65,64.5,65.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,66,65.5,66.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,67,66.5,67.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,68,67.5,68.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,69,68.5,69.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,70,69.5,70.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,71,70.5,71.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,72,71.5,72.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,73,72.5,73.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,74,73.5,74.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,75,74.5,75.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,76,75.5,76.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,77,76.5,77.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,78,77.5,78.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,79,78.5,79.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,80,79.5,80.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,81,80.5,81.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,82,81.5,82.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,83,82.5,83.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,84,83.5,84.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,85,84.5,85.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,86,85.5,86.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,87,86.5,87.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,88,87.5,88.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,89,88.5,89.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,90,89.5,90.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,91,90.5,91.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,92,91.5,92.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,93,92.5,93.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,94,93.5,94.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,95,94.5,95.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,96,95.5,96.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,97,96.5,97.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,98,97.5,98.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,99,98.5,99.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,100,99.5,100.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,101,100.5,101.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,102,101.5,102.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,103,102.5,103.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,104,103.5,104.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,105,104.5,105.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,106,105.5,106.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,107,106.5,107.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,108,107.5,108.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,109,108.5,109.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,110,109.5,110.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,111,110.5,111.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,112,111.5,112.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,113,112.5,113.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,114,113.5,114.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,115,114.5,115.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,116,115.5,116.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,117,116.5,117.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,118,117.5,118.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,119,118.5,119.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,120,119.5,120.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,121,120.5,121.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,122,121.5,122.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,123,122.5,123.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,124,123.5,124.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,125,124.5,125.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,126,125.5,126.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,127,126.5,127.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,128,127.5,128.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,129,128.5,129.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,130,129.5,130.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,131,130.5,131.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,132,131.5,132.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,133,132.5,133.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,134,133.5,134.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,135,134.5,135.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,136,135.5,136.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,137,136.5,137.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,138,137.5,138.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,139,138.5,139.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,140,139.5,140.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,141,140.5,141.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,142,141.5,142.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,143,142.5,143.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,144,143.5,144.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,145,144.5,145.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,146,145.5,146.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,147,146.5,147.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,148,147.5,148.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,149,148.5,149.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,150,149.5,150.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,151,150.5,151.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,152,151.5,152.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,153,152.5,153.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,154,153.5,154.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,155,154.5,155.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,156,155.5,156.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,157,156.5,157.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,158,157.5,158.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,159,158.5,159.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,160,159.5,160.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,161,160.5,161.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,162,161.5,162.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,163,162.5,163.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,164,163.5,164.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,165,164.5,165.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,166,165.5,166.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,167,166.5,167.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,168,167.5,168.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,169,168.5,169.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,170,169.5,170.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,171,170.5,171.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,172,171.5,172.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,173,172.5,173.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,174,173.5,174.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,175,174.5,175.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,176,175.5,176.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,177,176.5,177.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,178,177.5,178.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,179,178.5,179.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,180,179.5,180.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,181,180.5,181.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,182,181.5,182.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,183,182.5,183.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,184,183.5,184.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,185,184.5,185.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,186,185.5,186.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,187,186.5,187.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,188,187.5,188.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,189,188.5,189.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,190,189.5,190.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,191,190.5,191.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,192,191.5,192.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,193,192.5,193.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,194,193.5,194.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,195,194.5,195.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,196,195.5,196.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,197,196.5,197.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,198,197.5,198.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,199,198.5,199.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,200,199.5,200.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,201,200.5,201.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,202,201.5,202.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,203,202.5,203.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,204,203.5,204.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,205,204.5,205.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,206,205.5,206.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,207,206.5,207.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,208,207.5,208.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,209,208.5,209.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,210,209.5,210.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,211,210.5,211.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,212,211.5,212.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,213,212.5,213.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,214,213.5,214.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,215,214.5,215.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,216,215.5,216.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,217,216.5,217.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,218,217.5,218.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,219,218.5,219.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,220,219.5,220.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,221,220.5,221.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,222,221.5,222.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,223,222.5,223.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,224,223.5,224.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,225,224.5,225.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,226,225.5,226.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,227,226.5,227.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,228,227.5,228.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,229,228.5,229.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,230,229.5,230.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,231,230.5,231.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,232,231.5,232.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,233,232.5,233.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,234,233.5,234.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,235,234.5,235.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,236,235.5,236.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,237,236.5,237.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,238,237.5,238.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,239,238.5,239.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,240,239.5,240.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,241,240.5,241.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,242,241.5,242.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,243,242.5,243.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,244,243.5,244.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,245,244.5,245.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,246,245.5,246.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,247,246.5,247.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,248,247.5,248.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,249,248.5,249.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,250,249.5,250.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,251,250.5,251.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,252,251.5,252.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,253,252.5,253.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,254,253.5,254.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,255,254.5,255.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,256,255.5,256.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,257,256.5,257.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,258,257.5,258.5,0.0
142,D01,neighbor_semantic,all_frames,all,unique_neighbor_point_per_frame,frame_equal,15522,259,258.5,259.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,0,-0.5,0.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,1,0.5,1.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,2,1.5,2.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,3,2.5,3.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,4,3.5,4.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,5,4.5,5.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,6,5.5,6.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,7,6.5,7.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,8,7.5,8.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,9,8.5,9.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,10,9.5,10.5,0.0033724336369818663
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,11,10.5,11.5,1.0361857775991273e-05
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,12,11.5,12.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,13,12.5,13.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,14,13.5,14.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,15,14.5,15.5,2.340460688622259e-07
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,16,15.5,16.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,17,16.5,17.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,18,17.5,18.5,8.425658479040132e-06
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,19,18.5,19.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,20,19.5,20.5,0.0002524718775562884
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,21,20.5,21.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,22,21.5,22.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,23,22.5,23.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,24,23.5,24.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,25,24.5,25.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,26,25.5,26.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,27,26.5,27.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,28,27.5,28.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,29,28.5,29.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,30,29.5,30.5,5.191567345671192e-06
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,31,30.5,31.5,1.148953428960018e-06
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,32,31.5,32.5,3.191537302666717e-06
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,33,32.5,33.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,34,33.5,34.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,35,34.5,35.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,36,35.5,36.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,37,36.5,37.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,38,37.5,38.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,39,38.5,39.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,40,39.5,40.5,0.9438240285056196
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,41,40.5,41.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,42,41.5,42.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,43,42.5,43.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,44,43.5,44.5,0.0
142,D01,normal_semantic,all_frames,all,point,observation_equal,46999294,45,44.5,45.5,0.0
