sequence,factor,metric,scope,group,unit,weighting,n,denominator,frames,valid_frames,sequence_count,missing_fraction,empty_frame_fraction,minimum,maximum,mean,p05_value,p05_lower,p05_upper,p25_value,p25_lower,p25_upper,p50_value,p50_lower,p50_upper,p75_value,p75_lower,p75_upper,p95_value,p95_lower,p95_upper
143,C03,intensity,all_frames,ignore:r16,point,observation_equal,104417,104417,469,469,1,0.0,0.0,0.0014285714132711291,1.6262856721878052,0.04565094356675876,0.011714286170899868,0.011714286170899868,0.011714286170899868,0.02257142774760723,0.02257142774760723,0.02257142774760723,0.035428572446107864,0.035428572446107864,0.035428572446107864,0.05542857199907303,0.05542857199907303,0.05542857199907303,0.10914285480976105,0.10914285480976105,0.10914285480976105
143,C03,intensity,all_frames,ignore:r16,point,frame_equal,104417,104417,469,469,1,0.0,0.0,0.0014285714132711291,1.6262856721878052,0.046876273626085374,0.012285714037716389,0.012285714037716389,0.012285714037716389,0.022857142612338066,0.022857142612338066,0.022857142612338066,0.03685714304447174,0.03685714304447174,0.03685714304447174,0.059714287519454956,0.059714287519454956,0.059714287519454956,0.11314285546541214,0.11314285546541214,0.11314285546541214
143,C03,intensity,all_frames,ignore:r17,point,observation_equal,80326,80326,469,468,1,0.0,0.0021321961620469083,0.0014285714132711291,1.6208571195602417,0.03970804330692019,0.010285714641213417,0.010285714641213417,0.010285714641213417,0.01971428655087948,0.01971428655087948,0.01971428655087948,0.03028571419417858,0.03028571419417858,0.03028571419417858,0.04714285582304001,0.04714285582304001,0.04714285582304001,0.0965714305639267,0.0965714305639267,0.0965714305639267
143,C03,intensity,all_frames,ignore:r17,point,frame_equal,80326,80326,469,468,1,0.0,0.0021321961620469083,0.0014285714132711291,1.6208571195602417,0.0404343606945031,0.011428571306169033,0.011428571306169033,0.011428571306169033,0.020571429282426834,0.020571429282426834,0.020571429282426834,0.031142856925725937,0.031142856925725937,0.031142856925725937,0.050285715609788895,0.050285715609788895,0.050285715609788895,0.09828571230173111,0.09828571230173111,0.09828571230173111
143,C03,intensity,all_frames,ignore:r18,point,observation_equal,71423,71423,469,457,1,0.0,0.0255863539445629,0.001714285695925355,1.614571452140808,0.03598037848875549,0.009428570978343487,0.009428570978343487,0.009428570978343487,0.017999999225139618,0.017999999225139618,0.017999999225139618,0.027142856270074844,0.027142856270074844,0.027142856270074844,0.041428569704294205,0.041428569704294205,0.041428569704294205,0.08742856979370117,0.08742856979370117,0.08742856979370117
143,C03,intensity,all_frames,ignore:r18,point,frame_equal,71423,71423,469,457,1,0.0,0.0255863539445629,0.001714285695925355,1.614571452140808,0.037067188066104886,0.010285714641213417,0.010285714641213417,0.010285714641213417,0.01914285682141781,0.01914285682141781,0.01914285682141781,0.02857142873108387,0.02857142873108387,0.02857142873108387,0.04228571429848671,0.04228571429848671,0.04228571429848671,0.08457142859697342,0.08457142859697342,0.08457142859697342
143,C03,intensity,all_frames,ignore:r19,point,observation_equal,60429,60429,469,426,1,0.0,0.09168443496801706,0.0014285714132711291,1.6142857074737549,0.03211159733904325,0.008571428246796131,0.008571428246796131,0.008571428246796131,0.01657142862677574,0.01657142862677574,0.01657142862677574,0.024857142940163612,0.024857142940163612,0.024857142940163612,0.03685714304447174,0.03685714304447174,0.03685714304447174,0.07457143068313599,0.07457143068313599,0.07457143068313599
143,C03,intensity,all_frames,ignore:r19,point,frame_equal,60429,60429,469,426,1,0.0,0.09168443496801706,0.0014285714132711291,1.6142857074737549,0.036815011136784224,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.018285714089870453,0.018285714089870453,0.018285714089870453,0.02685714326798916,0.02685714326798916,0.02685714326798916,0.04028571397066116,0.04028571397066116,0.04028571397066116,0.07428571581840515,0.07428571581840515,0.07428571581840515
143,C03,intensity,all_frames,ignore:r2,point,observation_equal,2245655,2245655,469,465,1,0.0,0.008528784648187633,0.0011428571306169033,1.631428599357605,0.28488304621712984,0.03371428698301315,0.03371428698301315,0.03371428698301315,0.09200000017881393,0.09200000017881393,0.09200000017881393,0.21142856776714325,0.21142856776714325,0.21142856776714325,0.42399999499320984,0.42399999499320984,0.42399999499320984,0.758571445941925,0.758571445941925,0.758571445941925
143,C03,intensity,all_frames,ignore:r2,point,frame_equal,2245655,2245655,469,465,1,0.0,0.008528784648187633,0.0011428571306169033,1.631428599357605,0.3094645137782432,0.03828571364283562,0.03828571364283562,0.03828571364283562,0.12028571218252182,0.12028571218252182,0.12028571218252182,0.25514286756515503,0.25514286756515503,0.25514286756515503,0.4474285840988159,0.4474285840988159,0.4474285840988159,0.7620000243186951,0.7620000243186951,0.7620000243186951
143,C03,intensity,all_frames,ignore:r20,point,observation_equal,380073,380073,469,469,1,0.0,0.0,0.0011428571306169033,1.6271429061889648,0.024406191152610616,0.00685714278370142,0.00685714278370142,0.00685714278370142,0.013142856769263744,0.013142856769263744,0.013142856769263744,0.018857141956686974,0.018857141956686974,0.018857141956686974,0.027142856270074844,0.027142856270074844,0.027142856270074844,0.0511428564786911,0.0511428564786911,0.0511428564786911
143,C03,intensity,all_frames,ignore:r20,point,frame_equal,380073,380073,469,469,1,0.0,0.0,0.0011428571306169033,1.6271429061889648,0.024442563290488974,0.006571428384631872,0.006571428384631872,0.006571428384631872,0.012285714037716389,0.012285714037716389,0.012285714037716389,0.018285714089870453,0.018285714089870453,0.018285714089870453,0.026571428403258324,0.026571428403258324,0.026571428403258324,0.051428571343421936,0.051428571343421936,0.051428571343421936
143,C03,intensity,all_frames,ignore:r3,point,observation_equal,1686703,1686703,469,469,1,0.0,0.0,0.0008571428479626775,3.6708571910858154,0.43458371673572077,0.08085714280605316,0.08085714280605316,0.08085714280605316,0.20114286243915558,0.20114286243915558,0.20114286243915558,0.3814285695552826,0.3814285695552826,0.3814285695552826,0.6159999966621399,0.6159999966621399,0.6159999966621399,0.9908571243286133,0.9908571243286133,0.9908571243286133
143,C03,intensity,all_frames,ignore:r3,point,frame_equal,1686703,1686703,469,469,1,0.0,0.0,0.0008571428479626775,3.6708571910858154,0.435342275441655,0.07685714215040207,0.07685714215040207,0.07685714215040207,0.2085714340209961,0.2085714340209961,0.2085714340209961,0.3848571479320526,0.3848571479320526,0.3848571479320526,0.6179999709129333,0.6179999709129333,0.6179999709129333,0.9671428799629211,0.9671428799629211,0.9671428799629211
143,C03,intensity,all_frames,ignore:r4,point,observation_equal,1578628,1578628,469,469,1,0.0,0.0,0.0008571428479626775,1.6311428546905518,0.39469067366559085,0.08314285427331924,0.08314285427331924,0.08314285427331924,0.20200000703334808,0.20200000703334808,0.20200000703334808,0.3548571467399597,0.3548571467399597,0.3548571467399597,0.548285722732544,0.548285722732544,0.548285722732544,0.8397142887115479,0.8397142887115479,0.8397142887115479
143,C03,intensity,all_frames,ignore:r4,point,frame_equal,1578628,1578628,469,469,1,0.0,0.0,0.0008571428479626775,1.6311428546905518,0.40260869652872205,0.05885714292526245,0.05885714292526245,0.05885714292526245,0.20714285969734192,0.20714285969734192,0.20714285969734192,0.3637142777442932,0.3637142777442932,0.3637142777442932,0.5591428279876709,0.5591428279876709,0.5591428279876709,0.8765714168548584,0.8765714168548584,0.8765714168548584
143,C03,intensity,all_frames,ignore:r5,point,observation_equal,1273027,1273027,469,469,1,0.0,0.0,0.0014285714132711291,1.6331428289413452,0.3090114872127474,0.059142857789993286,0.059142857789993286,0.059142857789993286,0.15714286267757416,0.15714286267757416,0.15714286267757416,0.2725714147090912,0.2725714147090912,0.2725714147090912,0.4302857220172882,0.4302857220172882,0.4302857220172882,0.665142834186554,0.665142834186554,0.665142834186554
143,C03,intensity,all_frames,ignore:r5,point,frame_equal,1273027,1273027,469,469,1,0.0,0.0,0.0014285714132711291,1.6331428289413452,0.29969755453392355,0.034285712987184525,0.034285712987184525,0.034285712987184525,0.15314285457134247,0.15314285457134247,0.15314285457134247,0.26428571343421936,0.26428571343421936,0.26428571343421936,0.41857144236564636,0.41857144236564636,0.41857144236564636,0.6551428437232971,0.6551428437232971,0.6551428437232971
143,C03,intensity,all_frames,ignore:r6,point,observation_equal,913940,913940,469,469,1,0.0,0.0,0.0014285714132711291,1.6357142925262451,0.22628141206511862,0.04342857003211975,0.04342857003211975,0.04342857003211975,0.11457142978906631,0.11457142978906631,0.11457142978906631,0.1931428611278534,0.1931428611278534,0.1931428611278534,0.30714285373687744,0.30714285373687744,0.30714285373687744,0.5008571147918701,0.5008571147918701,0.5008571147918701
143,C03,intensity,all_frames,ignore:r6,point,frame_equal,913940,913940,469,469,1,0.0,0.0,0.0014285714132711291,1.6357142925262451,0.21724477395451525,0.01914285682141781,0.01914285682141781,0.01914285682141781,0.10542856901884079,0.10542856901884079,0.10542856901884079,0.18457143008708954,0.18457143008708954,0.18457143008708954,0.2977142930030823,0.2977142930030823,0.2977142930030823,0.505142867565155,0.505142867565155,0.505142867565155
143,C03,intensity,all_frames,ignore:r7,point,observation_equal,711597,711597,469,469,1,0.0,0.0,0.0014285714132711291,1.6311428546905518,0.18184998897383522,0.0357142873108387,0.0357142873108387,0.0357142873108387,0.09457142651081085,0.09457142651081085,0.09457142651081085,0.15600000321865082,0.15600000321865082,0.15600000321865082,0.2442857176065445,0.2442857176065445,0.2442857176065445,0.40057143568992615,0.40057143568992615,0.40057143568992615
143,C03,intensity,all_frames,ignore:r7,point,frame_equal,711597,711597,469,469,1,0.0,0.0,0.0014285714132711291,1.6311428546905518,0.18664817644200904,0.025428570806980133,0.025428570806980133,0.025428570806980133,0.09371428936719894,0.09371428936719894,0.09371428936719894,0.15771429240703583,0.15771429240703583,0.15771429240703583,0.2514285743236542,0.2514285743236542,0.2514285743236542,0.43142858147621155,0.43142858147621155,0.43142858147621155
143,C03,intensity,all_frames,ignore:r8,point,observation_equal,626650,626650,469,469,1,0.0,0.0,0.001714285695925355,1.6262856721878052,0.1512850992609499,0.028857143595814705,0.028857143595814705,0.028857143595814705,0.07828571647405624,0.07828571647405624,0.07828571647405624,0.12971428036689758,0.12971428036689758,0.12971428036689758,0.2037142813205719,0.2037142813205719,0.2037142813205719,0.3334285616874695,0.3334285616874695,0.3334285616874695
143,C03,intensity,all_frames,ignore:r8,point,frame_equal,626650,626650,469,469,1,0.0,0.0,0.001714285695925355,1.6262856721878052,0.15253998253490375,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.07571428269147873,0.07571428269147873,0.07571428269147873,0.12857143580913544,0.12857143580913544,0.12857143580913544,0.20399999618530273,0.20399999618530273,0.20399999618530273,0.347428560256958,0.347428560256958,0.347428560256958
143,C03,intensity,all_frames,ignore:r9,point,observation_equal,545990,545990,469,469,1,0.0,0.0,0.0014285714132711291,1.6342856884002686,0.12100203776259044,0.025714285671710968,0.025714285671710968,0.025714285671710968,0.06400000303983688,0.06400000303983688,0.06400000303983688,0.10342857241630554,0.10342857241630554,0.10342857241630554,0.1582857072353363,0.1582857072353363,0.1582857072353363,0.26742857694625854,0.26742857694625854,0.26742857694625854
143,C03,intensity,all_frames,ignore:r9,point,frame_equal,545990,545990,469,469,1,0.0,0.0,0.0014285714132711291,1.6342856884002686,0.12093562423309068,0.02257142774760723,0.02257142774760723,0.02257142774760723,0.06057142838835716,0.06057142838835716,0.06057142838835716,0.1014285683631897,0.1014285683631897,0.1014285683631897,0.15942856669425964,0.15942856669425964,0.15942856669425964,0.27571427822113037,0.27571427822113037,0.27571427822113037
143,C03,intensity,all_frames,normal:r0,point,observation_equal,1158597,1158597,469,469,1,0.0,0.0,0.0011428571306169033,4.770285606384277,0.49289554314743955,0.014285714365541935,0.014285714365541935,0.014285714365541935,0.32028570771217346,0.32028570771217346,0.32028570771217346,0.5062857270240784,0.5062857270240784,0.5062857270240784,0.670285701751709,0.670285701751709,0.670285701751709,0.9620000123977661,0.9620000123977661,0.9620000123977661
143,C03,intensity,all_frames,normal:r0,point,frame_equal,1158597,1158597,469,469,1,0.0,0.0,0.0011428571306169033,4.770285606384277,0.1564542568840004,0.0077142855152487755,0.0077142855152487755,0.0077142855152487755,0.016285713762044907,0.016285713762044907,0.016285713762044907,0.03200000151991844,0.03200000151991844,0.03200000151991844,0.09828571230173111,0.09828571230173111,0.09828571230173111,0.7468571662902832,0.7468571662902832,0.7468571662902832
143,C03,intensity,all_frames,normal:r1,point,observation_equal,13985832,13985832,469,438,1,0.0,0.06609808102345416,0.0002857142826542258,1.6357142925262451,0.2708650781425068,0.018285714089870453,0.018285714089870453,0.018285714089870453,0.10828571766614914,0.10828571766614914,0.10828571766614914,0.23114286363124847,0.23114286363124847,0.23114286363124847,0.3911428451538086,0.3911428451538086,0.3911428451538086,0.6520000100135803,0.6520000100135803,0.6520000100135803
143,C03,intensity,all_frames,normal:r1,point,frame_equal,13985832,13985832,469,438,1,0.0,0.06609808102345416,0.0002857142826542258,1.6357142925262451,0.23504376916126277,0.0057142856530845165,0.0057142856530845165,0.0057142856530845165,0.07171428203582764,0.07171428203582764,0.07171428203582764,0.1908571422100067,0.1908571422100067,0.1908571422100067,0.35285714268684387,0.35285714268684387,0.35285714268684387,0.6145714521408081,0.6145714521408081,0.6145714521408081
143,C03,intensity,all_frames,normal:r10,point,observation_equal,170062,170062,469,469,1,0.0,0.0,0.001714285695925355,1.6305714845657349,0.11948737186800962,0.02685714326798916,0.02685714326798916,0.02685714326798916,0.05257142707705498,0.05257142707705498,0.05257142707705498,0.09342857450246811,0.09342857450246811,0.09342857450246811,0.16342857480049133,0.16342857480049133,0.16342857480049133,0.2842857241630554,0.2842857241630554,0.2842857241630554
143,C03,intensity,all_frames,normal:r10,point,frame_equal,170062,170062,469,469,1,0.0,0.0,0.001714285695925355,1.6305714845657349,0.1087160733592948,0.025428570806980133,0.025428570806980133,0.025428570806980133,0.049142856150865555,0.049142856150865555,0.049142856150865555,0.081142857670784,0.081142857670784,0.081142857670784,0.14971429109573364,0.14971429109573364,0.14971429109573364,0.2637142837047577,0.2637142837047577,0.2637142837047577
143,C03,intensity,all_frames,normal:r11,point,observation_equal,131688,131688,469,469,1,0.0,0.0,0.001714285695925355,1.6285713911056519,0.10372523372302571,0.023428572341799736,0.023428572341799736,0.023428572341799736,0.04399999976158142,0.04399999976158142,0.04399999976158142,0.08142857253551483,0.08142857253551483,0.08142857253551483,0.14257143437862396,0.14257143437862396,0.14257143437862396,0.24571429193019867,0.24571429193019867,0.24571429193019867
143,C03,intensity,all_frames,normal:r11,point,frame_equal,131688,131688,469,469,1,0.0,0.0,0.001714285695925355,1.6285713911056519,0.09486280420094075,0.022285714745521545,0.022285714745521545,0.022285714745521545,0.04085714370012283,0.04085714370012283,0.04085714370012283,0.07114285975694656,0.07114285975694656,0.07114285975694656,0.13199999928474426,0.13199999928474426,0.13199999928474426,0.22942857444286346,0.22942857444286346,0.22942857444286346
143,C03,intensity,all_frames,normal:r12,point,observation_equal,95293,95293,469,463,1,0.0,0.01279317697228145,0.0022857142612338066,1.6231428384780884,0.08969875471482962,0.020285714417696,0.020285714417696,0.020285714417696,0.037142857909202576,0.037142857909202576,0.037142857909202576,0.0714285746216774,0.0714285746216774,0.0714285746216774,0.12428571283817291,0.12428571283817291,0.12428571283817291,0.2142857164144516,0.2142857164144516,0.2142857164144516
143,C03,intensity,all_frames,normal:r12,point,frame_equal,95293,95293,469,463,1,0.0,0.01279317697228145,0.0022857142612338066,1.6231428384780884,0.08194892828789045,0.018857141956686974,0.018857141956686974,0.018857141956686974,0.03371428698301315,0.03371428698301315,0.03371428698301315,0.060857143253088,0.060857143253088,0.060857143253088,0.11371428519487381,0.11371428519487381,0.11371428519487381,0.1971428543329239,0.1971428543329239,0.1971428543329239
143,C03,intensity,all_frames,normal:r13,point,observation_equal,72252,72252,469,447,1,0.0,0.046908315565031986,0.0014285714132711291,1.6180000305175781,0.08001464323259506,0.017428571358323097,0.017428571358323097,0.017428571358323097,0.03200000151991844,0.03200000151991844,0.03200000151991844,0.06314285844564438,0.06314285844564438,0.06314285844564438,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.19657142460346222,0.19657142460346222,0.19657142460346222
143,C03,intensity,all_frames,normal:r13,point,frame_equal,72252,72252,469,447,1,0.0,0.046908315565031986,0.0014285714132711291,1.6180000305175781,0.07278541080627501,0.01657142862677574,0.01657142862677574,0.01657142862677574,0.02857142873108387,0.02857142873108387,0.02857142873108387,0.05428571254014969,0.05428571254014969,0.05428571254014969,0.10114285349845886,0.10114285349845886,0.10114285349845886,0.17514285445213318,0.17514285445213318,0.17514285445213318
143,C03,intensity,all_frames,normal:r14,point,observation_equal,55915,55915,469,439,1,0.0,0.06396588486140725,0.0014285714132711291,1.5922857522964478,0.07284911537832463,0.01600000075995922,0.01600000075995922,0.01600000075995922,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.058571428060531616,0.058571428060531616,0.058571428060531616,0.09885714203119278,0.09885714203119278,0.09885714203119278,0.18028570711612701,0.18028570711612701,0.18028570711612701
143,C03,intensity,all_frames,normal:r14,point,frame_equal,55915,55915,469,439,1,0.0,0.06396588486140725,0.0014285714132711291,1.5922857522964478,0.06628442765352459,0.015428571030497551,0.015428571030497551,0.015428571030497551,0.026571428403258324,0.026571428403258324,0.026571428403258324,0.052000001072883606,0.052000001072883606,0.052000001072883606,0.09057142585515976,0.09057142585515976,0.09057142585515976,0.15685714781284332,0.15685714781284332,0.15685714781284332
143,C03,intensity,all_frames,normal:r15,point,observation_equal,43680,43680,469,438,1,0.0,0.06609808102345416,0.0020000000949949026,1.6294286251068115,0.06832098379161788,0.01514285709708929,0.01514285709708929,0.01514285709708929,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.055142857134342194,0.055142857134342194,0.055142857134342194,0.09114285558462143,0.09114285558462143,0.09114285558462143,0.16685713827610016,0.16685713827610016,0.16685713827610016
143,C03,intensity,all_frames,normal:r15,point,frame_equal,43680,43680,469,438,1,0.0,0.06609808102345416,0.0020000000949949026,1.6294286251068115,0.06263651021267852,0.014571428298950195,0.014571428298950195,0.014571428298950195,0.025428570806980133,0.025428570806980133,0.025428570806980133,0.049142856150865555,0.049142856150865555,0.049142856150865555,0.08514285832643509,0.08514285832643509,0.08514285832643509,0.1428571492433548,0.1428571492433548,0.1428571492433548
143,C03,intensity,all_frames,normal:r16,point,observation_equal,35436,35436,469,437,1,0.0,0.06823027718550106,0.0022857142612338066,1.6108571290969849,0.06287224454973617,0.01485714316368103,0.01485714316368103,0.01485714316368103,0.02914285659790039,0.02914285659790039,0.02914285659790039,0.05171428620815277,0.05171428620815277,0.05171428620815277,0.08228571712970734,0.08228571712970734,0.08228571712970734,0.15542857348918915,0.15542857348918915,0.15542857348918915
143,C03,intensity,all_frames,normal:r16,point,frame_equal,35436,35436,469,437,1,0.0,0.06823027718550106,0.0022857142612338066,1.6108571290969849,0.055700155164394693,0.014000000432133675,0.014000000432133675,0.014000000432133675,0.024571428075432777,0.024571428075432777,0.024571428075432777,0.04457142949104309,0.04457142949104309,0.04457142949104309,0.07571428269147873,0.07571428269147873,0.07571428269147873,0.12542857229709625,0.12542857229709625,0.12542857229709625
143,C03,intensity,all_frames,normal:r17,point,observation_equal,28446,28446,469,436,1,0.0,0.07036247334754797,0.0025714286603033543,1.611714243888855,0.05884548169586595,0.014571428298950195,0.014571428298950195,0.014571428298950195,0.028857143595814705,0.028857143595814705,0.028857143595814705,0.04800000041723251,0.04800000041723251,0.04800000041723251,0.07400000095367432,0.07400000095367432,0.07400000095367432,0.1437142789363861,0.1437142789363861,0.1437142789363861
143,C03,intensity,all_frames,normal:r17,point,frame_equal,28446,28446,469,436,1,0.0,0.07036247334754797,0.0025714286603033543,1.611714243888855,0.05251595839814309,0.014000000432133675,0.014000000432133675,0.014000000432133675,0.025428570806980133,0.025428570806980133,0.025428570806980133,0.04228571429848671,0.04228571429848671,0.04228571429848671,0.06828571110963821,0.06828571110963821,0.06828571110963821,0.11457142978906631,0.11457142978906631,0.11457142978906631
143,C03,intensity,all_frames,normal:r18,point,observation_equal,24476,24476,469,433,1,0.0,0.0767590618336887,0.0025714286603033543,1.5957143306732178,0.05427999440890908,0.014285714365541935,0.014285714365541935,0.014285714365541935,0.027714285999536514,0.027714285999536514,0.027714285999536514,0.044857144355773926,0.044857144355773926,0.044857144355773926,0.06771428883075714,0.06771428883075714,0.06771428883075714,0.1305714249610901,0.1305714249610901,0.1305714249610901
143,C03,intensity,all_frames,normal:r18,point,frame_equal,24476,24476,469,433,1,0.0,0.0767590618336887,0.0025714286603033543,1.5957143306732178,0.0483874378549439,0.013142856769263744,0.013142856769263744,0.013142856769263744,0.02428571507334709,0.02428571507334709,0.02428571507334709,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.062285713851451874,0.062285713851451874,0.062285713851451874,0.1014285683631897,0.1014285683631897,0.1014285683631897
143,C03,intensity,all_frames,normal:r19,point,observation_equal,21074,21074,469,430,1,0.0,0.08315565031982942,0.0020000000949949026,1.6125714778900146,0.05078585666346341,0.014285714365541935,0.014285714365541935,0.014285714365541935,0.02628571353852749,0.02628571353852749,0.02628571353852749,0.041428569704294205,0.041428569704294205,0.041428569704294205,0.06142857298254967,0.06142857298254967,0.06142857298254967,0.11914286017417908,0.11914286017417908,0.11914286017417908
143,C03,intensity,all_frames,normal:r19,point,frame_equal,21074,21074,469,430,1,0.0,0.08315565031982942,0.0020000000949949026,1.6125714778900146,0.046545386525896716,0.01342857163399458,0.01342857163399458,0.01342857163399458,0.02257142774760723,0.02257142774760723,0.02257142774760723,0.03628571331501007,0.03628571331501007,0.03628571331501007,0.05657142773270607,0.05657142773270607,0.05657142773270607,0.09285714477300644,0.09285714477300644,0.09285714477300644
143,C03,intensity,all_frames,normal:r2,point,observation_equal,12720906,12720906,469,469,1,0.0,0.0,0.0005714285653084517,4.973714351654053,0.28312977440250386,0.03028571419417858,0.03028571419417858,0.03028571419417858,0.09457142651081085,0.09457142651081085,0.09457142651081085,0.20114286243915558,0.20114286243915558,0.20114286243915558,0.4188571572303772,0.4188571572303772,0.4188571572303772,0.7820000052452087,0.7820000052452087,0.7820000052452087
143,C03,intensity,all_frames,normal:r2,point,frame_equal,12720906,12720906,469,469,1,0.0,0.0,0.0005714285653084517,4.973714351654053,0.27010424868138894,0.024571428075432777,0.024571428075432777,0.024571428075432777,0.0860000029206276,0.0860000029206276,0.0860000029206276,0.18542857468128204,0.18542857468128204,0.18542857468128204,0.399142861366272,0.399142861366272,0.399142861366272,0.7668571472167969,0.7668571472167969,0.7668571472167969
143,C03,intensity,all_frames,normal:r20,point,observation_equal,110781,110781,469,434,1,0.0,0.07462686567164178,0.001714285695925355,1.6108571290969849,0.038896633909595704,0.011142857372760773,0.011142857372760773,0.011142857372760773,0.01914285682141781,0.01914285682141781,0.01914285682141781,0.028857143595814705,0.028857143595814705,0.028857143595814705,0.043714284896850586,0.043714284896850586,0.043714284896850586,0.09028571099042892,0.09028571099042892,0.09028571099042892
143,C03,intensity,all_frames,normal:r20,point,frame_equal,110781,110781,469,434,1,0.0,0.07462686567164178,0.001714285695925355,1.6108571290969849,0.03571315884596962,0.010571428574621677,0.010571428574621677,0.010571428574621677,0.017999999225139618,0.017999999225139618,0.017999999225139618,0.026000000536441803,0.026000000536441803,0.026000000536441803,0.03942857310175896,0.03942857310175896,0.03942857310175896,0.07657142728567123,0.07657142728567123,0.07657142728567123
143,C03,intensity,all_frames,normal:r3,point,observation_equal,6090670,6090670,469,469,1,0.0,0.0,0.0005714285653084517,4.806857109069824,0.4087468140839639,0.058571428060531616,0.058571428060531616,0.058571428060531616,0.18085713684558868,0.18085713684558868,0.18085713684558868,0.33742856979370117,0.33742856979370117,0.33742856979370117,0.6142857074737549,0.6142857074737549,0.6142857074737549,0.9259999990463257,0.9259999990463257,0.9259999990463257
143,C03,intensity,all_frames,normal:r3,point,frame_equal,6090670,6090670,469,469,1,0.0,0.0,0.0005714285653084517,4.806857109069824,0.3841232028855238,0.051428571343421936,0.051428571343421936,0.051428571343421936,0.16828571259975433,0.16828571259975433,0.16828571259975433,0.31114286184310913,0.31114286184310913,0.31114286184310913,0.5751428604125977,0.5751428604125977,0.5751428604125977,0.8899999856948853,0.8899999856948853,0.8899999856948853
143,C03,intensity,all_frames,normal:r4,point,observation_equal,3034424,3034424,469,469,1,0.0,0.0,0.0008571428479626775,1.6365714073181152,0.36695202372140545,0.07028571516275406,0.07028571516275406,0.07028571516275406,0.17314285039901733,0.17314285039901733,0.17314285039901733,0.3011428713798523,0.3011428713798523,0.3011428713798523,0.5394285917282104,0.5394285917282104,0.5394285917282104,0.8180000185966492,0.8180000185966492,0.8180000185966492
143,C03,intensity,all_frames,normal:r4,point,frame_equal,3034424,3034424,469,469,1,0.0,0.0,0.0008571428479626775,1.6365714073181152,0.34881337853767147,0.06714285910129547,0.06714285910129547,0.06714285910129547,0.16657142341136932,0.16657142341136932,0.16657142341136932,0.28285714983940125,0.28285714983940125,0.28285714983940125,0.5065714120864868,0.5065714120864868,0.5065714120864868,0.7934285998344421,0.7934285998344421,0.7934285998344421
143,C03,intensity,all_frames,normal:r5,point,observation_equal,1533276,1533276,469,469,1,0.0,0.0,0.0011428571306169033,1.634857177734375,0.2909396196651362,0.05342857167124748,0.05342857167124748,0.05342857167124748,0.13828571140766144,0.13828571140766144,0.13828571140766144,0.23171427845954895,0.23171427845954895,0.23171427845954895,0.4245714247226715,0.4245714247226715,0.4245714247226715,0.6600000262260437,0.6600000262260437,0.6600000262260437
143,C03,intensity,all_frames,normal:r5,point,frame_equal,1533276,1533276,469,469,1,0.0,0.0,0.0011428571306169033,1.634857177734375,0.2798068105816346,0.05057142674922943,0.05057142674922943,0.05057142674922943,0.1348571479320526,0.1348571479320526,0.1348571479320526,0.2208571434020996,0.2208571434020996,0.2208571434020996,0.4034285843372345,0.4034285843372345,0.4034285843372345,0.6437143087387085,0.6437143087387085,0.6437143087387085
143,C03,intensity,all_frames,normal:r6,point,observation_equal,866757,866757,469,469,1,0.0,0.0,0.0011428571306169033,1.6299999952316284,0.2362662713710799,0.04457142949104309,0.04457142949104309,0.04457142949104309,0.11371428519487381,0.11371428519487381,0.11371428519487381,0.18971428275108337,0.18971428275108337,0.18971428275108337,0.3385714292526245,0.3385714292526245,0.3385714292526245,0.5371428728103638,0.5371428728103638,0.5371428728103638
143,C03,intensity,all_frames,normal:r6,point,frame_equal,866757,866757,469,469,1,0.0,0.0,0.0011428571306169033,1.6299999952316284,0.22759368927954426,0.04457142949104309,0.04457142949104309,0.04457142949104309,0.11085714399814606,0.11085714399814606,0.11085714399814606,0.18000000715255737,0.18000000715255737,0.18000000715255737,0.3231428563594818,0.3231428563594818,0.3231428563594818,0.5237143039703369,0.5237143039703369,0.5237143039703369
143,C03,intensity,all_frames,normal:r7,point,observation_equal,517587,517587,469,469,1,0.0,0.0,0.0011428571306169033,1.6342856884002686,0.1939047382073755,0.03742857277393341,0.03742857277393341,0.03742857277393341,0.0925714299082756,0.0925714299082756,0.0925714299082756,0.15457142889499664,0.15457142889499664,0.15457142889499664,0.2734285593032837,0.2734285593032837,0.2734285593032837,0.4480000138282776,0.4480000138282776,0.4480000138282776
143,C03,intensity,all_frames,normal:r7,point,frame_equal,517587,517587,469,469,1,0.0,0.0,0.0011428571306169033,1.6342856884002686,0.18394473027866406,0.03742857277393341,0.03742857277393341,0.03742857277393341,0.08971428871154785,0.08971428871154785,0.08971428871154785,0.14314286410808563,0.14314286410808563,0.14314286410808563,0.25914284586906433,0.25914284586906433,0.25914284586906433,0.42571428418159485,0.42571428418159485,0.42571428418159485
