structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_min_m,range_median_m,range_max_m,range_2p5_50m_median_m,centroid_world_x_m,centroid_world_y_m,centroid_world_z_m,azimuth_lidar_deg,elevation_lidar_deg,azimuth_world_deg,elevation_world_deg,previous_observed_frame,gap_frames,centroid_displacement_m,nn_world_median_m,nn_world_p95_m
206:10:106,10,106,106,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,107,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,108,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,109,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,110,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,111,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,112,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,113,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,114,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,115,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,116,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,117,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,118,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,119,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,120,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,121,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,122,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,123,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,124,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,125,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,126,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,127,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,128,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,129,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,130,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,131,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,132,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,133,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,134,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,135,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,136,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,137,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,138,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,139,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,140,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,141,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,142,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,143,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,144,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,145,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,146,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,147,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,148,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,149,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,150,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,151,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,152,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,153,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,154,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,155,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,156,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,157,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,158,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,159,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,160,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,161,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,162,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,163,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,164,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,165,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,166,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,167,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,168,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,169,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,170,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,171,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,172,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,173,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,174,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,175,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,176,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,177,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,178,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,179,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,180,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,181,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,182,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,183,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,184,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,185,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,186,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,187,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,188,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,189,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,190,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,191,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,192,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,193,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,194,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,195,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,196,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,197,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,198,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,199,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,200,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,201,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,202,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,203,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,204,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,205,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,206,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,207,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,208,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,209,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,210,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,211,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,212,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,213,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,214,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,215,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,216,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,217,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,218,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,219,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,220,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,221,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,222,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,223,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,224,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,225,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,226,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,227,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,228,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,229,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,230,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,231,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,232,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,233,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,234,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,235,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,236,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,237,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,238,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,239,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,240,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,241,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,242,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,243,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,244,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,245,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,246,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,247,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,248,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,249,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,250,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,251,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,252,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,253,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,254,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,255,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,256,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,257,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,258,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,259,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,260,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,261,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,262,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,263,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,264,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,265,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,266,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,267,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,268,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,269,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,270,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,271,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,272,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,273,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,274,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,275,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,276,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,277,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,278,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,279,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,280,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,281,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,282,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,283,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,284,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,285,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,286,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,287,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,288,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,289,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,290,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,291,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,292,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,293,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,294,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,295,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,296,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,297,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,298,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,299,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,300,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,301,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,302,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,303,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,304,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,305,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,306,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,307,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,308,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,309,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,310,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,311,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,312,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,313,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,314,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,315,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,316,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,317,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,318,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,319,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,320,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,321,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,322,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,323,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,324,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,325,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,326,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,327,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,328,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,329,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,330,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,331,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,332,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,333,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,334,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,335,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,336,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,337,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,338,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,339,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,340,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,341,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,342,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,343,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,344,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,345,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,346,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,347,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,348,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,349,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,350,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,351,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,352,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,353,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,354,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,355,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,356,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,357,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,358,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,359,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,360,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,361,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,362,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,363,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,364,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,365,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,366,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,367,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,368,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,369,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,370,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,371,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,372,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,373,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,374,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,375,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,376,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,377,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,378,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,379,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,380,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,381,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,382,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,383,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,384,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,385,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,386,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,387,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,388,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,389,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,390,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,391,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,392,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,393,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,394,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,395,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,396,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,397,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,398,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,399,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,400,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,401,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,402,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,403,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,404,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,405,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,406,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,407,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,408,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,409,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,410,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,411,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,412,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,413,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,414,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,415,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,416,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,417,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,418,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,419,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,420,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,421,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,422,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,423,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,424,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,425,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,426,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,427,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,428,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,429,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,430,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,431,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,432,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,433,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,434,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,435,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,436,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,437,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,438,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,439,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,440,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,441,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,442,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,443,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,444,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,445,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,446,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,447,0,0,,,,,,,,,,,,,,,,
206:10:106,10,106,448,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,0,18,18,17.33411026,17.47769547,18.28162384,17.47769547,-13.86192783,-10.65423965,-1.49441399,-142.45421914,-4.8855755,-142.45421914,-4.8855755,,,,,
206:10:107,10,107,1,24,24,17.52906799,17.70146561,18.90876961,17.70146561,-13.87503437,-10.72448892,-1.48295915,-143.66461861,-4.67144532,-142.86863679,-4.82965852,0,1,0.07237371,0.11303755,0.26056585
206:10:107,10,107,2,21,21,17.73581886,17.85136986,18.76581764,17.85136986,-13.86350656,-10.66705285,-1.47512682,-144.88778132,-4.54240651,-143.36181737,-4.82346938,1,1,0.05910277,0.08087166,0.2308387
206:10:107,10,107,3,20,20,17.95537186,18.07032013,18.90881729,18.07032013,-13.85494501,-10.67604516,-1.48444248,-146.01394362,-4.54496863,-143.72940322,-4.86721353,2,1,0.01552234,0.06091913,0.21515988
206:10:107,10,107,4,24,24,18.14781761,18.27886772,19.41501236,18.27886772,-13.91652079,-10.67785795,-1.45550098,-147.4002426,-4.29961702,-144.24720722,-4.68981644,3,1,0.06806227,0.08406482,0.21872336
206:10:107,10,107,5,24,24,18.34481812,18.454216,19.28356934,18.454216,-13.88198681,-10.66851443,-1.45698619,-148.55480557,-4.05602889,-144.58495837,-4.64387643,4,1,0.03580646,0.07733739,0.23688289
206:10:107,10,107,6,26,26,18.58032608,18.72099686,19.40957069,18.72099686,-13.88363888,-10.65817004,-1.47135049,-149.78344498,-4.00419308,-144.98730345,-4.68355422,5,1,0.01777833,0.08059974,0.21617094
206:10:107,10,107,7,27,27,18.78981781,18.89236641,19.86201096,18.89236641,-13.90514699,-10.64895184,-1.49749899,-151.0970961,-4.12869272,-145.41576151,-4.75410567,6,1,0.03509014,0.07337316,0.28072674
206:10:107,10,107,8,26,26,18.99057007,19.15579224,20.15732193,19.15579224,-13.90259111,-10.63859852,-1.48319827,-152.35204335,-4.00679173,-145.75455068,-4.62435034,7,1,0.01783913,0.0768187,0.24588104
206:10:107,10,107,9,27,27,19.25006294,19.38276863,20.44556808,19.38276863,-13.92807749,-10.6672113,-1.45573205,-153.5182627,-3.55161275,-146.06667349,-4.49716501,8,1,0.04714488,0.07533964,0.1719047
206:10:107,10,107,10,27,27,19.42601204,19.58106232,20.62576675,19.58106232,-13.92564554,-10.62158711,-1.44611413,-154.88614342,-3.19005521,-146.53003165,-4.46653857,9,1,0.04669032,0.07277611,0.18082365
206:10:107,10,107,11,17,17,19.71532249,19.74328804,21.03471375,19.74328804,-13.85616476,-10.54715506,-1.49916714,-156.20926609,-3.15754939,-146.94752899,-4.68167308,10,1,0.11481432,0.08846458,0.54749159
206:10:107,10,107,12,11,11,19.96201134,20.00206184,21.31171417,20.00206184,-14.0152344,-10.54027441,-1.40771807,-157.58495228,-2.85685902,-147.46205718,-4.41611378,11,1,0.18361216,0.09950234,0.28065997
206:10:107,10,107,13,9,9,20.18001175,20.20076752,20.65351868,20.20076752,-13.84215735,-10.43801466,-1.45787648,-158.66550334,-3.18211957,-147.70642378,-4.59867783,12,1,0.20719215,0.06152236,0.68647661
206:10:107,10,107,14,2,2,20.43556595,20.8401413,21.24471474,20.8401413,-14.21066407,-10.50421094,-1.28353293,-160.12558268,-2.65092796,-148.30656634,-3.99121888,13,1,0.41300705,0.2448197,0.39620663
206:10:107,10,107,15,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,16,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,17,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,18,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,19,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,20,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,21,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,22,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,23,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,24,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,25,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,26,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,27,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,28,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,29,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,30,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,31,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,32,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,33,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,34,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,35,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,36,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,37,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,38,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,39,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,40,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,41,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,42,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,43,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,44,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,45,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,46,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,47,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,48,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,49,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,50,0,0,,,,,,,,,,,,,,,,
206:10:107,10,107,51,0,0,,,,,,,,,,,,,,,,
