aspect,azimuth_gap,azimuth_span,elevation_span,frame,ground_height_median,ground_height_p05,ground_rmse,ground_status,ground_support,height,instance,length,linearity,planarity,points,scattering,segment,sequence,shape_status,source_frame,source_sequence,unique_points,version,width
,,,,298,0.3624025265496298,0.3217175888565109,0.0111036303437139,local_plane_proxy,117,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,298,206,2,synthetic/pilot_v2_r2/train/001,
,,,,299,0.3699656308419179,0.3298705969858621,0.010472037738405413,local_plane_proxy,120,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,299,206,2,synthetic/pilot_v2_r2/train/001,
,,,,300,0.3478742854991652,0.3122420275047138,0.00893970423355252,local_plane_proxy,122,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,300,206,2,synthetic/pilot_v2_r2/train/001,
,,,,301,,,0.008677066119702996,plane_fit_or_spatial_support_unreliable,126,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,301,206,1,synthetic/pilot_v2_r2/train/001,
,,,,302,0.29251758503453984,0.2525351346775038,0.010254647149135673,local_plane_proxy,132,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,302,206,2,synthetic/pilot_v2_r2/train/001,
,,,,304,0.42895710506010687,0.31565655404469656,0.008439084173292572,local_plane_proxy,137,,60001,,,,4,,0,001_00,fewer_than_10_distinct_returns,304,206,4,synthetic/pilot_v2_r2/train/001,
,,,,305,0.3336040441329269,0.29500911071352587,0.010516030382285588,local_plane_proxy,138,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,305,206,2,synthetic/pilot_v2_r2/train/001,
,,,,306,0.3367537333566992,0.2621510701306782,0.012053682554479648,local_plane_proxy,148,,60001,,,,3,,0,001_00,fewer_than_10_distinct_returns,306,206,3,synthetic/pilot_v2_r2/train/001,
,,,,307,0.46359771304595054,0.3172443756101814,0.011667414663684936,local_plane_proxy,149,,60001,,,,5,,0,001_00,fewer_than_10_distinct_returns,307,206,5,synthetic/pilot_v2_r2/train/001,
,,,,308,0.4178462374694767,0.2708829161314805,0.010843853495050557,local_plane_proxy,151,,60001,,,,5,,0,001_00,fewer_than_10_distinct_returns,308,206,5,synthetic/pilot_v2_r2/train/001,
,,,,309,0.3477615881288967,0.27962941862872703,0.010397301585200863,local_plane_proxy,156,,60001,,,,5,,0,001_00,fewer_than_10_distinct_returns,309,206,5,synthetic/pilot_v2_r2/train/001,
,,,,310,0.38741656713941974,0.29191434621214113,0.009769451792433178,local_plane_proxy,158,,60001,,,,6,,0,001_00,fewer_than_10_distinct_returns,310,206,6,synthetic/pilot_v2_r2/train/001,
,,,,311,0.3603372963086582,0.24469511770975866,0.010004688727327292,local_plane_proxy,164,,60001,,,,8,,0,001_00,fewer_than_10_distinct_returns,311,206,8,synthetic/pilot_v2_r2/train/001,
,,,,312,0.3568370385733557,0.2320035101637376,0.010692052872403964,local_plane_proxy,173,,60001,,,,9,,0,001_00,fewer_than_10_distinct_returns,312,206,9,synthetic/pilot_v2_r2/train/001,
1.4559074036408013,0.0053368288069948755,0.006934987950400817,0.03646788660646036,313,0.3607801058371204,0.19774657019910696,0.010723976138096633,local_plane_proxy,180,0.4631192684173584,60001,0.1092219352722168,0.9469913210965863,0.03434324025044258,10,0.018665438652971104,0,001_00,reliable_visible_extent,313,206,10,synthetic/pilot_v2_r2/train/001,0.07501983642578125
1.5311736020385724,0.005336849084377371,0.006934985406329197,0.04274797008578721,314,0.37925907563282846,0.14704592055941795,0.010463069874235406,local_plane_proxy,184,0.5366480946540833,60001,0.11288976669311523,0.9502873031604112,0.03618070761187861,12,0.013531989227710225,0,001_00,reliable_visible_extent,314,206,12,synthetic/pilot_v2_r2/train/001,0.07372760772705078
1.89787978775583,0.005336876244417144,0.013070909645697348,0.04274907420664856,315,0.38026961711487317,0.1678174187016872,0.010791689704745583,local_plane_proxy,193,0.5306622385978699,60001,0.1623678207397461,0.8372541126517313,0.14257806089298003,16,0.020167826455288654,0,001_00,reliable_visible_extent,315,206,16,synthetic/pilot_v2_r2/train/001,0.08555221557617188
2.052172691057507,0.005336906664382801,0.0130709244507905,0.04274821645160069,316,0.3809689799232153,0.1706870231745765,0.010974187166301061,local_plane_proxy,199,0.5240778923034668,60001,0.1601576805114746,0.8375683857469645,0.14142378375162118,16,0.021007830501414332,0,001_00,reliable_visible_extent,316,206,16,synthetic/pilot_v2_r2/train/001,0.07804298400878906
3.401573498964803,0.005508189255728768,0.019080548489226246,0.04851278472181739,317,0.3618333117635547,0.12648281875820377,0.01114952715976949,local_plane_proxy,206,0.5906951427459717,60001,0.23502731323242188,0.8713945030693133,0.1160161954358579,20,0.012589301494828847,0,001_00,reliable_visible_extent,317,206,20,synthetic/pilot_v2_r2/train/001,0.06909370422363281
2.958345391632589,0.0055081488249393296,0.019080536335857268,0.0485011464642055,318,0.3794628568740026,0.08749526504693582,0.01115587018308041,local_plane_proxy,211,0.5801600217819214,60001,0.22422266006469727,0.8797343362892737,0.1077198922270856,23,0.012545771483640736,0,001_00,reliable_visible_extent,318,206,23,synthetic/pilot_v2_r2/train/001,0.07579326629638672
3.6992074345287986,0.005508185248059405,0.01938501423069372,0.048167972791159,319,0.3374068648381421,0.11438795906030577,0.010077265659823286,local_plane_proxy,223,0.5742964148521423,60001,0.23991775512695312,0.845359054124428,0.1443217878186263,24,0.01031915805694564,0,001_00,reliable_visible_extent,319,206,24,synthetic/pilot_v2_r2/train/001,0.06485652923583984
3.7168388070094,0.005508177976242312,0.01938501047914798,0.05442895513492339,320,0.40873714149268037,0.12099796656802228,0.010278137783179826,local_plane_proxy,232,0.6352830529212952,60001,0.244354248046875,0.8473497226253459,0.14227870630345887,27,0.010371571071195173,0,001_00,reliable_visible_extent,320,206,27,synthetic/pilot_v2_r2/train/001,0.06574249267578125
3.243444072873762,0.005336998188667119,0.01920670904640165,0.054093342425201266,321,0.40983332006712403,0.12780331123833294,0.011511979215836608,local_plane_proxy,237,0.6269119381904602,60001,0.2395644187927246,0.8152531153062457,0.1753940100229903,29,0.009352874670764042,0,001_00,reliable_visible_extent,321,206,29,synthetic/pilot_v2_r2/train/001,0.07386112213134766
3.5330571710742893,0.005514140022607583,0.019206719382310666,0.05461897840289223,322,0.3907568263895951,0.11506298745770809,0.011769898731441361,local_plane_proxy,254,0.6267171502113342,60001,0.24564170837402344,0.8526551017659587,0.14204655932191723,27,0.005298338912124108,0,001_00,reliable_visible_extent,322,206,27,synthetic/pilot_v2_r2/train/001,0.06952667236328125
2.4040361473989793,0.005488679269512908,0.019203664726331837,0.05443605598793195,323,0.3755375072552368,0.12746972557740008,0.010846065459378005,local_plane_proxy,264,0.6153900027275085,60001,0.24482250213623047,0.8281204662536016,0.16518825145669272,30,0.006691282289705736,0,001_00,reliable_visible_extent,323,206,30,synthetic/pilot_v2_r2/train/001,0.1018381118774414
2.8737731264468978,0.005514124243284568,0.0248682629439676,0.05443868334736751,324,0.347390784896211,0.11227022655783148,0.009822356750118087,local_plane_proxy,272,0.6110150814056396,60001,0.28649044036865234,0.7326389503815097,0.2547920014829853,36,0.01256904813550497,0,001_00,reliable_visible_extent,324,206,36,synthetic/pilot_v2_r2/train/001,0.09969139099121094
3.180903570771412,0.0055141700527749915,0.024868275174591226,0.04833580607215656,325,0.3819220129073797,0.10751586912320649,0.010677335276613912,local_plane_proxy,285,0.5375192761421204,60001,0.28026628494262695,0.723963141501856,0.26442552943155884,34,0.011611329066585144,0,001_00,reliable_visible_extent,325,206,34,synthetic/pilot_v2_r2/train/001,0.08810901641845703
4.113308485267095,0.005337021529766339,0.025342595440574378,0.054101816741503286,326,0.3730843205436547,0.10435186441225866,0.0112443580176627,local_plane_proxy,289,0.5983643531799316,60001,0.30100488662719727,0.7204498273074981,0.27046792005374554,38,0.009082252638756484,0,001_00,reliable_visible_extent,326,206,38,synthetic/pilot_v2_r2/train/001,0.07317829132080078
5.535091194047845,0.005337059240063391,0.025342588952042,0.054447276799016536,327,0.383178751560757,0.11354017633808307,0.011494968394114019,local_plane_proxy,293,0.5955725908279419,60001,0.30649566650390625,0.671763570445649,0.32426816360681654,39,0.003968265947534383,0,001_00,reliable_visible_extent,327,206,39,synthetic/pilot_v2_r2/train/001,0.055373191833496094
5.6952073377794115,0.0053370532748370225,0.025520802911600526,0.05444332927950554,328,0.3877545835529339,0.12844071640518806,0.011028285408082523,local_plane_proxy,300,0.5886387825012207,60001,0.3102889060974121,0.6605097871182058,0.3351437557583034,40,0.004346457123490852,0,001_00,reliable_visible_extent,328,206,40,synthetic/pilot_v2_r2/train/001,0.054482460021972656
3.0257408761176405,0.005158866551872254,0.02552081749586943,0.06021096197860562,329,0.35303942652012577,0.08252057876829681,0.010519905075040494,local_plane_proxy,312,0.6480847001075745,60001,0.30788469314575195,0.7183366252196854,0.2734854296291401,45,0.008177945151174487,0,001_00,reliable_visible_extent,329,206,45,synthetic/pilot_v2_r2/train/001,0.10175514221191406
3.2631201979424405,0.005158917469804625,0.031485477569884956,0.06003099771429446,330,0.37532594033835154,0.11152936932149848,0.010963139030277647,local_plane_proxy,327,0.6368361115455627,60001,0.33455371856689453,0.6446099905829717,0.33717915288932027,49,0.018210856527708003,0,001_00,reliable_visible_extent,330,206,49,synthetic/pilot_v2_r2/train/001,0.10252571105957031
3.670488056620466,0.005330104413044656,0.03068626163341648,0.05447457738728763,331,0.39496989360633217,0.09872848409574267,0.01069276141056426,local_plane_proxy,341,0.5810660123825073,60001,0.33236074447631836,0.6655593565225177,0.3254041011853607,45,0.009036542292121485,0,001_00,reliable_visible_extent,331,206,45,synthetic/pilot_v2_r2/train/001,0.09054946899414062
4.533928781983256,0.00531810686818851,0.02535608806913725,0.06056513844702294,332,0.3856335173125556,0.1020449951209271,0.01144060553647705,local_plane_proxy,354,0.6311891078948975,60001,0.2933673858642578,0.7157647781324975,0.27873614731717616,44,0.005499074550326275,0,001_00,reliable_visible_extent,332,206,44,synthetic/pilot_v2_r2/train/001,0.06470489501953125
4.228711890325985,0.005318116705179565,0.030674191534546758,0.06055246197341202,333,0.39575300730173557,0.11671130875904084,0.011370886865964856,local_plane_proxy,370,0.6191230416297913,60001,0.37447500228881836,0.7116981739131761,0.2817469941454895,46,0.006554831941334378,0,001_00,reliable_visible_extent,333,206,46,synthetic/pilot_v2_r2/train/001,0.08855533599853516
3.001760189640532,0.005324809396735519,0.031012310725577308,0.060558044311525894,334,0.3863172766937819,0.10628993200431945,0.011295279173312979,local_plane_proxy,397,0.6159676313400269,60001,0.32364559173583984,0.6811895664653865,0.30134613796642457,53,0.017464295568188883,0,001_00,reliable_visible_extent,334,206,53,synthetic/pilot_v2_r2/train/001,0.107818603515625
3.8303807097822706,0.005324820113660644,0.03101225229995208,0.06021245008450088,335,0.38835529791642276,0.11702126559970456,0.012134772151150016,local_plane_proxy,417,0.6028024554252625,60001,0.316925048828125,0.6587504652927827,0.3260603000119547,50,0.01518923469526272,0,001_00,reliable_visible_extent,335,206,50,synthetic/pilot_v2_r2/train/001,0.08273983001708984
4.170286559707013,0.005324855881630286,0.03149737919457163,0.06560411784988293,336,0.3993791725750129,0.1014862736685006,0.011840126161555635,local_plane_proxy,425,0.6444109678268433,60001,0.3279552459716797,0.6681465833827135,0.3180844242482633,55,0.013768992369023321,0,001_00,reliable_visible_extent,336,206,55,synthetic/pilot_v2_r2/train/001,0.07864093780517578
3.905360014879813,0.005318171983883457,0.03149734059124576,0.05972147555317543,337,0.38093290064094687,0.08207927150037223,0.011063552736481328,local_plane_proxy,449,0.5949208736419678,60001,0.3404102325439453,0.6726640939500375,0.31379451330247743,58,0.013541392747485063,0,001_00,reliable_visible_extent,337,206,58,synthetic/pilot_v2_r2/train/001,0.08716487884521484
4.688438167821005,0.00531820564106833,0.03149732189838783,0.06597597284969947,338,0.39511856432252457,0.1093750344594917,0.011705535208764046,local_plane_proxy,470,0.6377387046813965,60001,0.3473172187805176,0.6771778812637251,0.31103391526149754,61,0.011788203474777336,0,001_00,reliable_visible_extent,338,206,61,synthetic/pilot_v2_r2/train/001,0.07407951354980469
3.8859557066489296,0.005318274229472564,0.036815570611966386,0.06594958340805174,339,0.3703542774491986,0.10726344232430779,0.010439945347174883,local_plane_proxy,495,0.6228156089782715,60001,0.37608766555786133,0.6735040152143812,0.31197702269066535,59,0.014518962094953475,0,001_00,reliable_visible_extent,339,206,59,synthetic/pilot_v2_r2/train/001,0.09678125381469727
3.2816414580933,0.005318245936479948,0.03714358091945602,0.06582026183213097,340,0.3826485647870146,0.09794877796337564,0.011093436588671244,local_plane_proxy,526,0.6232388019561768,60001,0.3829994201660156,0.6562394868871987,0.32232337146859974,61,0.02143714164420158,0,001_00,reliable_visible_extent,340,206,61,synthetic/pilot_v2_r2/train/001,0.11670970916748047
3.752868923200276,0.005318267379071706,0.031680324312282515,0.06580951133910937,341,0.39813935960561564,0.11056886385202255,0.01095522005594762,local_plane_proxy,560,0.6114163398742676,60001,0.32139015197753906,0.6719676827642381,0.31219608157930806,60,0.0158362356564538,0,001_00,reliable_visible_extent,341,206,60,synthetic/pilot_v2_r2/train/001,0.08563852310180664
3.9477414321011004,0.00531832303385138,0.03168031425311746,0.07175952574735643,342,0.404549011835865,0.11709581849367567,0.011988957307419328,local_plane_proxy,587,0.663956344127655,60001,0.3184657096862793,0.7005305676239761,0.28748650749304705,62,0.011982924882976772,0,001_00,reliable_visible_extent,342,206,62,synthetic/pilot_v2_r2/train/001,0.08067035675048828
3.2941171149575528,0.0053095522682753415,0.03732863809238651,0.0717350085357955,343,0.3779979845151471,0.09618861064093265,0.0110141645436436,local_plane_proxy,611,0.6471996903419495,60001,0.3472929000854492,0.6394791593832021,0.344940186732076,66,0.015580653884721865,0,001_00,reliable_visible_extent,343,206,66,synthetic/pilot_v2_r2/train/001,0.10542821884155273
3.866996152045117,0.0053095363964222875,0.037488223227091666,0.06600229703022734,344,0.37390760670279455,0.10343536664942138,0.011291192681943134,local_plane_proxy,645,0.5933660268783569,60001,0.3622727394104004,0.6206038377730317,0.36495761937527427,66,0.014438542851693902,0,001_00,reliable_visible_extent,344,206,66,synthetic/pilot_v2_r2/train/001,0.09368324279785156
3.4246782499704818,0.005309560870034646,0.037824941678096025,0.07123670698883128,345,0.3712175073290186,0.09500707060599485,0.011454962694662113,local_plane_proxy,684,0.6304498910903931,60001,0.35959291458129883,0.6237501624817954,0.36083786650574273,70,0.015411971012461884,0,001_00,reliable_visible_extent,345,206,70,synthetic/pilot_v2_r2/train/001,0.10500049591064453
4.006701429806948,0.005126596880034251,0.03782497884119529,0.07121977717413304,346,0.38448171330096936,0.10596714623671534,0.01157918414768221,local_plane_proxy,726,0.6170470714569092,60001,0.37775087356567383,0.6284929700983133,0.3539038121120819,74,0.017603217789604927,0,001_00,reliable_visible_extent,346,206,74,synthetic/pilot_v2_r2/train/001,0.09427976608276367
3.8011448168040953,0.0051266291156709665,0.037641884444849616,0.07744767966600657,347,0.3857664186660632,0.10968199455466196,0.011666749286326052,local_plane_proxy,770,0.650248110294342,60001,0.35939693450927734,0.6276002952225578,0.35524681232673644,73,0.017152892450705767,0,001_00,reliable_visible_extent,347,206,73,synthetic/pilot_v2_r2/train/001,0.09454965591430664
3.7250460952273166,0.005126653704687234,0.037824841539996434,0.07160640665661061,348,0.382001757617356,0.11875728227560525,0.011547930517389443,local_plane_proxy,810,0.6114075183868408,60001,0.37667131423950195,0.630472909003671,0.3523345830468185,75,0.01719250794951048,0,001_00,reliable_visible_extent,348,206,75,synthetic/pilot_v2_r2/train/001,0.10111856460571289
3.6456887790004497,0.005126679995708261,0.037824868181239424,0.07787201876102798,349,0.39620595912999035,0.11966681971322149,0.01162403187032913,local_plane_proxy,863,0.6508070826530457,60001,0.35576701164245605,0.6242278809061725,0.3591203389744818,78,0.016651780119345715,0,001_00,reliable_visible_extent,349,206,78,synthetic/pilot_v2_r2/train/001,0.09758567810058594
3.44976317785713,0.005126714638206908,0.03782482813334376,0.0778243703282399,350,0.38679351010661667,0.11633684508547178,0.011767166628332514,local_plane_proxy,913,0.6301666498184204,60001,0.3556370735168457,0.6610577280356065,0.32303429125198824,79,0.01590798071240533,0,001_00,reliable_visible_extent,350,206,79,synthetic/pilot_v2_r2/train/001,0.10309028625488281
3.3714094341350114,0.005126778505242902,0.03782476863875761,0.07719800771865112,351,0.40400007369188773,0.10352279308067894,0.011823047330726028,local_plane_proxy,971,0.6306102275848389,60001,0.3336167335510254,0.6566271695165816,0.3262178046494908,80,0.017155025833927678,0,001_00,reliable_visible_extent,351,206,80,synthetic/pilot_v2_r2/train/001,0.09895467758178711
2.8856688579471323,0.005126788218236422,0.03782473228159766,0.08268973475164193,352,0.39157862820320877,0.0977172729226933,0.011199450115197079,local_plane_proxy,1036,0.6433670520782471,60001,0.32799434661865234,0.6596619410770008,0.32030694916787295,79,0.020031109755126213,0,001_00,reliable_visible_extent,352,206,79,synthetic/pilot_v2_r2/train/001,0.1136631965637207
3.945261620185923,0.005126855451716872,0.03782470472798494,0.08243388563094592,353,0.38923642223275867,0.11219226678339488,0.01111876606295148,local_plane_proxy,1104,0.6490060091018677,60001,0.354144811630249,0.662951751912814,0.32458539319313034,85,0.012462854894055644,0,001_00,reliable_visible_extent,353,206,85,synthetic/pilot_v2_r2/train/001,0.08976459503173828
2.514292683282002,0.005126878305436788,0.037824605275822876,0.08882532811265134,354,0.38942000805043175,0.0825128027901364,0.011604039778820232,local_plane_proxy,1195,0.674720048904419,60001,0.32932329177856445,0.7000649621376451,0.2802682499598575,86,0.019666787902497346,0,001_00,reliable_visible_extent,354,206,86,synthetic/pilot_v2_r2/train/001,0.1309804916381836
3.405279851919742,0.005467098282920579,0.04379429496257714,0.08333567168011163,355,0.3891400973008887,0.10867010169458113,0.011905975182934816,local_plane_proxy,1276,0.6388262510299683,60001,0.3614206314086914,0.6299463864721102,0.35414779206120434,91,0.015905821466685396,0,001_00,reliable_visible_extent,355,206,91,synthetic/pilot_v2_r2/train/001,0.10613536834716797
3.8324317938457364,0.005126993614245956,0.04380065380291409,0.0888706488289332,356,0.40702802779686764,0.12175214553662178,0.011822460242016846,local_plane_proxy,1393,0.654681384563446,60001,0.363513708114624,0.6343308051440858,0.3457273977646472,95,0.01994179709126702,0,001_00,reliable_visible_extent,356,206,95,synthetic/pilot_v2_r2/train/001,0.09485197067260742
3.5789566210045662,0.005286794505233727,0.043469945098041585,0.08804033093510119,357,0.3983950629642682,0.10750042276688686,0.011983530344063955,local_plane_proxy,1537,0.6449458599090576,60001,0.37374091148376465,0.6374059414074321,0.34240919832730016,98,0.020184860265267796,0,001_00,reliable_visible_extent,357,206,98,synthetic/pilot_v2_r2/train/001,0.10442733764648438
3.0845576794612737,0.005460308003025216,0.04380320771769064,0.08771090896019604,358,0.3943220216366665,0.12002814722146682,0.011594224998000746,local_plane_proxy,1658,0.6303951740264893,60001,0.3544895648956299,0.6203592729065449,0.36120942668896183,101,0.018431300404493298,0,001_00,reliable_visible_extent,358,206,101,synthetic/pilot_v2_r2/train/001,0.11492395401000977
3.2197986937884004,0.005460419385833526,0.04295148897975043,0.0938311140075247,359,0.3928489378192772,0.10647215002217125,0.012070712617706912,local_plane_proxy,1796,0.6597145795822144,60001,0.357086181640625,0.7214036479442975,0.2631631742898763,101,0.015433177765826249,0,001_00,reliable_visible_extent,359,206,101,synthetic/pilot_v2_r2/train/001,0.11090326309204102
3.1607527822818398,0.005781371658341583,0.043457304792810625,0.09347011674199568,360,0.4021409037035236,0.10441929523227966,0.012444999266697636,local_plane_proxy,1814,0.6375421285629272,60001,0.32718729972839355,0.6979473704008868,0.28454871924275355,104,0.017503910356359675,0,001_00,reliable_visible_extent,360,206,104,synthetic/pilot_v2_r2/train/001,0.103515625
3.130899962964487,0.005781424865631268,0.04908936270615616,0.09945745003541831,361,0.4011795196910759,0.11659814385978381,0.013166334017583232,local_plane_proxy,1815,0.671610951423645,60001,0.3627967834472656,0.677108162858215,0.3035930854530596,112,0.019298751688725437,0,001_00,reliable_visible_extent,361,206,112,synthetic/pilot_v2_r2/train/001,0.1158761978149414
2.3767219655260106,0.00560021420930501,0.04349626436686549,0.09876107671842388,362,0.4000590745221406,0.10540710138030773,0.013900360354885472,local_plane_proxy,1769,0.6480717658996582,60001,0.3431422710418701,0.6705925054399426,0.30961009784809995,117,0.019797396711957432,0,001_00,reliable_visible_extent,362,206,117,synthetic/pilot_v2_r2/train/001,0.14437627792358398
2.466605689731507,0.005600252418548557,0.043496275898552206,0.10381350392056315,363,0.40817610416092487,0.12180577946204613,0.015753647864591453,local_plane_proxy,1700,0.6563748121261597,60001,0.3426969051361084,0.6791208083396792,0.3002299890514493,124,0.02064920260887141,0,001_00,reliable_visible_extent,363,206,124,synthetic/pilot_v2_r2/train/001,0.13893461227416992
3.6333576263378418,0.005591228971076889,0.04945769482198337,0.11020406193115359,364,0.3954602611021272,0.12048611916928349,0.016870718286463606,local_plane_proxy,1596,0.6661323308944702,60001,0.35539960861206055,0.6727161939867221,0.30683465680683525,123,0.020449149206442585,0,001_00,reliable_visible_extent,364,206,123,synthetic/pilot_v2_r2/train/001,0.09781575202941895
2.177614555530653,0.005598637159600517,0.04946678027915663,0.10828147967952828,365,0.396826478933896,0.1126682761265031,0.017213976881940207,local_plane_proxy,1473,0.6602621078491211,60001,0.3567488193511963,0.6782469533067206,0.2959964540215228,131,0.025756592671756617,0,001_00,reliable_visible_extent,365,206,131,synthetic/pilot_v2_r2/train/001,0.16382551193237305
2.7364214999758536,0.005406956762433857,0.04368053308782294,0.1087670112700953,366,0.4109132483587854,0.11520240020749367,0.018317911094814992,local_plane_proxy,1334,0.6348525285720825,60001,0.3377382755279541,0.6976446758976417,0.2806331222727403,137,0.021722201829617944,0,001_00,reliable_visible_extent,366,206,137,synthetic/pilot_v2_r2/train/001,0.12342333793640137
2.546262931320933,0.005407049031629807,0.04354786190842397,0.11323949979604434,367,0.40591738189461846,0.11235340701568261,0.018379874366471694,local_plane_proxy,1165,0.6558123826980591,60001,0.3288581371307373,0.7071591712975677,0.2708364814350785,140,0.022004347267353837,0,001_00,reliable_visible_extent,367,206,140,synthetic/pilot_v2_r2/train/001,0.12915325164794922
2.699505070263519,0.005763923757199585,0.049311788413652025,0.11826756986102405,368,0.40387982686120383,0.11498572540433966,0.0194273573395824,local_plane_proxy,1010,0.6540896892547607,60001,0.34317851066589355,0.6892955123881821,0.2867420521397167,146,0.023962435472101154,0,001_00,reliable_visible_extent,368,206,146,synthetic/pilot_v2_r2/train/001,0.12712645530700684
2.180797612275017,0.005352790278634889,0.04375181757671687,0.12287193696908377,369,0.393492367180049,0.0958756513956962,0.020523206476551783,local_plane_proxy,840,0.639668345451355,60001,0.3153114318847656,0.7349574848587658,0.23562543934634758,149,0.029417075794886522,0,001_00,reliable_visible_extent,369,206,149,synthetic/pilot_v2_r2/train/001,0.14458537101745605
2.0484558087010334,0.00533578665592116,0.04411619079273166,0.12760131123315893,370,0.38508032828339656,0.08365128729007831,0.021379804756495865,local_plane_proxy,684,0.6730512380599976,60001,0.27938199043273926,0.7574080205474297,0.21216689233862016,151,0.030425087113950127,0,001_00,reliable_visible_extent,370,206,151,synthetic/pilot_v2_r2/train/001,0.13638663291931152
2.0634916479456513,0.005335862027137539,0.044116011158874535,0.12132425037194156,371,,,0.028369138317847657,plane_fit_or_spatial_support_unreliable,534,0.5911953449249268,60001,0.30067873001098633,0.7204404864949474,0.24190216912160392,151,0.037657344383448615,0,001_00,reliable_visible_extent,371,206,151,synthetic/pilot_v2_r2/train/001,0.14571356773376465
2.199734636727514,0.004971721114476857,0.043506030999613365,0.11529612615457802,372,,,0.030664161365095942,plane_fit_or_spatial_support_unreliable,402,0.532084584236145,60001,0.33064770698547363,0.7315391368626876,0.2224501891197114,135,0.046010674017600985,0,001_00,reliable_visible_extent,372,206,135,synthetic/pilot_v2_r2/train/001,0.15031254291534424
1.9138322546595927,0.004971869200448342,0.037979782341674984,0.10453642706553545,373,,,0.031691595173205626,plane_fit_or_spatial_support_unreliable,268,0.4796631336212158,60001,0.2628321647644043,0.7452121754427116,0.19111508392025914,119,0.06367274063702928,0,001_00,reliable_visible_extent,373,206,119,synthetic/pilot_v2_r2/train/001,0.13733291625976562
1.7923756989032047,0.0049720112583653275,0.03767536756910417,0.09270849554012689,374,,,0.029946075790249316,plane_fit_or_spatial_support_unreliable,146,0.4201458692550659,60001,0.23907208442687988,0.7069992137471297,0.19769190843079362,108,0.09530887782207668,0,001_00,reliable_visible_extent,374,206,108,synthetic/pilot_v2_r2/train/001,0.13338279724121094
1.3583815719695556,0.005421233456925689,0.037675137280552384,0.08142231898991825,375,,,0.026770656084508647,plane_fit_or_spatial_support_unreliable,62,0.3195028305053711,60001,0.21679902076721191,0.8111637263402334,0.06720418827614662,91,0.12163208538362004,0,001_00,reliable_visible_extent,375,206,91,synthetic/pilot_v2_r2/train/001,0.15960097312927246
1.2711815766284367,0.004972183196697566,0.03767501792887096,0.07568764781427256,376,,,,fewer_than_20_ground_returns,15,0.3206599950790405,60001,0.22441744804382324,0.6168621542648448,0.27983787118358766,88,0.10329997455156754,0,001_00,reliable_visible_extent,376,206,88,synthetic/pilot_v2_r2/train/001,0.17654240131378174
1.4212201930008848,0.004972233429624717,0.04323763044819451,0.07000884308877253,377,,,,fewer_than_20_ground_returns,0,0.3056669235229492,60001,0.26685261726379395,0.19843911550680024,0.6839055148997701,92,0.11765536959342965,0,001_00,reliable_visible_extent,377,206,92,synthetic/pilot_v2_r2/train/001,0.1877630352973938
1.498118366646005,0.004972255741897635,0.043810872664694855,0.06992522189200134,378,,,,fewer_than_20_ground_returns,0,0.29605817794799805,60001,0.2598416805267334,0.1862942631873346,0.7176478484640936,97,0.09605788834857179,0,001_00,reliable_visible_extent,378,206,97,synthetic/pilot_v2_r2/train/001,0.17344536073505878
1.5496467218621792,0.004972226195179896,0.04994681220060304,0.07005277105883734,379,,,,fewer_than_20_ground_returns,0,0.31639063358306885,60001,0.2843055725097656,0.18658147831584548,0.7236469632195173,108,0.0897715584646372,0,001_00,reliable_visible_extent,379,206,108,synthetic/pilot_v2_r2/train/001,0.18346476554870605
1.6032893484071626,0.004972199089995355,0.05608276108410948,0.07015223169705015,380,,,,fewer_than_20_ground_returns,0,0.335201621055603,60001,0.29810094833374023,0.24156660384969852,0.6839328534873572,115,0.0745005426629443,0,001_00,reliable_visible_extent,380,206,115,synthetic/pilot_v2_r2/train/001,0.18593084812164307
1.6112528167537732,0.004972105719261766,0.056082833043944014,0.07013504259427517,381,,,,fewer_than_20_ground_returns,0,0.3342866897583008,60001,0.2881481647491455,0.19146987480198044,0.7474066103759154,125,0.061123514822104257,0,001_00,reliable_visible_extent,381,206,125,synthetic/pilot_v2_r2/train/001,0.17883485555648804
1.7618201169592251,0.004971974100260068,0.05638727700006374,0.07581855061813686,382,,,,fewer_than_20_ground_returns,5,0.3550652265548706,60001,0.305666446685791,0.03695109904405133,0.9110542522472577,138,0.051994648708690985,0,001_00,reliable_visible_extent,382,206,138,synthetic/pilot_v2_r2/train/001,0.17349469661712646
1.6896683749959636,0.0049718294776508465,0.06215912910683663,0.08175169430952556,383,,,0.016713214759534873,plane_fit_or_spatial_support_unreliable,39,0.3929256200790405,60001,0.30565452575683594,0.08295948800036426,0.861515169895518,154,0.055525342104117734,0,001_00,reliable_visible_extent,383,206,154,synthetic/pilot_v2_r2/train/001,0.18089616298675537
1.9861814330738048,0.0049716799378924925,0.0622190562161391,0.08776265888459878,384,,,0.028019297172880694,plane_fit_or_spatial_support_unreliable,114,0.45007097721099854,60001,0.34385085105895996,0.2697002038756563,0.6962689445479101,169,0.03403085157643363,0,001_00,reliable_visible_extent,384,206,169,synthetic/pilot_v2_r2/train/001,0.17312157154083252
