structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_all_m_min,range_all_m_median,range_all_m_max,range_valid_m_min,range_valid_m_median,range_valid_m_max,intensity_valid_min,intensity_valid_median,intensity_valid_max,azimuth_deg,observed_centroid_world_x_m,observed_centroid_world_y_m,observed_centroid_world_z_m,previous_observed_frame,gap_frames,nn_world_median_m,nn_world_p95_m
206:10:75,10,75,420,31,31,24.119400024414062,24.803850173950195,26.539804458618164,24.119400024414062,24.803850173950195,26.539804458618164,0.00828571431338787,0.02685714326798916,0.7937142848968506,147.32542908448067,64.96243111814078,-35.26455260460112,0.1564212751279317,419,1,0.04803391612451988,0.3049635284552462
206:10:75,10,75,421,29,29,24.1184024810791,24.768848419189453,26.43780517578125,24.1184024810791,24.768848419189453,26.43780517578125,0.009999999776482582,0.030571429058909416,0.7897142767906189,147.28727501508064,64.9794161844754,-35.25072694245952,0.15467762159264492,420,1,0.03521140637044215,0.1280290142255421
206:10:75,10,75,422,29,29,24.12240219116211,24.95535659790039,26.556806564331055,24.12240219116211,24.95535659790039,26.556806564331055,0.009142857044935226,0.025428570806980133,0.6062856912612915,147.35025041479213,64.95492650921531,-35.227841940157774,0.15406572708225016,421,1,0.02422828300776969,0.1475583659591312
206:10:75,10,75,423,30,30,24.14040184020996,24.978858947753906,26.592805862426758,24.14040184020996,24.978858947753906,26.592805862426758,0.0057142856530845165,0.02800000086426735,0.7108571529388428,147.32444210020168,64.96857643354473,-35.2042907643059,0.1536707641866746,422,1,0.034843005164063835,0.15114996006668038
206:10:75,10,75,424,31,31,24.123401641845703,24.800615310668945,26.5758056640625,24.123401641845703,24.800615310668945,26.5758056640625,0.009428570978343487,0.02800000086426735,0.7105714082717896,147.1788262237717,65.02511399704377,-35.24504915602601,0.12477151651735935,423,1,0.03871541642147408,0.28467464354701416
206:10:75,10,75,425,31,31,24.14765167236328,25.315357208251953,26.451805114746094,24.14765167236328,25.315357208251953,26.451805114746094,0.00685714278370142,0.026000000536441803,0.4188571572303772,147.2966439988705,64.97837393388957,-35.19702928539668,0.1248308292617221,424,1,0.03138336092921165,0.2382945072375253
206:10:75,10,75,426,24,24,24.17040252685547,24.824485778808594,26.502805709838867,24.17040252685547,24.824485778808594,26.502805709838867,0.0037142857909202576,0.02742857113480568,0.15857142210006714,147.22197319495095,65.01040868921437,-35.217370793628795,0.12260281860259518,425,1,0.03726121208444987,0.3256784479048226
206:10:75,10,75,427,24,24,24.159652709960938,24.696613311767578,26.469804763793945,24.159652709960938,24.696613311767578,26.469804763793945,0.004285714123398066,0.030000001192092896,0.16171428561210632,147.30964809964337,64.98430684170722,-35.304107413371405,0.12679809355801377,426,1,0.01681443063377081,0.15639474880745635
206:10:75,10,75,428,24,24,24.181652069091797,24.849987030029297,26.493804931640625,24.181652069091797,24.849987030029297,26.493804931640625,0.005428571254014969,0.028428571298718452,0.1348571479320526,147.205025340829,65.02163635228254,-35.23252787836266,0.12559210162150292,427,1,0.026018070189034227,0.20106575754735484
206:10:75,10,75,429,25,25,24.16265106201172,24.754613876342773,26.608612060546875,24.16265106201172,24.754613876342773,26.608612060546875,0.0037142857909202576,0.027142856270074844,0.1874285787343979,147.31383564220383,64.97742248252689,-35.2118682643484,0.11027947309325078,428,1,0.029721553153775896,0.18714983841506264
206:10:75,10,75,430,24,24,24.145652770996094,24.611730575561523,26.469804763793945,24.145652770996094,24.611730575561523,26.469804763793945,0.00800000037997961,0.028428571298718452,0.2134285718202591,147.16696405325064,65.04661484979016,-35.332093005580155,0.1053312698126559,429,1,0.023424135833476575,0.18233025655500082
206:10:75,10,75,431,25,25,24.170652389526367,24.903358459472656,26.44561195373535,24.170652389526367,24.903358459472656,26.44561195373535,0.007428571581840515,0.02685714326798916,0.24742856621742249,147.28185447798123,64.98431355626607,-35.20179270864424,0.13891435220653034,430,1,0.04495433510970197,0.2826847981547925
206:10:75,10,75,432,25,25,24.146652221679688,24.736614227294922,26.49180793762207,24.146652221679688,24.736614227294922,26.49180793762207,0.008857143111526966,0.029428571462631226,0.39885714650154114,147.1163554344299,65.05689192148155,-35.246879610575284,0.11300344487000148,431,1,0.022545440574906046,0.11659185740159028
206:10:75,10,75,433,28,28,24.11640167236328,24.847484588623047,26.49680519104004,24.11640167236328,24.847484588623047,26.49680519104004,0.00800000037997961,0.02742857113480568,0.8545714020729065,147.36471380268804,64.94712484766603,-35.24282984883341,0.13766702261260547,432,1,0.030904413434036167,0.21959743247212393
206:10:75,10,75,434,32,32,24.121402740478516,24.80835723876953,26.581804275512695,24.121402740478516,24.80835723876953,26.581804275512695,0.006571428384631872,0.031142856925725937,0.9337142705917358,147.1831331527237,65.01948306071914,-35.2455379990166,0.15076234517264886,433,1,0.030449887682232467,0.2181258493113176
206:10:75,10,75,435,30,30,24.108400344848633,24.82548713684082,26.555805206298828,24.108400344848633,24.82548713684082,26.555805206298828,0.006285714451223612,0.029571428894996643,1.2368571758270264,147.27869209068984,64.96377249106722,-35.227846693003066,0.15064576709380478,434,1,0.03479258396552224,0.11432486205171334
206:10:75,10,75,436,29,29,24.134401321411133,24.912357330322266,26.55380630493164,24.134401321411133,24.912357330322266,26.55380630493164,0.0037142857909202576,0.02742857113480568,1.4854285717010498,147.4419206729615,64.87457718148717,-35.1966101398254,0.18284985276506022,435,1,0.04212087407754307,0.1876478950004378
206:10:75,10,75,437,27,27,24.084848403930664,24.912357330322266,26.576805114746094,24.084848403930664,24.912357330322266,26.576805114746094,0.006571428384631872,0.03200000151991844,1.4771428108215332,147.45071098327335,64.85453287178737,-35.197480689140946,0.18289710356081879,436,1,0.03697825643140858,0.158024931558107
206:10:75,10,75,438,27,27,24.111848831176758,24.828357696533203,26.523805618286133,24.111848831176758,24.828357696533203,26.523805618286133,0.004571428522467613,0.028285713866353035,1.3380000591278076,147.21334726314535,64.93695803795802,-35.20861866831833,0.12641815631316136,437,1,0.04570378604368108,0.41872151822422965
206:10:75,10,75,439,33,33,24.052404403686523,24.781356811523438,26.570354461669922,24.052404403686523,24.781356811523438,26.570354461669922,0.0057142856530845165,0.029999999329447746,0.8234285712242126,147.17480555705328,64.9115421211398,-35.15896505436044,0.14837883957409953,438,1,0.10804228199313143,0.4235886301910559
206:10:75,10,75,440,30,30,24.009653091430664,24.65860366821289,26.62435531616211,24.009653091430664,24.65860366821289,26.62435531616211,0.011428571306169033,0.027714285999536514,0.7497143149375916,146.95583366928608,64.9655962554525,-35.22572652640449,0.09867755940942878,439,1,0.06964105368761651,0.32083683996176326
206:10:75,10,75,441,25,25,24.014848709106445,24.637357711791992,26.390356063842773,24.014848709106445,24.637357711791992,26.390356063842773,0.003142857225611806,0.03200000151991844,0.12428571283817291,146.82794288137933,65.00321304832784,-35.38205748765366,0.12586148927536273,440,1,0.14916155594588143,0.3353272479714644
206:10:75,10,75,442,25,25,24.00665283203125,24.674612045288086,26.523096084594727,24.00665283203125,24.674612045288086,26.523096084594727,0.004571428522467613,0.03257142752408981,0.08085714280605316,147.29012913587854,64.7628248300838,-35.228897746201866,0.13810250057964127,441,1,0.044638902902261836,0.23614143782394958
206:10:75,10,75,443,24,24,23.95465087890625,24.42200469970703,25.782611846923828,23.95465087890625,24.42200469970703,25.782611846923828,0.004285714123398066,0.02971428632736206,0.37142857909202576,146.394911291863,65.13619561758992,-35.470772346781835,0.13223671081869529,442,1,0.1682091712348228,0.7940106644041158
206:10:75,10,75,444,24,24,23.974401473999023,24.738357543945312,26.235610961914062,23.974401473999023,24.738357543945312,26.235610961914062,0.011428571306169033,0.03385714441537857,0.592285692691803,146.80487422352815,64.90596985648828,-35.19361509615401,0.16554560824049055,443,1,0.11959870725679464,0.614689489887161
206:10:75,10,75,445,29,29,23.960399627685547,24.64935874938965,26.42035675048828,23.960399627685547,24.64935874938965,26.42035675048828,0.004285714123398066,0.03285714238882065,0.347428560256958,146.81735722629926,64.86556473762089,-35.17672201837368,0.14481465747561265,444,1,0.14508028442516974,0.6254193231612959
206:10:75,10,75,446,25,25,23.89484977722168,24.493356704711914,26.359092712402344,23.89484977722168,24.493356704711914,26.359092712402344,0.011428571306169033,0.02685714326798916,0.08085714280605316,146.5986022303297,64.92377012649457,-35.19418983389909,0.14061817438278124,445,1,0.15837545449014379,0.24849176137364626
206:10:75,10,75,447,24,24,23.8636531829834,24.36823272705078,26.277050018310547,23.8636531829834,24.36823272705078,26.277050018310547,0.012285714037716389,0.026000000536441803,0.060857143253088,146.49547924546556,64.90548162554434,-35.22687467046037,0.1359233661057956,446,1,0.1094084624294363,0.25604644721847364
206:10:75,10,75,448,27,27,23.843097686767578,24.489356994628906,26.32009506225586,23.843097686767578,24.489356994628906,26.32009506225586,0.00685714278370142,0.02742857113480568,0.07999999821186066,146.64879719210148,64.7644075608345,-35.12795634916351,0.1670792175706895,447,1,0.13331314593349664,0.3382185504941607
206:10:76,10,76,0,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,1,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,2,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,3,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,4,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,5,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,6,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,7,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,8,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,9,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,10,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,11,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,12,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,13,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,14,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,15,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,16,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,17,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,18,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,19,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,20,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,21,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,22,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,23,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,24,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,25,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,26,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,27,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,28,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,29,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,30,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,31,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,32,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,33,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,34,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,35,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,36,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,37,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,38,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,39,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,40,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,41,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,42,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,43,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,44,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,45,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,46,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,47,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,48,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,49,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,50,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,51,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,52,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,53,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,54,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,55,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,56,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,57,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,58,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,59,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,60,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,61,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,62,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,63,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,64,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,65,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,66,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,67,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,68,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,69,1,0,55.29593276977539,55.29593276977539,55.29593276977539,,,,,,,-26.37720898726297,58.415336490006524,-27.885943276240848,-0.04322087129660024,,,,
206:10:76,10,76,70,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,71,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,72,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,73,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,74,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,75,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,76,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,77,1,0,54.16493606567383,54.16493606567383,54.16493606567383,,,,,,,-16.53348613989282,58.39377634670575,-27.8910849814145,-0.007475673846756625,69,8,0.0420594347557242,0.0420594347557242
206:10:76,10,76,78,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,79,1,0,53.834938049316406,53.834938049316406,53.834938049316406,,,,,,,-13.720994854104237,58.436616464676945,-27.82703185723482,0.017209839374671465,77,2,0.08091633325830248,0.08091633325830248
206:10:76,10,76,80,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,81,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,82,1,0,53.292213439941406,53.292213439941406,53.292213439941406,,,,,,,-10.192004378639803,58.33182292430233,-28.016782324395653,-0.0013977962368932895,79,3,0.21756187624455822,0.21756187624455822
206:10:76,10,76,83,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,84,1,0,55.44314956665039,55.44314956665039,55.44314956665039,,,,,,,-6.67636267328548,60.92944731767903,-28.718220545869613,1.1213424404910457,82,2,2.91551259760237,2.91551259760237
206:10:76,10,76,85,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,86,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,87,2,0,54.18956756591797,54.53956604003906,54.88956069946289,,,,,,,-2.989366645531077,60.74294676940791,-28.53578870951229,1.011525260828265,84,3,0.4182268118912342,0.6306326859046889
206:10:76,10,76,88,2,0,54.48880386352539,54.51280212402344,54.536800384521484,,,,,,,-2.656678893548421,60.49472744620327,-29.290302525058834,1.097362739709899,87,1,0.7115587515410275,0.9399652641727323
206:10:76,10,76,89,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,90,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,91,3,0,51.36837387084961,52.918067932128906,52.941078186035156,,,,,,,1.0658447200960424,59.510508262736494,-28.1957102165938,0.6192450656917329,88,3,1.0707169845701539,2.5333930807040717
206:10:76,10,76,92,2,0,52.547080993652344,52.556575775146484,52.566070556640625,,,,,,,1.9369267893593822,59.73027283510611,-28.536373106624673,0.9701446568268683,91,1,0.36256105647576276,1.5827294672977985
206:10:76,10,76,93,1,0,53.39907455444336,53.39907455444336,53.39907455444336,,,,,,,2.464245944460129,60.35695681190936,-29.533151061911088,1.0921624054677141,92,1,1.1932930457873392,1.2450454127357906
206:10:76,10,76,94,1,0,52.42180633544922,52.42180633544922,52.42180633544922,,,,,,,4.550223205133705,60.30346448975679,-28.267479032881734,0.8502477054897927,93,1,1.2896936983880951,1.2896936983880951
206:10:76,10,76,95,1,0,52.14680862426758,52.14680862426758,52.14680862426758,,,,,,,5.60490385498742,60.318390118966484,-28.174495530111514,0.8210014380181483,94,1,0.09861059961154157,0.09861059961154157
206:10:76,10,76,96,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,97,1,0,51.65380859375,51.65380859375,51.65380859375,,,,,,,7.362703174692835,60.323017751037725,-28.170031867396165,0.8168857959848215,95,2,0.00763398799905118,0.00763398799905118
206:10:76,10,76,98,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,99,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,100,1,1,49.15664291381836,49.15664291381836,49.15664291381836,49.15664291381836,49.15664291381836,49.15664291381836,0.24314285814762115,0.24314285814762115,0.24314285814762115,9.140809660224996,58.44041457857695,-27.917925126262226,0.005147676563258763,97,3,2.0655922367221002,2.0655922367221002
206:10:76,10,76,101,1,1,48.8426399230957,48.8426399230957,48.8426399230957,48.8426399230957,48.8426399230957,48.8426399230957,0.20800000429153442,0.20800000429153442,0.20800000429153442,9.843943360202971,58.3508286366683,-27.983576803138288,-0.06922953480058869,100,1,0.13367031545770225,0.13367031545770225
206:10:76,10,76,102,3,0,51.38357162475586,51.49356460571289,51.52656555175781,,,,,,,10.898307053079114,60.931521357328144,-29.347910026463563,1.0477972315107011,101,1,3.142938879666,3.1771228978507615
206:10:76,10,76,103,4,4,49.827571868896484,49.87406921386719,49.95456314086914,49.827571868896484,49.87406921386719,49.95456314086914,0.014571428298950195,0.015857143327593803,0.020285714417696,11.777875462203614,59.910381419641844,-28.51887053838997,0.928497252966079,102,1,1.3921257645701612,1.3933631987932171
206:10:76,10,76,104,1,1,49.81356430053711,49.81356430053711,49.81356430053711,49.81356430053711,49.81356430053711,49.81356430053711,0.017428571358323097,0.017428571358323097,0.017428571358323097,13.007979549382691,60.40638420925916,-28.15357841236225,0.7970685822894864,103,1,0.6346209422557167,1.0352031732454379
206:10:76,10,76,105,1,0,50.351802825927734,50.351802825927734,50.351802825927734,,,,,,,12.987668337587923,60.87729798020275,-28.96092590810245,1.0489575004269307,104,1,0.9679967900890655,0.9679967900890655
206:10:76,10,76,106,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,107,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,108,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,109,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,110,1,1,48.18756866455078,48.18756866455078,48.18756866455078,48.18756866455078,48.18756866455078,48.18756866455078,0.01514285709708929,0.01514285709708929,0.01514285709708929,14.76583807247836,60.51223175313457,-28.309887996670483,0.678665182381083,105,5,0.8332107254898116,0.8332107254898116
206:10:76,10,76,111,2,2,47.6388053894043,47.71418762207031,47.78956604003906,47.6388053894043,47.71418762207031,47.78956604003906,0.017142856493592262,0.030142858624458313,0.043142858892679214,15.107205675866178,60.40331511861006,-28.16065374285722,0.7564769451707056,110,1,0.24191378112126738,0.33142578230629466
206:10:76,10,76,112,1,1,47.313804626464844,47.313804626464844,47.313804626464844,47.313804626464844,47.313804626464844,47.313804626464844,0.01514285709708929,0.01514285709708929,0.01514285709708929,15.448517834619189,60.359219295128135,-28.056618247215688,0.8295799206021075,111,1,0.19595550406055445,0.2761468300609333
206:10:76,10,76,113,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,114,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,115,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,116,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,117,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,118,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,119,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,120,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,121,1,1,44.28081130981445,44.28081130981445,44.28081130981445,44.28081130981445,44.28081130981445,44.28081130981445,0.014285714365541935,0.014285714365541935,0.014285714365541935,17.55778960961964,60.00618961330275,-28.452441543463205,0.9514019337660018,112,9,0.544193569415594,0.544193569415594
206:10:76,10,76,122,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,123,1,1,43.71256637573242,43.71256637573242,43.71256637573242,43.71256637573242,43.71256637573242,43.71256637573242,0.017714286223053932,0.017714286223053932,0.017714286223053932,18.98473920902732,60.37262867975868,-28.057837673499602,0.7979292409904779,121,2,0.5599497040298463,0.5599497040298463
206:10:76,10,76,124,2,2,43.5388069152832,44.2679443359375,44.99707794189453,43.5388069152832,44.2679443359375,44.99707794189453,0.018285714089870453,0.020999999716877937,0.023714285343885422,18.076920625314617,60.63013141634395,-29.36903091376622,1.1638528115700084,123,1,1.42679301611513,2.4604279672046974
206:10:76,10,76,125,3,3,42.69981002807617,42.736568450927734,44.67207717895508,42.69981002807617,42.736568450927734,44.67207717895508,0.01485714316368103,0.022285714745521545,0.026571428403258324,17.798233474408345,59.91620681854605,-29.530237931248248,0.9175903098817514,124,1,1.1935777126431777,1.4313671260674226
206:10:76,10,76,126,0,0,,,,,,,,,,,,,,,,,
206:10:76,10,76,127,2,2,42.00080490112305,42.02880859375,42.05680847167969,42.00080490112305,42.02880859375,42.05680847167969,0.019999999552965164,0.020999999716877937,0.02199999988079071,19.139853240334748,59.61733953129743,-28.760803867774904,0.9397943988819002,125,2,0.4062995210335534,1.9821195684706296
206:10:76,10,76,128,4,4,41.72256851196289,43.02880859375,43.3878059387207,41.72256851196289,43.02880859375,43.3878059387207,0.015428571030497551,0.016285713762044907,0.01971428655087948,19.76555154571215,60.695585931910024,-29.11013993842068,0.9491628484147132,127,1,1.388816675615218,1.6876489462127042
206:10:76,10,76,129,5,5,42.244808197021484,42.55380630493164,43.09156799316406,42.244808197021484,42.55380630493164,43.09156799316406,0.0028571428265422583,0.016285713762044907,0.017142856493592262,19.744504908152688,60.71681533589384,-29.382302197357017,1.0155127788101255,128,1,0.47683679803130236,0.8557226594133649
206:10:76,10,76,130,7,7,41.37757110595703,42.027809143066406,42.981075286865234,41.37757110595703,42.027809143066406,42.981075286865234,0.00342857139185071,0.014000000432133675,0.02142857201397419,20.322619778308695,60.581767087228386,-29.075138431685826,0.9860942890480283,129,1,0.7968497413193663,1.0133188826690536
206:10:76,10,76,131,5,5,41.120574951171875,41.81581115722656,41.8568115234375,41.120574951171875,41.81581115722656,41.8568115234375,0.016285713762044907,0.018285714089870453,0.022857142612338066,20.723350085251525,60.631583115851825,-29.02165931303485,1.008682524339142,130,1,0.1697351237323922,0.7803745560516895
206:10:76,10,76,132,3,3,40.76156997680664,41.48980712890625,42.01180648803711,40.76156997680664,41.48980712890625,42.01180648803711,0.012285714037716389,0.018571428954601288,0.0231428574770689,21.42821891138179,60.82061136214722,-28.802880712158412,0.9486990743017779,131,1,0.2837570934944332,0.6893591165761865
206:10:76,10,76,133,5,5,38.80815505981445,41.0658073425293,41.45680618286133,38.80815505981445,41.0658073425293,41.45680618286133,0.01657142862677574,0.017999999225139618,0.020571429282426834,21.49250687852065,60.33502078191937,-28.74086532524176,0.8484381150500045,132,1,0.3190518670006713,1.4577739412675585
206:10:76,10,76,134,7,7,40.058570861816406,40.65081024169922,40.98080825805664,40.058570861816406,40.65081024169922,40.98080825805664,0.01342857163399458,0.018571428954601288,0.0560000017285347,21.47752518430979,60.49539088442724,-29.107787334684627,0.957942950131063,133,1,0.2805337702182511,1.411412735619545
206:10:76,10,76,135,5,5,39.7205696105957,40.43880844116211,41.27756881713867,39.7205696105957,40.43880844116211,41.27756881713867,0.0025714286603033543,0.02142857201397419,0.03028571419417858,22.34587345457199,60.850010824024636,-28.869712964830132,0.9434594231418831,134,1,0.2797565927675868,0.8871681388855858
206:10:76,10,76,136,10,10,38.94557189941406,39.321067810058594,40.9975700378418,38.94557189941406,39.321067810058594,40.9975700378418,0.0051428573206067085,0.01842857152223587,0.03285714238882065,22.42811707858647,60.1580686233253,-28.66159320958865,0.761224438188518,135,1,0.6353216316145802,1.141719271861317
206:10:76,10,76,137,6,6,37.60737228393555,39.42332458496094,40.066078186035156,37.60737228393555,39.42332458496094,40.066078186035156,0.014285714365541935,0.024571429938077927,0.051428571343421936,22.840280571648556,60.34325451606426,-28.624400685974507,0.8133615529986903,136,1,0.8568007311682646,1.379726294654902
206:10:76,10,76,138,4,4,37.04537582397461,38.355079650878906,38.4710807800293,37.04537582397461,38.355079650878906,38.4710807800293,0.012000000104308128,0.022285714745521545,0.027142856270074844,22.592358857701193,59.40772584486675,-28.51443327382679,0.7793667937875002,137,1,0.8554637013808537,1.3561561984281938
206:10:76,10,76,139,8,8,36.747371673583984,39.071807861328125,39.95707702636719,36.747371673583984,39.071807861328125,39.95707702636719,0.012000000104308128,0.017999999225139618,0.041999999433755875,22.988433370407645,60.530209574464635,-28.95378711766814,0.8373608389109655,138,1,1.02671766764231,1.8450752702138469
206:10:76,10,76,140,8,8,37.70130157470703,37.99980163574219,38.29108428955078,37.70130157470703,37.99980163574219,38.29108428955078,0.008857143111526966,0.023571427911520004,0.03771428391337395,23.477816358913728,60.05247137701546,-28.503700730350847,0.8278390147732159,139,1,0.982178353444074,1.5684378425888512
206:10:76,10,76,141,8,8,37.53508377075195,38.51947784423828,38.81047821044922,37.53508377075195,38.51947784423828,38.81047821044922,0.015714285895228386,0.022428572177886963,0.05999999865889549,23.12442509481227,60.512569562933564,-29.154945397976192,0.9686765846411874,140,1,0.706021922279571,1.0859937776105406
206:10:76,10,76,142,12,12,37.09230422973633,37.28539276123047,37.70747756958008,37.09230422973633,37.28539276123047,37.70747756958008,0.0037142857909202576,0.01614285632967949,0.03028571419417858,23.60071091144761,59.968326585589296,-28.659228020244317,0.8202347241368438,141,1,0.6948890418937483,1.0696924640588648
206:10:76,10,76,143,13,13,35.19337463378906,36.91947937011719,37.318302154541016,35.19337463378906,36.91947937011719,37.318302154541016,0.00800000037997961,0.02800000086426735,0.1468571424484253,23.975138978540954,59.865001923652386,-28.472517275624206,0.6847098156652934,142,1,0.13568952464992542,1.0400616467533887
206:10:76,10,76,144,7,7,36.46548080444336,36.86748123168945,37.02230453491211,36.46548080444336,36.86748123168945,37.02230453491211,0.011428571306169033,0.017428571358323097,0.03999999910593033,24.423738984198913,60.128100007666305,-28.471381367166977,0.8575565036443825,143,1,0.2003756333515605,1.1715722000137374
206:10:76,10,76,145,6,6,36.066078186035156,37.35047912597656,38.17999267578125,36.066078186035156,37.35047912597656,38.17999267578125,0.014000000432133675,0.015714285895228386,0.05771428719162941,23.85924109676033,60.5076793762989,-29.222380142143994,0.9504915387316158,144,1,0.6798970375297735,1.8780212003159116
206:10:76,10,76,146,12,12,34.401573181152344,36.17780303955078,37.891998291015625,34.401573181152344,36.17780303955078,37.891998291015625,0.010857142508029938,0.018857143819332123,0.07999999821186066,24.140375399403162,60.00020377737641,-28.930536441570638,0.9047971087109404,145,1,0.7625585274805905,1.3510149360988724
206:10:76,10,76,147,9,9,34.081153869628906,35.33164596557617,37.35430145263672,34.081153869628906,35.33164596557617,37.35430145263672,0.01514285709708929,0.01971428655087948,1.1619999408721924,24.854569704788144,59.543786577280315,-28.402132047369605,0.42371083195207565,146,1,0.7924029790686491,1.318183563693734
