world,source_sequence,world_identity,historical_combination,historical_shape_family,geometry_parent,length_local_m,width_local_m,height_local_m,primitives,continuous_deformation,vertical_exponent_min,vertical_exponent_max,horizontal_exponent_min,horizontal_exponent_max,yaw_rad,intensity_quantile,material_roughness,support_frame,support_semantic,support_plane_rmse_m,contact_residual_m,local_z_support_angle_deg,historical_reference_frame,historical_reference_points,stored_frames,source_binding_verified,historical_eligible_frames,historical_one_to_four_frames,compared_files,verified_frames,eligible_frames,one_to_four_frames,anomaly_points,main_v3_equal,surface_level_abs_max,background_interior_points,historical_collision_unresolved,eligible_segments
train/elongated_low_smooth_8,206,fc090edd8cfe73f5759cfb2e45c8d634340b62d11a17007f0bf29705ee3adc23,elongated/low/smooth,single,train/2189,1.3955166218540227,0.13671970023437335,0.1445885363151328,1,False,0.4690072859076166,0.4690072859076166,0.3214277024066814,0.3214277024066814,1.8054810904750012,0.6098240718145701,0.39619568048787895,65,40,0.009473822561802679,1.5791576102319738e-09,0.0,65,8,449,True,128,89,449,449,128,89,3001,True,1.685787847720787e-06,0,0,3
train/elongated_low_sparse_1,206,2b50b17c4f806f0a16418003bb246747cfa84bf4fcc6a33d56d8b862cab4b9d2,elongated/low/sparse,single,train/22054,2.5713023211612707,0.28594532265917666,0.14309615440519147,1,False,0.8048070943145313,0.8048070943145313,1.1175992296699788,1.1175992296699788,3.8372318690268683,0.6165920253510496,0.2381892856269759,231,40,0.008837731177305193,1.9572252152322282e-09,0.0,399,7,449,True,210,16,449,449,210,16,10313,True,9.305585054765514e-07,0,0,19
train/elongated_low_sparse_2,206,64ec161076371321ca467f6a30b09a19848450151f06624131d98399521ad572,elongated/low/sparse,single,train/2188,1.5536576110920222,0.12762041317455916,0.13178102466954794,1,False,1.4832323835095427,1.4832323835095427,0.8517457810281726,0.8517457810281726,0.1915074899240259,0.34174320086777227,0.3764905656363322,7,40,0.006493689303464728,6.512574979300469e-09,0.0,7,8,449,True,137,34,449,449,137,34,3317,True,1.7003226956049735e-06,0,0,22
train/elongated_low_sparse_3,206,660c44a30d5dec68d6db090d61487b91d46f279a2a6bac8a7a4f066dd845fa80,elongated/low/sparse,single,train/22079,2.5595054472297116,0.29903033975421406,0.1608526422463854,1,False,1.5115489268545221,1.5115489268545221,1.5054080441728572,1.5054080441728572,3.7588436247096704,0.0778466761360622,0.26577693177402706,108,40,0.036717515184321946,4.24583077029972e-09,0.0,232,5,449,True,200,14,449,449,200,14,15343,True,1.9727917291198754e-06,0,0,25
train/elongated_low_sparse_4,206,8bab9a35cc2c0a386e4bea79aeb1da80917e4426a1a089252017623c0aa1fcf4,elongated/low/sparse,single,train/22070,2.5306974357076486,0.20937532840111361,0.19163688829053616,1,False,0.8760733924255053,0.8760733924255053,1.798159320690489,1.798159320690489,1.1668697162206132,0.7300050149554245,0.29994189711268293,381,40,0.006949157264686144,-3.16847273418297e-09,0.0,220,5,449,True,176,16,449,449,176,16,7068,True,3.1783408323975054e-06,0,0,14
train/elongated_low_sparse_5,206,90a403e131552acb0ebbec881c54f0181cc9ba7a9693c163d203d557c8e8e96f,elongated/low/sparse,single,train/32050,2.448172479866734,0.2649670823367312,0.14658857795551059,1,False,0.33328088066998196,0.33328088066998196,1.2868522603152335,1.2868522603152335,1.309934639304171,0.36596235054268333,0.2718694982366751,382,40,0.02871713672192857,-1.0137154740630372e-08,0.0,231,6,449,True,159,2,449,449,159,2,8110,True,1.5401458183760194e-06,0,0,16
train/elongated_low_sparse_6,206,912653205f54fce4dc756c7d9d65c30acd0e83720766d4f295d6b81473eded83,elongated/low/sparse,single,train/12077,1.7995152935733625,0.1427803868052645,0.1420783183753315,1,False,1.5582257866333473,1.5582257866333473,1.5598408691914012,1.5598408691914012,0.8155484790337693,0.7418867477390728,0.3821140120756776,34,40,0.007112522414074268,-5.379943254779641e-09,0.0,235,5,449,True,155,26,449,449,155,26,3719,True,3.2131489810476332e-06,0,0,25
train/elongated_low_sparse_7,206,9a03e58c5ba104ba1244b224e0140dadc793a0b161ddfc3f6ad43e7fc91fb234,elongated/low/sparse,single,train/22064,2.447019992011921,0.21035182304936545,0.13057982709742832,1,False,0.7686283999215404,0.7686283999215404,1.498359098180044,1.498359098180044,0.6836176714371508,0.165343806923674,0.3510594399165804,265,40,0.019806948230336123,-2.124628611932522e-09,0.0,129,6,449,True,244,14,449,449,244,14,11513,True,1.1103076835969528e-06,0,0,20
train/elongated_low_sparse_8,206,a50510b6f4061c8f4db6c5f10006dd2d5227fcdc89b42e21f3b970ff10bbb2ae,elongated/low/sparse,single,train/22081,2.3927454956822514,0.21755833456063361,0.12918676504845242,1,False,1.566450492997642,1.566450492997642,0.8665583363359672,0.8665583363359672,4.244636050581402,0.49591572039469256,0.47190386528153133,54,40,0.013688918626354143,-5.696231680785147e-10,0.0,239,8,449,True,193,14,449,449,193,14,9038,True,1.6037056942130632e-06,0,0,25
train/elongated_raised_rough_1,206,2e61369bbbf943dd338e9f00da6c1c528d5584306ff352afd8be7c92d9c62ae8,elongated/raised/rough,single,train/2235,1.8570088641122633,0.10254357229282356,0.2625360733362849,1,False,0.46061363364728475,0.46061363364728475,1.158692259638323,1.158692259638323,1.399455389488173,0.28594877722584766,0.15443645389290778,109,40,0.008778238476660937,-5.400079550188509e-10,0.0,109,7,449,True,39,36,449,449,39,36,2153,True,5.542075439844601e-07,0,0,1
train/elongated_raised_rough_2,206,4218e3643b609de4565ed49b67993898a21d3820e01228a1674311124c90e385,elongated/raised/rough,single,train/2253,1.9960335217512128,0.10117250955327699,0.33809433468145556,1,False,1.7577163705611478,1.7577163705611478,0.34215054282626745,0.34215054282626745,1.2534610657536485,0.2672686271603689,0.10899698810015435,16,40,0.007704024147859926,-8.462483408466781e-09,0.0,16,8,449,True,102,2,449,449,102,2,12265,True,4.974251503828987e-07,623,0,1
train/elongated_raised_rough_3,206,460e2be0422d00edd80c16098545f04e85487a2e1815d33374183df9fc4a2183,elongated/raised/rough,single,train/2222,1.4489832710808053,0.10609466235431647,0.36898335165962304,1,False,0.8020453095429687,0.8020453095429687,1.337301629301871,1.337301629301871,1.3177172097144005,0.19092489260388307,0.19809711125600604,33,40,0.010180835607696613,3.671984910580406e-09,0.0,33,8,449,True,94,1,449,449,94,1,1907,True,5.536275337934988e-07,0,0,1
train/elongated_raised_rough_4,206,47673eb768386856b20f6a0dfe62f32fd6569930ea5948bc2fd1fe6f3ddfee9b,elongated/raised/rough,single,train/2238,1.4484842737006094,0.1721335084956312,0.36667840279039343,1,False,0.9849902153324035,0.9849902153324035,1.0958086392189024,1.0958086392189024,1.375188323992412,0.39822299292576024,0.17669340469536338,200,40,0.011508009203412,4.998040675774362e-09,0.0,200,8,449,True,56,22,449,449,56,22,2354,True,1.1978850755436492e-06,0,0,3
train/elongated_raised_rough_5,206,aace2e6c99d1f32afad9ef8d56cf011bad1eda964420f7f7a54a44304147ae4c,elongated/raised/rough,single,train/2226,2.045691638027759,0.13712961895114928,0.35328264618149846,1,False,0.9547515485303273,0.9547515485303273,1.744447283864219,1.744447283864219,2.1284259321738324,0.7508734734673591,0.32275651869718375,62,40,0.02939156020805654,-5.513728418282683e-09,0.0,62,8,449,True,128,89,449,449,128,89,7262,True,1.0283529316877478e-06,0,0,2
train/elongated_raised_rough_6,206,cbac48e05e9088008df7b9b10cf90743a39b6e43160822ce6410c8b5ac3ccfe3,elongated/raised/rough,single,train/12819,1.5261702058715025,0.0786023426260314,0.316735755331502,1,False,1.0402938096123977,1.0402938096123977,1.4837762452145462,1.4837762452145462,-2.94329374722496,0.8690966557162008,0.17055565037855996,283,40,0.009208942719371789,-5.960620691469742e-09,0.0,87,5,449,True,312,26,449,449,312,26,12400,True,1.5881797249300073e-06,0,0,3
train/elongated_raised_rough_7,206,e21c315aa30060b8100201269f99c980c1462726b6d11bb89254ff5d9ee9fa38,elongated/raised/rough,single,train/2257,1.7154383868670764,0.1056120675177782,0.30950668806300685,1,False,0.734119670562338,0.734119670562338,1.126633261441894,1.126633261441894,-2.9654742717396143,0.176865593055349,0.17444386864163058,137,40,0.028570464577429955,1.5703383871024101e-09,0.0,137,8,449,True,228,8,449,449,228,8,9382,True,2.8637056846223165e-06,0,0,6
train/elongated_raised_rough_8,206,e75a4b7e0393df6b3a774d1947b0184f016168d9d2925114d57165f7042908bf,elongated/raised/rough,single,train/2263,1.31255439015466,0.0691585906152509,0.26106517206313606,1,False,1.2946030720780832,1.2946030720780832,1.3543332177441836,1.3543332177441836,-1.0496318999465792,0.6129893808306409,0.2963419079451668,265,40,0.028214511482186597,-9.812753110072239e-10,0.0,265,8,449,True,98,131,449,449,98,131,11213,True,5.72759168342383e-07,0,0,3
train/elongated_raised_smooth_1,206,040644411b8dff320c2b249e579703aeb7d63e19fc77e5291a2c12d57381174f,elongated/raised/smooth,single,train/2228,2.1576450371682445,0.09715076458382588,0.30942928139843007,1,False,1.7884170739069434,1.7884170739069434,0.9836819838193109,0.9836819838193109,-0.1274725634931002,0.35835159989599574,0.08136202486468519,19,40,0.00825185828740546,-5.222046711717e-09,0.0,19,7,449,True,63,3,449,449,63,3,3429,True,3.317251950847741e-07,0,0,3
train/elongated_raised_smooth_2,206,0f49117cd4edeb351b29e2f6de2a586ff6c11cdaf0032f9158754489c23c8b5b,elongated/raised/smooth,single,train/2231,1.4493989570008805,0.07879128977992644,0.3066527776757656,1,False,1.7155103654386608,1.7155103654386608,1.794913792791425,1.794913792791425,1.1783686721449005,0.4145029116663927,0.1384934272168572,32,40,0.008210736748804398,5.397971541976077e-09,0.0,32,7,449,True,196,49,449,449,196,49,8056,True,3.309846640362235e-06,0,0,14
train/elongated_raised_smooth_3,206,94d60869a957f1e547d380c2324150621b80c899e653effb50b8926266335c7a,elongated/raised/smooth,single,train/2244,1.4473894190328631,0.15900973831293666,0.2983180194292053,1,False,0.6043913450001058,0.6043913450001058,1.4565495398921056,1.4565495398921056,-2.5244091674387943,0.1743787430731023,0.04628618513703969,16,40,0.007765863100387512,-6.24034879326274e-10,0.0,16,8,449,True,94,1,449,449,94,1,7852,True,5.322901432214101e-07,0,0,2
train/elongated_raised_smooth_4,206,a3d57fd4561a7603cd45fd8005d105094005d86e1c849144f44c55625a35c837,elongated/raised/smooth,single,train/12824,1.4535475451827804,0.11063283547556865,0.2838883501332629,1,False,1.074917862855734,1.074917862855734,1.6264102678325112,1.6264102678325112,2.210649944680892,0.867278693368428,0.3162563792663307,296,40,0.007181435406403618,4.620394622456558e-09,0.0,105,7,449,True,155,151,449,449,155,151,3901,True,3.009421509191993e-07,0,0,11
train/elongated_raised_smooth_5,206,ce2f6a8478ffc242d7f37a5ef4670ff072f11411b06a0ad0477882460732f91b,elongated/raised/smooth,single,train/2239,1.7450907778432412,0.07754906156347849,0.29430029057824403,1,False,0.6211289419468898,0.6211289419468898,1.7414201524184008,1.7414201524184008,2.1360191997287634,0.4775775381808012,0.013201689975020303,130,40,0.008831843761873955,7.168537569102185e-09,0.0,130,8,449,True,43,58,449,449,43,58,2061,True,4.96689776082948e-07,0,0,5
train/elongated_raised_smooth_6,206,d1e4788c6e7e072020b91dce91886bfbfd2ccc0f0502a42a55580b951a046483,elongated/raised/smooth,single,train/22847,3.0272976382719303,0.18436928105159797,0.5466351419367258,1,False,0.4277536949891074,0.4277536949891074,1.057635429324914,1.057635429324914,3.4874498372404465,0.06747409194266125,0.4602237763110936,27,40,0.030413918057762772,-4.2453891513360994e-09,0.0,232,5,449,True,240,0,449,449,240,0,64977,True,3.3319688711181906e-06,0,0,1
train/elongated_raised_smooth_7,206,f37721b08bd05966bb1869b403269c001bb1e0a6cbcdac9eba4bf30e54b6762c,elongated/raised/smooth,single,train/2237,1.3668953144915736,0.09249322731574704,0.31474029924705543,1,False,1.2498109488851628,1.2498109488851628,0.8467485536772994,0.8467485536772994,2.4099089336132513,0.6813405540631948,0.4494595542505248,229,40,0.006908927640369446,-1.7915454120220886e-09,0.0,229,8,449,True,79,82,449,449,79,82,8297,True,6.846832100717899e-07,0,0,2
train/elongated_raised_smooth_8,206,f72481cd1ca52b11e6f260736a6456ef667a9cb352e7c8aab9bff2b3b45d48ff,elongated/raised/smooth,single,train/12832,1.9845816633252102,0.08573763853168788,0.3460863732794394,1,False,1.479535999817281,1.479535999817281,0.683854262240841,0.683854262240841,0.39920574884347104,0.5056309342705265,0.4704630213743809,439,40,0.005837235665342636,3.4314026065018766e-09,0.0,238,5,449,True,219,8,449,449,219,8,24933,True,3.36624149368701e-06,0,0,7
train/elongated_raised_sparse_1,206,21d6a9517dc8dd7fe8ac7cc98abe08d5d09c04909f3b3742ffa6879642b9064c,elongated/raised/sparse,single,train/22819,2.405490891361375,0.21373673909139063,0.5384113420019683,1,False,0.9771808252929155,0.9771808252929155,1.4716607826873866,1.4716607826873866,4.50112118555591,0.21386609383608457,0.16680130182677633,178,40,0.011831472220042653,-6.0396106449367445e-09,0.0,441,8,449,True,301,9,449,449,301,9,26933,True,1.6140767392941063e-06,0,0,4
train/elongated_raised_sparse_2,206,353c52c726d86d7671c3cea5fed5099e18a14619bcf030932ebdb18780bc2c79,elongated/raised/sparse,single,train/22816,2.6854020803749123,0.2097059663145854,0.48940149986899134,1,False,1.6762147066392084,1.6762147066392084,1.1294552690987785,1.1294552690987785,0.8594549781312922,0.413338812799927,0.034117890598167167,150,40,0.011305025703429627,9.508051179718535e-09,0.0,48,5,449,True,142,65,449,449,142,65,2339,True,1.5680677595873489e-06,0,0,16
train/elongated_raised_sparse_3,206,41bd3af3a69db8eeed5a79a991dae8ddecf88a6cebfa1f28ecc10227bd4fe40b,elongated/raised/sparse,single,train/22829,3.031046716000316,0.24861456064871623,0.5471070094258946,1,False,1.685295929172828,1.685295929172828,1.7048692405786678,1.7048692405786678,0.2187916265582628,0.651590952310698,0.27066005173660734,363,40,0.018637856202965503,-4.182082569137436e-09,0.0,160,6,449,True,292,1,449,449,292,1,38072,True,1.7473824955830555e-06,0,0,2
train/elongated_raised_sparse_4,206,ad3ae63716a7072f08b0480831bd5e53648c276afdd4fcfd784672914bdf1ef6,elongated/raised/sparse,single,train/12846,2.478673388465627,0.14933085583088895,0.3944748299406924,1,False,1.192893560975006,1.192893560975006,0.9714287953444134,0.9714287953444134,0.4926905433090094,0.8818751610207949,0.2351583312758544,73,40,0.010119818371327562,-1.7566818277803264e-09,0.0,170,5,449,True,111,65,449,449,111,65,1580,True,1.574623540300552e-06,0,0,10
train/elongated_raised_sparse_5,206,add86cdc10d8e922a4dcb876d5a3ba1ba57f87e3e155c96a04bd76786e483648,elongated/raised/sparse,single,train/22827,2.5435502562290275,0.16520908870044484,0.5684939991572027,1,False,0.7729382678895285,0.7729382678895285,1.1266253884089383,1.1266253884089383,1.0115913987336,0.19964840421250624,0.17278893043420335,350,40,0.005048375799551612,7.504381838163711e-09,0.0,142,6,449,True,317,2,449,449,317,2,59745,True,1.778027775296096e-06,0,0,2
train/elongated_raised_sparse_6,206,e7e33e4325635c9c08fdc157ce481236434e6341ff0198c665c2c1e1a6c372f3,elongated/raised/sparse,single,train/22825,2.31470954644691,0.24474021492631007,0.6257675814196351,1,False,0.9776836495505612,0.9776836495505612,0.6752175196638218,0.6752175196638218,4.379064346969704,0.7931243147475769,0.3565624847019652,230,40,0.009795056708132651,6.273059571793027e-09,0.0,437,6,449,True,395,11,449,449,395,11,34106,True,1.781190068570314e-06,0,0,7
train/elongated_raised_sparse_7,206,ec0b1b74d9ce4d57f5625c7e728881cf927ff2096bac8068d70cee4a72a707de,elongated/raised/sparse,bridge,train/51,1.725344789205625,0.4335990726885062,0.47597604365120744,3,False,0.43894401048746384,1.095854144643246,0.5572971908881155,0.7171188081963116,-2.1253871503043955,0.5420129633404996,0.359363752036872,44,48,0.02933997203520032,-3.241438251144757e-08,0.0,,0,449,True,237,2,449,449,237,2,24377,True,3.641380211046566e-06,0,0,2
train/elongated_raised_sparse_8,206,f30b7fb47a6f233e8e0d542dbb078f7e709081b1d49fe569be6d2afcbc64fe34,elongated/raised/sparse,single,train/22834,2.432660915583019,0.20298589252419283,0.5066919098808671,1,False,1.2399475947984844,1.2399475947984844,1.2197355148386655,1.2197355148386655,0.6142139689585032,0.37760750014819444,0.20476300958913718,393,48,0.043943728985952335,-6.981462630228919e-10,0.0,209,5,449,True,242,1,449,449,242,1,28175,True,3.810509170516066e-06,0,0,1
train/sheet_low_rough_1,206,626c202183f2c51de42a89cb7c361fb47b6acccaf2dafbe49cc7f92ac96e006f,sheet/low/rough,single,train/6,1.7874910676027027,1.1821319582324459,0.1302928755579205,1,False,0.4845249544406139,0.4845249544406139,1.0116351362726614,1.0116351362726614,-0.3173814201419032,0.8339090695749372,0.16702378456069988,293,40,0.01703607474207122,4.5470828907712155e-09,0.0,,0,449,True,218,23,449,449,218,23,21315,True,1.6027494038921764e-07,0,0,23
train/sheet_low_rough_2,206,64f0241b75fccc85776cd6093c3c845f92971607c81beef01e5439619fdb8b71,sheet/low/rough,single,train/13593,2.0078920486758367,1.105655181378743,0.15091549085178138,1,False,0.6367598764395362,0.6367598764395362,0.8810864209569684,0.8810864209569684,1.7868740366721312,0.5228493784326874,0.36814011675357744,442,40,0.006141221777083305,-7.414026878538316e-09,0.0,199,5,449,True,217,44,449,449,217,44,28833,True,3.531040855125345e-07,0,0,8
train/sheet_low_rough_3,206,7491f65b8be81abd2eb1c09d8d2c04acad7a63d369c5f678fb4e260ed23b2310,sheet/low/rough,single,train/2318,1.5860273910765494,0.8391412151049371,0.1453025249739042,1,False,1.2078800841193604,1.2078800841193604,1.5100906621279566,1.5100906621279566,-2.4990535310514046,0.09316832291092222,0.30691587861640907,89,40,0.005845216439438214,6.559805101891136e-09,0.0,89,8,449,True,117,4,449,449,117,4,10039,True,1.656549682221007e-07,0,0,1
train/sheet_low_rough_4,206,7a792582d776158a40b0b2448e7b4574714d1381ccf4da73e6b2e4532f796ec6,sheet/low/rough,single,train/2322,1.651299634597258,1.4778655066799942,0.10949462083634702,1,False,1.7215008758647667,1.7215008758647667,1.2084069014422745,1.2084069014422745,2.3637218399869537,0.4181969877510842,0.47142798240125144,16,40,0.008286596358253387,-6.721232841122582e-09,0.0,16,8,449,True,68,1,449,449,68,1,12693,True,1.4030107739917105e-07,14,0,3
train/sheet_low_rough_5,206,81c8396e6ab6f8d9f094fab4acac799ca64c165432d2c51ae38dd8c7f8d85286,sheet/low/rough,single,train/2327,1.8331452689899794,0.8577800404017758,0.12405731696314273,1,False,1.2561394542198274,1.2561394542198274,0.9592070410591043,0.9592070410591043,-3.0111265433012497,0.4161032399407924,0.437432738136288,85,40,0.00960936658879427,5.958550278184484e-09,0.0,85,8,449,True,64,26,449,449,64,26,1598,True,1.784393770353161e-07,0,0,5
train/sheet_low_rough_6,206,8c6456aefc1266abd55cd94f6b71a1959bc047477ca517957a38e2493306b4e0,sheet/low/rough,single,train/2308,2.556271330440155,1.0008943812606441,0.14515452871834372,1,False,0.8365545125646474,0.8365545125646474,0.7694501929659663,0.7694501929659663,0.9302323447473801,0.14068925899583457,0.4012759025472438,122,40,0.011576894975421612,-9.272984602404222e-10,0.0,122,8,449,True,59,64,449,449,59,64,4398,True,1.5548579103800153e-07,0,0,10
train/sheet_low_rough_7,206,b1d907227aba46108c56525c23a303adf859224e13b8a2276c946efebf626244,sheet/low/rough,single,train/2332,1.8962912611276983,0.9115712459641155,0.11350443965181883,1,False,0.6318491862365025,0.6318491862365025,0.7080233643851139,0.7080233643851139,-0.5915612449363397,0.598765139862686,0.22181624099680397,238,40,0.008678616241911416,-7.978919691620234e-09,0.0,238,8,449,True,137,86,449,449,137,86,22109,True,2.3320521335149526e-07,0,0,11
train/sheet_low_rough_8,206,ec6d2b4965cb921df3d3ea6dc771d085b0aebb2fce70421008f3823bf9f2e434,sheet/low/rough,single,train/2319,1.708074016030106,1.3395320007774953,0.14339995794978747,1,False,0.9407333079331097,0.9407333079331097,0.8699203095065826,0.8699203095065826,-0.7210383649907093,0.12570714367610078,0.39389076087354546,117,40,0.025189564587341003,-1.1880295497368465e-09,0.0,117,8,449,True,183,25,449,449,183,25,14141,True,3.5610556554401955e-07,0,0,15
train/sheet_low_smooth_1,206,0b316974fdd58a8270c89f61b78cf0f494b99a117b92315cf21a773d46fb9d8f,sheet/low/smooth,single,train/7,1.575175680970852,0.9624797014906655,0.1782142337175947,1,False,1.0532510482405053,1.0532510482405053,1.099370399595541,1.099370399595541,-1.543068709237287,0.8087668981252134,0.2502736463823471,429,40,0.005557109698370759,-6.018119474981987e-09,0.0,,0,449,True,173,25,449,449,173,25,8686,True,6.326169798134327e-07,0,0,11
train/sheet_low_smooth_2,206,1975462cc6d85beaff514a9c06e0428c73a664e1cfea7b0586fcccacd3bbb663,sheet/low/smooth,step,train/19,1.108174725479393,0.7231405713564636,0.10783990029117956,2,False,0.7066699250001853,1.052262735760941,0.6191576240296924,1.0024106228525418,1.1498975774889688,0.6612064393563196,0.4894692285137133,385,40,0.006417514884834492,-4.1458586494402824e-09,0.0,,0,449,True,191,41,449,449,191,41,10165,True,2.6857529078098063e-07,0,0,13
train/sheet_low_smooth_3,206,204c39f19054d9f8a2b9aee37afc370060a93780e60056a064e2104b181c6aa2,sheet/low/smooth,single,train/2294,2.1235738315976094,1.2073097567152138,0.11548097996823017,1,False,1.0154668119670962,1.0154668119670962,0.7763358762569772,0.7763358762569772,1.9090905332487234,0.8385055411512111,0.30400036614787634,49,40,0.009113996616642738,7.437063812010258e-09,0.0,49,8,449,True,145,17,449,449,145,17,33978,True,1.3776607654582015e-07,0,0,2
train/sheet_low_smooth_4,206,5f6056d56f7eaff223173d9eb8f1ab6dda65108f4d7c7cb34e7fe0e5e5bd19f5,sheet/low/smooth,single,train/2307,1.7108607634245996,0.8042576276868441,0.10500071203292484,1,False,0.5973101733501847,0.5973101733501847,0.8531334992441835,0.8531334992441835,-2.110586677976544,0.8389287846195281,0.07058478726454281,195,40,0.010756724047917585,1.755988431051403e-09,0.0,195,8,449,True,53,7,449,449,53,7,2587,True,1.610744746147213e-07,0,0,1
train/sheet_low_smooth_5,206,7ac76eee65917ab90fe718a3191c63b3f2e9b19d29ce8229f698c2518ae8ae03,sheet/low/smooth,single,,1.7711458554847292,1.1354141706550318,0.177500923652191,1,False,0.4156199035201749,0.4156199035201749,1.564176717561106,1.564176717561106,3.851773847484483,0.5157607066512145,0.25314430448715725,67,40,0.020265842904044377,-8.23605489363999e-09,0.0,,0,449,True,102,2,449,449,102,2,8042,True,1.570306857651751e-07,0,0,1
train/sheet_low_smooth_6,206,374daaea552bf9d6c317c70ca283fc7434b614ba3c4bce141693e8ba3fac6c66,sheet/low/smooth,single,train/2297,1.9383437555051093,0.8617599869429988,0.1170460703827839,1,False,0.9579484554473265,0.9579484554473265,1.4754119752244235,1.4754119752244235,-0.5478369455613499,0.8854879470986347,0.1356325282972134,17,40,0.00820082219908821,-7.927908961258279e-09,0.0,99,117,449,True,98,0,449,449,98,0,14369,True,1.3228962129317484e-07,279,0,2
train/sheet_low_smooth_7,206,c947a10d6fee1d9d5242d2817a9ddfc29f0f7267b9e52c1d7c6f7a4428b8b2d1,sheet/low/smooth,single,train/2306,2.172292953574997,0.9928376444733146,0.18310442104442134,1,False,0.37091683868320346,0.37091683868320346,0.7266232743186908,0.7266232743186908,1.6629941041740253,0.6937473868319843,0.15639293139572946,193,40,0.006645068308290264,-2.7957233889042143e-09,0.0,193,8,449,True,88,20,449,449,88,20,22819,True,1.7618779683301854e-07,0,0,5
train/sheet_low_smooth_8,206,ceb218296b888c919260a36fa0c128e8f6172e185b4ed5033ad81e94211cf06d,sheet/low/smooth,single,train/2333,1.6953772268244958,1.1610723642697898,0.1349473332225616,1,False,0.9155893287557135,0.9155893287557135,1.4810310920469623,1.4810310920469623,-2.3157247242403756,0.935689218749261,0.3952436154220098,203,40,0.004971607498421495,7.630080359199988e-09,0.0,203,8,449,True,53,10,449,449,53,10,2045,True,1.9267352416611946e-07,0,0,2
train/sheet_low_sparse_1,206,00c2036c25882effe48ec4089c5de1ef082481f1b8baf6f5d1fbb04dfe39b811,sheet/low/sparse,single,train/2300,2.1998732287824234,0.89881181130323,0.142189935096331,1,False,1.1215377679208065,1.1215377679208065,0.6115590613481,0.6115590613481,-2.175053172952902,0.8694304628113415,0.3206134969916742,22,40,0.007874247941407675,6.940103491892557e-10,0.0,22,8,449,True,210,14,449,449,210,14,34605,True,6.222471470888395e-07,0,0,19
train/sheet_low_sparse_2,206,2557b9e6fabc2eeaa11e63d5a8287232fdc99120ea4b2524286b06c069185ace,sheet/low/sparse,single,train/23588,1.6314190648551885,0.8347347867723612,0.1088082439841695,1,False,1.0847916583877795,1.0847916583877795,0.7424696873942749,0.7424696873942749,3.891314900658021,0.3663990128289055,0.18763340012624719,37,48,0.036884545752336406,6.90057677665834e-10,0.0,230,6,449,True,165,22,449,449,165,22,15075,True,4.868604713086096e-07,0,0,18
train/sheet_low_sparse_3,206,63104e5b2e436bd6146c8456338b4cb6e656f131b9e7dbd92edf499480a42ef9,sheet/low/sparse,single,train/2326,2.262701077353487,1.2752039089981546,0.1474324140991021,1,False,1.790135706119969,1.790135706119969,0.5424948595055827,0.5424948595055827,0.3910260843747362,0.15567713445467124,0.1390623381275593,107,40,0.009784766225930734,5.822259771526284e-09,0.0,107,8,449,True,200,6,449,449,200,6,42131,True,6.236323221220059e-07,0,0,22
train/sheet_low_sparse_4,206,9f40048d6b20898b6b7ef08a78de8e0dc4a7e21017501e6e108f30875d5e2857,sheet/low/sparse,single,,1.5734533226951957,1.0522861288367695,0.18622905809155807,1,False,0.8084014658566729,0.8084014658566729,0.6672135298838175,0.6672135298838175,3.813905993332842,0.42610785918059196,0.31415594846879186,84,40,0.03375878538324739,-4.907228470796277e-09,0.0,,0,449,True,226,9,449,449,226,9,29103,True,6.219899449136909e-07,0,0,14
train/sheet_low_sparse_5,206,ddc610ca73e047f72433204d9f0bfbd059aa49bc1577eba307f06d41442bad76,sheet/low/sparse,single,train/13592,2.484390505079331,0.9341651120577351,0.1558816311666674,1,False,1.3833805984751373,1.3833805984751373,1.5845595711582443,1.5845595711582443,0.9900036583673337,0.47371862473724496,0.21122633315201778,275,40,0.02309258805412292,7.455445524828797e-09,0.0,157,6,449,True,210,18,449,449,210,18,15086,True,3.362472435241714e-07,0,0,22
train/sheet_low_sparse_6,206,e76bf3951aad6ec004d2f2f37bfe685206766fa52ecc49506019cb97eb7da41b,sheet/low/sparse,single,train/13614,1.5972719855689608,1.166516488670049,0.10410248864776185,1,False,1.5707876036310489,1.5707876036310489,0.5230986287797876,0.5230986287797876,1.3407184783801709,0.4238938803067582,0.09603175536464831,239,40,0.010015534455512856,-7.351145782374946e-09,0.0,300,5,449,True,141,17,449,449,141,17,14887,True,1.7104582733213725e-07,0,0,11
train/sheet_low_sparse_7,206,f9a98ecada216de496378056e102240374d58241b3801faeded68eb5f92eda7a,sheet/low/sparse,single,,1.7506470624075725,1.2051110637195217,0.18140939998430874,1,False,0.9273395654704752,0.9273395654704752,0.9994994577812661,0.9994994577812661,3.767216593387641,0.06411110013421144,0.062175124201698184,46,40,0.0097162587658876,7.706988672251391e-09,0.0,,0,449,True,214,19,449,449,214,19,30697,True,5.118605772023146e-07,0,0,21
train/sheet_low_sparse_8,206,fc67dedefc708dfadbe73cbec8d2ba52ecb1ee4ef58b088b7b6b2ee01204d23d,sheet/low/sparse,single,train/13607,2.1849008529888883,1.2596227415126378,0.10431722781335767,1,False,1.4781640715953615,1.4781640715953615,0.830555726670321,0.830555726670321,0.9072761070782622,0.2207963924398696,0.4250925881785124,19,40,0.008208959804591421,-1.0443889530975525e-08,0.0,239,6,449,True,196,11,449,449,196,11,45565,True,4.5236700285925727e-07,0,0,19
