structure,frame,points,original_points,slots,range_m,world_copies,example_world,coarse_world_copies,coarse_example_world
206:10:69,158,1,1,76227,19.98432159423828,109,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:76,158,1,1,65965,34.691650390625,110,train/branched_low_rough_1,42,train/branched_low_rough_6
206:10:79,158,1,1,85035,28.473129272460938,110,train/branched_low_rough_1,42,train/branched_low_rough_6
206:10:91,158,2,2,73805;74837,49.158145904541016,110,train/branched_low_rough_1,42,train/branched_low_rough_6
206:15:6,158,1,1,76884,47.23904037475586,110,train/branched_low_rough_1,42,train/branched_low_rough_6
206:254:12,158,4,11,60949;61948;61949;62980,41.31419372558594,1,train/solid_raised_sparse_3,0,
206:10:69,159,1,1,70067,20.419715881347656,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:75,159,1,1,64965,37.24888229370117,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:76,159,3,3,58799;65960;65964,33.315303802490234,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:91,159,2,2,73804;74836,49.36664581298828,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:11:1,159,1,1,63897,31.60215950012207,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:15:5,159,1,1,76891,48.44804000854492,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:15:7,159,1,1,76887,47.68103790283203,112,train/branched_low_rough_1,41,train/branched_low_rough_6
206:254:12,159,4,8,60948;61948;62980;66043,41.06468963623047,1,train/solid_raised_sparse_3,0,
206:10:69,160,2,2,71095;71096,19.831520080566406,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:75,160,3,3,63932;64964;64967,36.98088455200195,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:76,160,2,2,61859;61860,31.776573181152344,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:91,160,1,1,73802,49.791748046875,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:11:1,160,3,3,62861;62862;64927,31.096376419067383,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:15:5,160,2,2,76889;76891,48.85953903198242,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:15:6,160,1,1,76883,47.242042541503906,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:15:7,160,1,1,74823,47.82954788208008,116,train/branched_low_rough_1,41,train/branched_low_rough_6
206:254:12,160,4,10,60947;61947;61948;62979,40.829193115234375,2,train/contacts_raised_sparse_8,0,
206:10:75,161,1,1,64966,36.58888244628906,119,train/branched_low_rough_1,46,train/branched_low_rough_6
206:11:1,161,3,3,62859;62860;63891,30.788375854492188,119,train/branched_low_rough_1,46,train/branched_low_rough_6
206:15:5,161,1,1,77891,48.706790924072266,119,train/branched_low_rough_1,46,train/branched_low_rough_6
206:15:6,161,1,1,76881,47.76704025268555,119,train/branched_low_rough_1,46,train/branched_low_rough_6
206:254:12,161,3,11,60947;61946;61947,40.65057373046875,1,train/solid_raised_sparse_3,0,
206:10:75,162,1,1,64961,36.42087936401367,112,train/branched_low_rough_1,44,train/branched_low_sparse_5
206:10:79,162,1,1,85031,29.650129318237305,112,train/branched_low_rough_1,44,train/branched_low_sparse_5
206:15:5,162,1,1,77889,49.116790771484375,112,train/branched_low_rough_1,44,train/branched_low_sparse_5
206:15:6,162,3,3,77879;77881;78913,47.80179214477539,112,train/branched_low_rough_1,44,train/branched_low_sparse_5
206:254:12,162,4,13,59914;60945;60946;61945,40.42469024658203,1,train/solid_raised_sparse_3,0,
206:10:75,163,1,1,64958,36.28287887573242,112,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:11:1,163,3,3,63886;64921;65921,30.603885650634766,112,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:15:6,163,2,2,77877;77879,48.332794189453125,112,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:15:7,163,1,1,77882,48.434791564941406,112,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:254:12,163,3,10,59912;60944;60945,40.238807678222656,1,train/solid_raised_sparse_3,0,
206:10:75,164,3,3,60861;63925;64957,35.973880767822266,114,train/branched_low_rough_1,43,train/branched_low_rough_6
206:10:79,164,1,1,85028,30.206127166748047,114,train/branched_low_rough_1,43,train/branched_low_rough_6
206:11:1,164,2,2,62851;62853,30.00737762451172,114,train/branched_low_rough_1,43,train/branched_low_rough_6
206:15:5,164,2,2,76886;77884,49.684417724609375,114,train/branched_low_rough_1,43,train/branched_low_rough_6
206:18:5,164,3,3,86038;89134;89135,24.214174270629883,114,train/branched_low_rough_1,43,train/branched_low_rough_6
206:254:12,164,4,13,60943;61942;61943;61944,40.00307083129883,1,train/solid_raised_sparse_3,0,
206:10:75,165,2,2,63925;65954,35.807899475097656,117,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:10:79,165,1,1,83994,30.42539405822754,117,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:11:1,165,4,4,62852;63881;64916;66948,29.991413116455078,117,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:15:5,165,1,1,76882,49.95104217529297,117,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:15:7,165,1,1,76878,49.18103790283203,117,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:254:12,165,2,12,61942;62973,39.90797424316406,1,train/solid_raised_sparse_3,0,
206:10:75,166,1,1,65953,35.532649993896484,118,train/branched_low_rough_1,43,train/branched_low_sparse_5
206:11:1,166,3,3,63878;63881;64911,29.458887100219727,118,train/branched_low_rough_1,43,train/branched_low_sparse_5
206:15:5,166,1,1,76882,49.981040954589844,118,train/branched_low_rough_1,43,train/branched_low_sparse_5
206:254:12,166,3,9,61940;62972;62973,39.63037109375,1,train/solid_raised_rough_4,0,
206:254:12,166,2,9,61940;62972,39.63947296142578,1,train/solid_raised_sparse_3,0,
206:10:75,167,2,2,65950;65951,35.388648986816406,113,train/branched_low_rough_1,41,train/branched_low_sparse_5
206:10:79,167,1,1,82959,30.963647842407227,113,train/branched_low_rough_1,41,train/branched_low_sparse_5
206:11:1,167,4,4,63878;64908;65908;65911,29.50240707397461,113,train/branched_low_rough_1,41,train/branched_low_sparse_5
206:15:6,167,1,1,75839,48.89929962158203,113,train/branched_low_rough_1,41,train/branched_low_sparse_5
206:254:9,167,1,1,77118,16.20907211303711,113,train/branched_low_rough_1,41,train/branched_low_sparse_5
206:254:12,167,4,12,61939;62971;64002;67066,39.39750289916992,1,train/solid_raised_rough_4,0,
206:254:12,167,2,12,61939;62971,39.3819694519043,1,train/solid_raised_sparse_3,0,
206:10:75,168,1,1,65948,35.22864532470703,126,train/branched_low_rough_1,47,train/branched_low_rough_6
206:10:79,168,2,2,82957;82958,31.167644500732422,126,train/branched_low_rough_1,47,train/branched_low_rough_6
206:11:1,168,2,2,64906;65907,29.275270462036133,126,train/branched_low_rough_1,47,train/branched_low_rough_6
206:254:12,168,3,10,61937;62968;62969,39.24256896972656,2,train/solid_raised_rough_4,0,
206:10:75,169,3,3,62885;63914;64946,34.98988342285156,124,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:11:1,169,4,4,63870;63871;64902;64905,28.944156646728516,124,train/branched_low_rough_1,45,train/branched_low_sparse_5
206:254:12,169,4,9,61936;62968;63999;65031,38.979122161865234,1,train/contacts_raised_rough_6,0,
206:254:12,169,3,9,61936;62968;67064,38.941368103027344,1,train/contacts_raised_sparse_8,0,
206:254:12,169,4,9,61936;62968;63999;64000,38.9527587890625,1,train/sheet_raised_sparse_5,0,
206:254:12,169,2,9,61936;67063,39.11650848388672,1,train/solid_raised_rough_4,0,
206:254:12,169,1,9,61936,38.91957473754883,1,train/solid_raised_sparse_3,0,
206:10:75,170,4,4,63912;64944;65943;65944,34.788902282714844,124,train/branched_low_rough_1,44,train/branched_low_rough_6
206:11:1,170,3,3,62839;64900;66933,28.89344596862793,124,train/branched_low_rough_1,44,train/branched_low_rough_6
206:18:5,170,2,2,85025;86029,25.641010284423828,124,train/branched_low_rough_1,44,train/branched_low_rough_6
206:254:12,170,4,11,60934;61934;62966;63997,38.74359130859375,2,train/sheet_raised_sparse_5,0,
206:254:12,170,2,11,60934;61934,38.731689453125,2,train/solid_raised_rough_4,0,
206:11:1,171,1,1,67960,28.551225662231445,124,train/branched_low_rough_1,43,train/branched_low_rough_7
206:15:6,171,1,1,76864,49.92203903198242,124,train/branched_low_rough_1,43,train/branched_low_rough_7
206:18:5,171,4,4,85023;86027;87058;87059,25.97128677368164,124,train/branched_low_rough_1,43,train/branched_low_rough_7
206:254:12,171,1,14,61932,38.60457229614258,2,train/solid_raised_rough_4,0,
206:10:75,172,2,2,68006;69034,34.37708282470703,126,train/branched_low_rough_1,46,train/branched_low_rough_7
206:10:79,172,2,2,82949;82950,32.049644470214844,126,train/branched_low_rough_1,46,train/branched_low_rough_7
206:11:1,172,1,1,67958,28.55722427368164,126,train/branched_low_rough_1,46,train/branched_low_rough_7
206:254:12,172,3,12,62963;63995;68089,38.35137176513672,1,train/contacts_raised_rough_6,0,
206:254:12,172,3,12,62963;63995;68090,38.35137176513672,1,train/contacts_raised_sparse_8,0,
206:254:12,172,4,12,62963;63995;65026;65027,38.305015563964844,1,train/sheet_raised_sparse_5,0,
206:254:12,172,1,12,62963,38.35137176513672,2,train/solid_raised_rough_4,0,
206:18:5,173,3,3,83987;86022;86023,26.413894653320312,119,train/branched_low_rough_1,40,train/branched_low_rough_6
206:254:12,173,4,15,62961;63993;63994;65024,38.09101867675781,1,train/contacts_raised_rough_6,0,
206:254:12,173,1,15,62961,38.15437698364258,1,train/solid_raised_rough_4,0,
206:254:12,173,3,15,62961;63993;63994,38.147151947021484,1,train/solid_raised_sparse_3,0,
206:10:75,174,1,1,66969,34.08843994140625,128,train/branched_low_rough_1,42,train/branched_low_rough_6
206:254:12,174,2,10,62960;63992,37.879764556884766,1,train/contacts_raised_rough_6,0,
206:254:12,174,4,10,62960;63992;65023;65024,37.87152099609375,2,train/sheet_raised_sparse_5,0,
206:254:12,174,1,10,62960,37.89437484741211,2,train/solid_raised_rough_4,0,
206:10:75,175,2,2,65934;65935,33.95465087890625,124,train/branched_low_rough_1,41,train/branched_low_rough_6
206:254:12,175,4,11,61926;62958;62959;68087,37.78097152709961,1,train/contacts_raised_rough_6,0,
206:254:12,175,1,11,61926,37.78956985473633,1,train/solid_raised_rough_4,0,
206:254:12,175,3,11,61926;62958;62959,37.77237319946289,1,train/solid_raised_sparse_3,0,
206:254:12,176,4,16,60925;61924;61925;61926,37.5071907043457,2,train/contacts_raised_rough_6,0,
206:254:12,176,1,16,60925,37.5178108215332,1,train/solid_raised_rough_4,0,
206:10:75,177,4,4,62863;62864;64927;64928,33.605628967285156,119,train/branched_low_rough_1,39,train/branched_low_rough_7
206:11:1,177,1,1,67946,27.994224548339844,119,train/branched_low_rough_1,39,train/branched_low_rough_7
206:254:12,177,1,14,59892,37.39008331298828,1,train/solid_raised_rough_4,0,
206:254:12,177,3,14,59892;60924;60925,37.39008331298828,1,train/solid_raised_sparse_3,0,
206:10:79,178,1,1,85004,33.310123443603516,125,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:113,178,1,1,60782,44.451805114746094,125,train/branched_low_rough_1,42,train/branched_low_rough_7
206:254:12,178,4,16,59891;60922;60923;60924,37.211448669433594,1,train/contacts_raised_sparse_1,0,
206:254:12,178,1,16,59891,37.227081298828125,1,train/solid_raised_rough_4,0,
206:254:12,178,3,16,59891;60923;60924,37.227081298828125,1,train/solid_raised_sparse_3,0,
206:10:75,179,1,1,64923,33.3428840637207,125,train/branched_low_rough_1,43,train/branched_low_rough_7
206:10:79,179,2,2,85002;85003,33.48012161254883,125,train/branched_low_rough_1,43,train/branched_low_rough_7
206:11:1,179,1,1,66907,27.534446716308594,125,train/branched_low_rough_1,43,train/branched_low_rough_7
206:18:5,179,4,4,87035;87045;88076;88077,27.639934539794922,125,train/branched_low_rough_1,43,train/branched_low_rough_7
206:254:12,179,3,15,59890;60921;60922,37.09481430053711,1,train/contacts_raised_sparse_1,0,
206:254:12,179,1,15,59890,37.19407653808594,1,train/solid_raised_rough_4,0,
206:254:12,179,4,15,59890;60921;60922;61923,37.13719177246094,1,train/solid_raised_sparse_3,0,
206:10:75,180,4,4,63890;65922;65923;65924,33.09014892578125,125,train/branched_low_rough_1,42,train/branched_low_rough_6
206:10:79,180,1,1,83969,33.67538833618164,125,train/branched_low_rough_1,42,train/branched_low_rough_6
206:11:1,180,1,1,67937,27.5062255859375,125,train/branched_low_rough_1,42,train/branched_low_rough_6
206:254:12,180,3,13,60920;61920;61921,36.96257019042969,3,train/contacts_raised_rough_6,0,
206:254:12,180,1,13,60920,36.99380874633789,1,train/solid_raised_rough_4,0,
206:254:12,180,4,13,60920;61920;61921;62951,36.9610710144043,1,train/solid_raised_sparse_6,0,
206:10:75,181,4,4,62856;64917;65920;65921,33.305511474609375,129,train/branched_low_rough_1,42,train/branched_low_rough_6
206:10:79,181,1,1,83968,33.878395080566406,129,train/branched_low_rough_1,42,train/branched_low_rough_6
206:254:12,181,4,15,60919;60920;61919;61920,36.82269287109375,2,train/contacts_raised_rough_6,0,
206:254:12,181,2,15,60919;60920,36.858314514160156,1,train/solid_raised_rough_4,0,
206:11:1,182,3,3,65872;66903;66904,27.87544822692871,125,train/branched_low_rough_1,43,train/branched_low_rough_7
206:254:12,182,4,16,60919;61918;61919;62952,36.735694885253906,1,train/contacts_raised_rough_6,0,
206:254:12,182,3,16,60919;61918;61919,36.731571197509766,1,train/contacts_raised_sparse_1,0,
206:254:12,182,2,16,60919;61919,36.72819519042969,1,train/solid_raised_rough_4,0,
206:10:75,183,2,2,64916;66948,32.96316146850586,117,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:79,183,1,1,83957,34.318641662597656,117,train/branched_low_rough_1,37,train/branched_low_rough_7
206:11:1,183,3,3,65872;67933;68963,27.365222930908203,117,train/branched_low_rough_1,37,train/branched_low_rough_7
206:254:12,183,4,14,61917;61918;62950;62951,36.67156982421875,1,train/contacts_raised_rough_6,0,
206:254:12,183,2,14,61917;61918,36.67156982421875,1,train/solid_raised_rough_4,0,
206:10:75,184,2,2,66948;66949,32.71894073486328,120,train/branched_low_rough_1,37,train/branched_low_rough_6
206:10:79,184,1,1,83957,34.47464370727539,120,train/branched_low_rough_1,37,train/branched_low_rough_6
206:10:113,184,1,1,63833,43.557151794433594,120,train/branched_low_rough_1,37,train/branched_low_rough_6
206:11:1,184,2,2,67931;68964,27.36008644104004,120,train/branched_low_rough_1,37,train/branched_low_rough_6
206:30:19,184,1,1,81913,39.24208068847656,120,train/branched_low_rough_1,37,train/branched_low_rough_6
206:254:12,184,3,12,61917;62949;62950,36.52337646484375,3,train/contacts_raised_rough_6,0,
206:254:12,184,1,12,61917,36.519569396972656,1,train/solid_raised_rough_4,0,
206:10:75,185,1,1,69009,32.86094284057617,125,train/branched_low_rough_1,42,train/branched_low_rough_6
206:10:113,185,1,1,64864,43.45987319946289,125,train/branched_low_rough_1,42,train/branched_low_rough_6
206:11:1,185,1,1,69962,27.203706741333008,125,train/branched_low_rough_1,42,train/branched_low_rough_6
206:254:12,185,4,13,61917;62948;62949;62950,36.434974670410156,2,train/contacts_raised_rough_6,0,
206:254:12,185,3,13,61917;62949;62950,36.412376403808594,1,train/contacts_raised_sparse_1,0,
206:254:12,185,1,13,61917,36.45756912231445,1,train/solid_raised_rough_4,0,
206:10:113,186,3,3,65862;66894;67926,43.36943435668945,121,train/branched_low_rough_1,38,train/branched_low_rough_6
206:11:1,186,3,3,69960;69961;70993,27.281705856323242,121,train/branched_low_rough_1,38,train/branched_low_rough_6
206:254:12,186,3,10,61916;62948;62949,36.35537338256836,2,train/contacts_raised_rough_6,0,
206:254:12,186,2,10,61916;62949,36.333473205566406,1,train/contacts_raised_sparse_1,0,
206:254:12,186,1,10,61916,36.356571197509766,1,train/solid_raised_rough_4,0,
206:10:75,187,1,1,69006,32.70094680786133,122,train/branched_low_rough_1,43,train/branched_low_rough_7
206:10:79,187,2,2,84987;84988,34.92138671875,122,train/branched_low_rough_1,43,train/branched_low_rough_7
206:10:113,187,2,2,65861;66893,43.30704116821289,122,train/branched_low_rough_1,43,train/branched_low_rough_7
206:11:1,187,4,4,67931;69959;69960;70991,27.11560821533203,122,train/branched_low_rough_1,43,train/branched_low_rough_7
206:254:12,187,3,14,60916;61915;61916,36.331809997558594,1,train/contacts_raised_sparse_1,0,
206:254:12,187,2,14,60916;61916,36.27069091796875,1,train/solid_raised_rough_4,0,
206:10:79,188,1,1,84987,35.1133918762207,119,train/branched_low_rough_1,41,train/branched_low_rough_6
206:10:113,188,3,3,63828;64860;65860,43.17787551879883,119,train/branched_low_rough_1,41,train/branched_low_rough_6
206:11:1,188,3,3,67924;68958;68959,26.971952438354492,119,train/branched_low_rough_1,41,train/branched_low_rough_6
206:254:12,188,4,13,60916;61915;61916;62949,36.18909454345703,2,train/contacts_raised_sparse_1,0,
206:254:12,188,1,13,60916,36.18581008911133,1,train/solid_raised_rough_4,0,
206:10:113,189,4,4,62796;63827;64859;65859,43.134765625,125,train/branched_low_rough_1,42,train/branched_low_rough_7
206:254:12,189,3,15,59884;60915;60916,36.15581130981445,1,train/solid_raised_rough_4,0,
206:254:13,189,4,12,59876;59877;60908;60909,35.188812255859375,1,train/solid_raised_sparse_3,0,
206:11:1,190,2,2,67925;68956,27.14508819580078,115,train/branched_low_rough_1,41,train/branched_low_rough_6
206:254:12,190,4,15,59883;59884;60915;60916,36.04244613647461,1,train/solid_raised_rough_4,0,
206:10:79,191,2,2,84994;84995,35.40962219238281,119,train/branched_low_rough_1,40,train/branched_low_rough_7
206:254:12,191,4,14,59884;60915;60916;61916,35.89969253540039,1,train/solid_raised_rough_4,0,
206:10:79,192,1,1,84986,35.66139221191406,121,train/branched_low_rough_1,42,train/branched_low_rough_7
206:254:13,192,4,15,59876;60907;60908;61907,35.01618957519531,1,train/solid_raised_rough_4,0,
206:254:13,192,3,15,59876;60907;60908,35.02480697631836,1,train/solid_raised_sparse_3,0,
206:10:79,193,1,1,87019,35.865882873535156,118,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:79,194,2,2,83954;83955,35.927642822265625,108,train/branched_low_rough_1,36,train/branched_low_rough_7
206:11:1,194,3,3,72015;73046;75078,26.425003051757812,108,train/branched_low_rough_1,36,train/branched_low_rough_7
206:18:5,194,4,4,85004;87026;87027;87028,30.006887435913086,108,train/branched_low_rough_1,36,train/branched_low_rough_7
206:30:19,194,1,1,81912,40.666080474853516,108,train/branched_low_rough_1,36,train/branched_low_rough_7
206:30:20,194,1,1,80877,41.635345458984375,108,train/branched_low_rough_1,36,train/branched_low_rough_7
206:254:13,194,4,18,60908;61907;61908;61909,34.777191162109375,2,train/solid_raised_rough_4,0,
206:30:19,195,1,1,80879,40.93834686279297,110,train/branched_low_rough_1,36,train/branched_low_rough_7
206:254:13,195,3,17,60909;61908;61909,34.7515754699707,2,train/solid_raised_rough_4,0,
206:254:13,196,3,21,60910;61909;61910,34.59857177734375,2,train/solid_raised_rough_4,0,
206:10:69,197,2,2,76143;77175,15.968202590942383,118,train/branched_low_rough_1,38,train/branched_low_rough_7
206:10:79,197,2,2,83955;83956,36.40013885498047,118,train/branched_low_rough_1,38,train/branched_low_rough_7
206:11:1,197,2,2,69949;69950,26.437707901000977,118,train/branched_low_rough_1,38,train/branched_low_rough_7
206:30:19,197,1,1,81913,41.09108352661133,118,train/branched_low_rough_1,38,train/branched_low_rough_7
206:30:20,197,1,1,80878,42.09135055541992,118,train/branched_low_rough_1,38,train/branched_low_rough_7
206:254:13,197,3,16,60910;61909;61910,34.58357238769531,2,train/solid_raised_rough_4,0,
206:11:1,198,1,1,70981,26.39750862121582,117,train/branched_low_rough_1,39,train/branched_low_rough_6
206:30:19,198,1,1,81912,41.26108169555664,117,train/branched_low_rough_1,39,train/branched_low_rough_6
206:254:13,198,4,17,60910;60911;61910;61911,34.36719512939453,3,train/contacts_raised_rough_6,0,
206:10:79,199,2,2,83956;84995,36.6303825378418,106,train/branched_low_rough_1,35,train/branched_low_rough_6
206:11:1,199,2,2,70980;70981,26.34300994873047,106,train/branched_low_rough_1,35,train/branched_low_rough_6
206:18:5,199,4,4,83973;85003;85005;87030,30.59126091003418,106,train/branched_low_rough_1,35,train/branched_low_rough_6
206:30:19,199,1,1,81913,41.352081298828125,106,train/branched_low_rough_1,35,train/branched_low_rough_6
206:30:20,199,1,1,80879,42.341346740722656,106,train/branched_low_rough_1,35,train/branched_low_rough_6
206:254:13,199,3,15,59879;60911;61910,34.325077056884766,1,train/solid_raised_rough_4,0,
206:254:13,199,4,15,59879;60911;61910;61911,34.314945220947266,1,train/solid_raised_sparse_3,0,
206:10:76,200,2,2,73072;74072,25.847881317138672,109,train/branched_low_rough_1,34,train/branched_low_rough_6
206:10:79,200,2,2,83956;83957,36.76864242553711,109,train/branched_low_rough_1,34,train/branched_low_rough_6
206:11:1,200,1,1,70980,26.31351089477539,109,train/branched_low_rough_1,34,train/branched_low_rough_6
206:30:19,200,1,1,81914,41.49708557128906,109,train/branched_low_rough_1,34,train/branched_low_rough_6
206:254:13,200,3,13,60912;61911;61912,34.19681167602539,2,train/contacts_raised_rough_6,0,
206:254:13,200,4,13,60912;61911;61912;62943,34.17909240722656,1,train/contacts_raised_sparse_1,0,
206:254:13,200,4,13,60912;61911;61912;62945,34.14659118652344,1,train/solid_raised_sparse_3,0,
206:10:76,201,1,1,72037,25.988279342651367,110,train/branched_low_rough_1,38,train/branched_low_rough_6
206:10:79,201,2,2,83957;84997,36.86488342285156,110,train/branched_low_rough_1,38,train/branched_low_rough_6
206:30:20,201,1,1,80880,42.70234680175781,110,train/branched_low_rough_1,38,train/branched_low_rough_6
206:254:13,201,4,18,60912;60913;61912;61913,34.084693908691406,1,train/solid_raised_rough_4,0,
206:10:79,202,2,2,83958;84998,36.993377685546875,114,train/branched_low_rough_1,38,train/branched_low_rough_6
206:30:19,202,1,1,81916,41.81108093261719,114,train/branched_low_rough_1,38,train/branched_low_rough_6
206:30:20,202,1,1,80881,42.821346282958984,114,train/branched_low_rough_1,38,train/branched_low_rough_6
206:254:8,202,1,1,82133,16.037864685058594,114,train/branched_low_rough_1,38,train/branched_low_rough_6
206:254:9,202,4,4,82125;82126;83157;83158,16.145668029785156,114,train/branched_low_rough_1,38,train/branched_low_rough_6
206:254:12,202,3,3,63984;66016;67048,35.0344352722168,113,train/branched_low_rough_1,37,train/branched_low_rough_6
206:254:12,202,2,3,63984;66016,34.961402893066406,1,train/sheet_raised_sparse_2,1,train/sheet_raised_sparse_2
206:254:13,202,4,20,60913;60914;61913;61914,33.96819305419922,1,train/solid_raised_rough_4,0,
206:10:79,203,3,3,83958;83959;84999,37.250640869140625,123,train/branched_low_rough_1,43,train/branched_low_rough_7
206:30:19,203,1,1,81917,42.060081481933594,123,train/branched_low_rough_1,43,train/branched_low_rough_7
206:254:9,203,2,2,83156;83157,16.125667572021484,123,train/branched_low_rough_1,43,train/branched_low_rough_7
206:254:13,203,3,15,60915;61914;61915,33.88257598876953,2,train/contacts_raised_sparse_1,0,
206:10:79,204,2,2,83959;83960,37.42664337158203,117,train/branched_low_rough_1,40,train/branched_low_rough_7
206:30:19,204,1,1,81918,42.276084899902344,117,train/branched_low_rough_1,40,train/branched_low_rough_7
206:254:9,204,2,2,84187;84188,16.14691925048828,117,train/branched_low_rough_1,40,train/branched_low_rough_7
206:254:13,204,4,18,60916;61915;61916;62948,33.731475830078125,1,train/contacts_raised_rough_6,0,
206:254:13,204,3,18,60916;61915;61916,33.806575775146484,2,train/contacts_raised_sparse_1,0,
206:30:19,205,1,1,80885,42.41534423828125,118,train/branched_low_rough_1,41,train/branched_low_rough_7
206:254:9,205,1,1,85217,16.15814781188965,118,train/branched_low_rough_1,41,train/branched_low_rough_7
206:254:13,205,3,14,60917;61916;61917,33.66957473754883,1,train/solid_raised_rough_4,0,
206:10:79,206,2,2,82929;82930,37.75183868408203,112,train/branched_low_rough_1,38,train/branched_low_rough_7
206:10:113,206,3,3,66890;67916;68948,41.82221603393555,112,train/branched_low_rough_1,38,train/branched_low_rough_7
206:18:5,206,4,4,83975;83977;83978;85009,31.665260314941406,112,train/branched_low_rough_1,38,train/branched_low_rough_7
206:30:19,206,1,1,80888,42.64234161376953,112,train/branched_low_rough_1,38,train/branched_low_rough_7
206:254:9,206,1,1,84185,16.220417022705078,112,train/branched_low_rough_1,38,train/branched_low_rough_7
206:254:13,206,4,20,60918;60919;61918;62951,33.54109191894531,1,train/solid_raised_rough_4,0,
206:10:93,207,1,1,80892,44.47433853149414,106,train/branched_low_rough_7,38,train/branched_low_rough_7
206:30:19,207,1,1,79857,42.74660110473633,106,train/branched_low_rough_7,38,train/branched_low_rough_7
206:254:13,207,4,18,61920;62951;62952;63985,33.31926727294922,1,train/solid_raised_rough_4,0,
206:10:79,208,2,2,80906;80907,37.94608688354492,108,train/branched_low_rough_7,39,train/branched_low_rough_7
206:10:79,209,2,2,79876;80908,38.101219177246094,112,train/branched_low_rough_7,40,train/branched_low_rough_7
206:10:79,210,1,1,80910,38.27308654785156,118,train/branched_low_rough_7,43,train/branched_low_rough_7
206:10:113,210,1,1,72011,41.3382682800293,118,train/branched_low_rough_7,43,train/branched_low_rough_7
206:18:5,210,4,4,80916;82941;82943;82948,32.44773864746094,118,train/branched_low_rough_7,43,train/branched_low_rough_7
206:30:19,210,1,1,76802,43.1180419921875,118,train/branched_low_rough_7,43,train/branched_low_rough_7
206:10:79,211,3,3,79878;79879;80910,38.53608322143555,111,train/branched_low_rough_6,43,train/branched_low_rough_6
206:30:19,211,1,1,78829,43.49479675292969,111,train/branched_low_rough_6,43,train/branched_low_rough_6
206:10:79,212,1,1,82938,38.93584060668945,115,train/branched_low_rough_7,45,train/branched_low_rough_7
206:30:19,212,1,1,78830,43.77079391479492,115,train/branched_low_rough_7,45,train/branched_low_rough_7
206:10:79,213,1,1,80914,39.01508712768555,115,train/branched_low_rough_7,44,train/branched_low_rough_7
206:18:5,213,4,4,80921;81921;81922;82953,33.03746032714844,115,train/branched_low_rough_7,44,train/branched_low_rough_7
206:30:19,213,1,1,78832,43.8787956237793,115,train/branched_low_rough_7,44,train/branched_low_rough_7
206:30:19,214,1,1,78834,44.105796813964844,112,train/branched_low_rough_7,43,train/branched_low_rough_7
206:10:79,215,3,3,79883;79884;80915,39.38334274291992,108,train/branched_low_rough_6,40,train/branched_low_rough_6
206:254:8,215,2,2,91345;91346,16.241729736328125,108,train/branched_low_rough_6,40,train/branched_low_rough_6
206:10:79,216,1,1,79885,39.60934829711914,107,train/branched_low_rough_7,40,train/branched_low_rough_7
206:18:5,216,3,3,80923;81925;82956,33.697837829589844,107,train/branched_low_rough_7,40,train/branched_low_rough_7
206:254:8,216,1,1,90313,16.315937042236328,107,train/branched_low_rough_7,40,train/branched_low_rough_7
206:254:13,216,3,3,70126;70127;71158,31.649702072143555,104,train/branched_low_rough_7,39,train/branched_low_rough_7
206:254:13,216,2,3,70126;70127,31.665203094482422,1,train/elongated_raised_sparse_5,0,
206:254:13,216,2,3,70126;71158,31.63660430908203,1,train/sheet_raised_sparse_2,1,train/sheet_raised_sparse_2
206:254:13,216,2,3,70127;71158,31.6521053314209,1,train/solid_raised_sparse_6,0,
206:30:19,217,1,1,76812,44.60304260253906,110,train/branched_low_rough_7,43,train/branched_low_rough_7
206:10:79,218,3,3,78855;78856;79888,40.108604431152344,114,train/branched_low_rough_6,43,train/branched_low_rough_6
206:18:5,218,3,3,79893;79895;81926,34.13983917236328,114,train/branched_low_rough_6,43,train/branched_low_rough_6
206:10:79,219,1,1,78856,40.37260055541992,114,train/branched_low_rough_7,42,train/branched_low_rough_7
