序列,统计量,分组,权重,五位模式,可见或命中位数,原始数量,分母,比例,有效窗口数,序列数
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11000,2,0,3817,0.0,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11001,3,75,3817,0.019648938957296306,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11010,3,0,3817,0.0,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11011,4,145,3817,0.03798794865077286,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11100,3,0,3817,0.0,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11101,4,134,3817,0.0351061042703694,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11110,4,0,3817,0.0,156,1
144,扫描命中五位编码,当前异常占据体素,统计单位等权,11111,5,1258,3817,0.32957820277705,156,1
144,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计0个扫描,0,0,3817,0,156,1
144,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计1个扫描,1,817,3817,0.21404244170814776,156,1
144,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计2个扫描,2,562,3817,0.14723604925334033,156,1
144,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计3个扫描,3,539,3817,0.14121037463976946,156,1
144,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计4个扫描,4,641,3817,0.16793293162169243,156,1
144,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计5个扫描,5,1258,3817,0.32957820277705,156,1
145,五位类别可见模式,全部,有适用观测的帧等权,00000,0,142,333,0.4264264264264264,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00001,1,7,333,0.021021021021021023,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00010,1,10,333,0.03003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00011,2,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00100,1,8,333,0.024024024024024024,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00101,2,2,333,0.006006006006006006,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00110,2,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,00111,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01000,1,9,333,0.02702702702702703,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01001,2,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01010,2,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01011,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01100,2,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01101,3,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01110,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,01111,4,2,333,0.006006006006006006,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10000,1,6,333,0.018018018018018018,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10001,2,3,333,0.009009009009009009,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10010,2,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10011,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10100,2,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10101,3,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10110,3,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,10111,4,2,333,0.006006006006006006,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11000,2,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11001,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11010,3,0,333,0.0,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11011,4,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11100,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11101,4,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11110,4,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,有适用观测的帧等权,11111,5,131,333,0.3933933933933934,333,1
145,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,142,333,0.4264264264264264,333,1
145,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,40,333,0.12012012012012012,333,1
145,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,7,333,0.02102102102102102,333,1
145,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,6,333,0.018018018018018018,333,1
145,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,7,333,0.02102102102102102,333,1
145,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,131,333,0.3933933933933934,333,1
145,五位类别可见模式,全部,统计单位等权,00000,0,142,333,0.4264264264264264,333,1
145,五位类别可见模式,全部,统计单位等权,00001,1,7,333,0.021021021021021023,333,1
145,五位类别可见模式,全部,统计单位等权,00010,1,10,333,0.03003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,00011,2,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,00100,1,8,333,0.024024024024024024,333,1
145,五位类别可见模式,全部,统计单位等权,00101,2,2,333,0.006006006006006006,333,1
145,五位类别可见模式,全部,统计单位等权,00110,2,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,00111,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,01000,1,9,333,0.02702702702702703,333,1
145,五位类别可见模式,全部,统计单位等权,01001,2,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,01010,2,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,01011,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,01100,2,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,01101,3,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,01110,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,01111,4,2,333,0.006006006006006006,333,1
145,五位类别可见模式,全部,统计单位等权,10000,1,6,333,0.018018018018018018,333,1
145,五位类别可见模式,全部,统计单位等权,10001,2,3,333,0.009009009009009009,333,1
145,五位类别可见模式,全部,统计单位等权,10010,2,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,10011,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,10100,2,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,10101,3,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,10110,3,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,10111,4,2,333,0.006006006006006006,333,1
145,五位类别可见模式,全部,统计单位等权,11000,2,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,11001,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,11010,3,0,333,0.0,333,1
145,五位类别可见模式,全部,统计单位等权,11011,4,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,11100,3,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,11101,4,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,11110,4,1,333,0.003003003003003003,333,1
145,五位类别可见模式,全部,统计单位等权,11111,5,131,333,0.3933933933933934,333,1
145,五位类别可见模式：按位数汇总,全部,统计单位等权,合计0个扫描,0,142,333,0.4264264264264264,333,1
145,五位类别可见模式：按位数汇总,全部,统计单位等权,合计1个扫描,1,40,333,0.12012012012012012,333,1
145,五位类别可见模式：按位数汇总,全部,统计单位等权,合计2个扫描,2,7,333,0.02102102102102102,333,1
145,五位类别可见模式：按位数汇总,全部,统计单位等权,合计3个扫描,3,6,333,0.018018018018018018,333,1
145,五位类别可见模式：按位数汇总,全部,统计单位等权,合计4个扫描,4,7,333,0.02102102102102102,333,1
145,五位类别可见模式：按位数汇总,全部,统计单位等权,合计5个扫描,5,131,333,0.3933933933933934,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00000,0,0,81133784,0.0,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00001,1,11050829,81133784,0.13611107540272482,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00010,1,10057849,81133784,0.12376233397608045,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00011,2,2097171,81133784,0.025857507829929727,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00100,1,9849550,81133784,0.1212096941099939,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00101,2,1340689,81133784,0.01641328283533793,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00110,2,1590889,81133784,0.01947915037766675,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,00111,3,1068701,81133784,0.013275937874148169,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01000,1,10050630,81133784,0.12370735222179349,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01001,2,1135180,81133784,0.013880177883823524,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01010,2,1189543,81133784,0.014533544418724184,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01011,3,620495,81133784,0.007611942630779956,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01100,2,1598300,81133784,0.01955846032029325,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01101,3,561877,81133784,0.006858600811316106,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01110,3,741029,81133784,0.009094693009063725,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,01111,4,1014761,81133784,0.012679104582209806,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10000,1,11101570,81133784,0.136764434160748,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10001,2,1088725,81133784,0.013308929082789604,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10010,2,1115898,81133784,0.013616762140331938,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10011,3,567248,81133784,0.006963255988739562,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10100,2,1323747,81133784,0.01617168811550277,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10101,3,467150,81133784,0.005713942440483264,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10110,3,568548,81133784,0.006940997176983826,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,10111,4,690626,81133784,0.00856847483463682,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11000,2,2131981,81133784,0.02621562988091827,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11001,3,547907,81133784,0.00670985706862032,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11010,3,595664,81133784,0.007286546531776658,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11011,4,638531,81133784,0.007909944729423003,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11100,3,1080158,81133784,0.01334020440168039,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11101,4,670528,81133784,0.008316583104611554,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11110,4,1001628,81133784,0.012459028742782319,333,1
145,扫描命中五位编码,全部,有适用观测的帧等权,11111,5,3576382,81133784,0.0456808633160859,333,1
145,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,0,81133784,0,333,1
145,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,52110428,81133784,0.6415548898713407,333,1
145,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,14612123,81133784,0.17903513288531794,333,1
145,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,6818777,81133784,0.08379597793359198,333,1
145,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,4016074,81133784,0.0499331359936635,333,1
145,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,3576382,81133784,0.0456808633160859,333,1
145,扫描命中五位编码,全部,统计单位等权,00000,0,0,81133784,0.0,333,1
145,扫描命中五位编码,全部,统计单位等权,00001,1,11050829,81133784,0.1362050240378287,333,1
145,扫描命中五位编码,全部,统计单位等权,00010,1,10057849,81133784,0.12396622595588541,333,1
145,扫描命中五位编码,全部,统计单位等权,00011,2,2097171,81133784,0.025848307531175917,333,1
145,扫描命中五位编码,全部,统计单位等权,00100,1,9849550,81133784,0.12139887374167092,333,1
145,扫描命中五位编码,全部,统计单位等权,00101,2,1340689,81133784,0.016524423414049073,333,1
145,扫描命中五位编码,全部,统计单位等权,00110,2,1590889,81133784,0.019608218938734573,333,1
145,扫描命中五位编码,全部,统计单位等权,00111,3,1068701,81133784,0.013172083777086004,333,1
145,扫描命中五位编码,全部,统计单位等权,01000,1,10050630,81133784,0.12387724945751329,333,1
145,扫描命中五位编码,全部,统计单位等权,01001,2,1135180,81133784,0.013991458847771724,333,1
145,扫描命中五位编码,全部,统计单位等权,01010,2,1189543,81133784,0.01466150031902863,333,1
145,扫描命中五位编码,全部,统计单位等权,01011,3,620495,81133784,0.007647800575898198,333,1
145,扫描命中五位编码,全部,统计单位等权,01100,2,1598300,81133784,0.019699561898900216,333,1
145,扫描命中五位编码,全部,统计单位等权,01101,3,561877,81133784,0.0069253148602066925,333,1
145,扫描命中五位编码,全部,统计单位等权,01110,3,741029,81133784,0.009133420918713714,333,1
145,扫描命中五位编码,全部,统计单位等权,01111,4,1014761,81133784,0.012507255916967955,333,1
145,扫描命中五位编码,全部,统计单位等权,10000,1,11101570,81133784,0.13683042319337652,333,1
145,扫描命中五位编码,全部,统计单位等权,10001,2,1088725,81133784,0.013418886021635575,333,1
145,扫描命中五位编码,全部,统计单位等权,10010,2,1115898,81133784,0.013753801992028376,333,1
145,扫描命中五位编码,全部,统计单位等权,10011,3,567248,81133784,0.006991514163816148,333,1
145,扫描命中五位编码,全部,统计单位等权,10100,2,1323747,81133784,0.016315607811414293,333,1
145,扫描命中五位编码,全部,统计单位等权,10101,3,467150,81133784,0.005757774098148805,333,1
145,扫描命中五位编码,全部,统计单位等权,10110,3,568548,81133784,0.007007537082209798,333,1
145,扫描命中五位编码,全部,统计单位等权,10111,4,690626,81133784,0.008512187721948233,333,1
145,扫描命中五位编码,全部,统计单位等权,11000,2,2131981,81133784,0.02627735198447049,333,1
145,扫描命中五位编码,全部,统计单位等权,11001,3,547907,81133784,0.006753130114084165,333,1
145,扫描命中五位编码,全部,统计单位等权,11010,3,595664,81133784,0.0073417505092576475,333,1
145,扫描命中五位编码,全部,统计单位等权,11011,4,638531,81133784,0.007870100080627326,333,1
145,扫描命中五位编码,全部,统计单位等权,11100,3,1080158,81133784,0.013313294989421423,333,1
145,扫描命中五位编码,全部,统计单位等权,11101,4,670528,81133784,0.008264473403582408,333,1
145,扫描命中五位编码,全部,统计单位等权,11110,4,1001628,81133784,0.01234538746522657,333,1
145,扫描命中五位编码,全部,统计单位等权,11111,5,3576382,81133784,0.04408005917732125,333,1
145,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计0个扫描,0,0,81133784,0,333,1
145,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计1个扫描,1,52110428,81133784,0.6422777963862748,333,1
145,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计2个扫描,2,14612123,81133784,0.18009911875920886,333,1
145,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计3个扫描,3,6818777,81133784,0.0840436210888426,333,1
145,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计4个扫描,4,4016074,81133784,0.04949940458835249,333,1
145,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计5个扫描,5,3576382,81133784,0.04408005917732125,333,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00000,0,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00001,1,1026,3263,0.7228111071537645,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00010,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00011,2,197,3263,0.03049575557846473,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00100,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00101,2,189,3263,0.03737968387384833,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00110,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00111,3,134,3263,0.015473382746907825,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01000,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01001,2,149,3263,0.03701461063813843,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01010,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01011,3,87,3263,0.009667573910270344,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01100,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01101,3,72,3263,0.008974794218028838,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01110,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01111,4,170,3263,0.01569355722139714,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10000,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10001,2,107,3263,0.0163154514821579,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10010,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10011,3,79,3263,0.00905836700782989,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10100,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10101,3,49,3263,0.005903788022077974,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10110,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10111,4,145,3263,0.013960108339983644,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11000,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11001,3,69,3263,0.008171769163208558,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11010,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11011,4,134,3263,0.013897842034882717,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11100,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11101,4,117,3263,0.01166948636607496,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11110,4,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11111,5,539,3263,0.04351272224296423,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计0个扫描,0,0,3263,0,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计1个扫描,1,1026,3263,0.7228111071537645,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计2个扫描,2,642,3263,0.12120550157260938,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计3个扫描,3,490,3263,0.05724967506832343,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计4个扫描,4,566,3263,0.05522099396233846,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计5个扫描,5,539,3263,0.04351272224296423,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00000,0,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00001,1,1026,3263,0.3144345694146491,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00010,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00011,2,197,3263,0.06037388905914802,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00100,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00101,2,189,3263,0.05792215752375115,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00110,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,00111,3,134,3263,0.04106650321789764,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01000,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01001,2,149,3263,0.04566349984676678,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01010,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01011,3,87,3263,0.026662580447441006,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01100,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01101,3,72,3263,0.022065583818571866,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01110,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,01111,4,170,3263,0.05209929512718357,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10000,1,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10001,2,107,3263,0.03279190928593319,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10010,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10011,3,79,3263,0.02421084891204413,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10100,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10101,3,49,3263,0.015016855654305853,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10110,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,10111,4,145,3263,0.04443763407906834,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11000,2,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11001,3,69,3263,0.021146184492798037,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11010,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11011,4,134,3263,0.04106650321789764,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11100,3,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11101,4,117,3263,0.035856573705179286,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11110,4,0,3263,0.0,153,1
145,扫描命中五位编码,当前异常占据体素,统计单位等权,11111,5,539,3263,0.16518541219736438,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计0个扫描,0,0,3263,0,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计1个扫描,1,1026,3263,0.3144345694146491,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计2个扫描,2,642,3263,0.19675145571559913,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计3个扫描,3,490,3263,0.15016855654305852,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计4个扫描,4,566,3263,0.17346000612932883,153,1
145,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计5个扫描,5,539,3263,0.16518541219736438,153,1
146,五位类别可见模式,全部,有适用观测的帧等权,00000,0,241,370,0.6513513513513514,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00001,1,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00010,1,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00011,2,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00100,1,3,370,0.008108108108108109,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00101,2,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00110,2,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,00111,3,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01000,1,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01001,2,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01010,2,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01011,3,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01100,2,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01101,3,3,370,0.008108108108108109,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01110,3,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,01111,4,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10000,1,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10001,2,3,370,0.008108108108108109,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10010,2,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10011,3,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10100,2,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10101,3,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10110,3,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,10111,4,2,370,0.005405405405405406,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11000,2,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11001,3,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11010,3,0,370,0.0,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11011,4,4,370,0.010810810810810811,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11100,3,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11101,4,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11110,4,1,370,0.002702702702702703,370,1
146,五位类别可见模式,全部,有适用观测的帧等权,11111,5,90,370,0.24324324324324326,370,1
146,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,241,370,0.6513513513513514,370,1
146,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,8,370,0.021621621621621623,370,1
146,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,11,370,0.02972972972972973,370,1
146,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,10,370,0.02702702702702703,370,1
146,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,10,370,0.02702702702702703,370,1
146,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,90,370,0.24324324324324326,370,1
