sequence,factor,metric,scope,group,unit,weighting,n,denominator,frames,valid_frames,sequence_count,missing_fraction,empty_frame_fraction,minimum,maximum,mean,category,fraction,count
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,147,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,148,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,149,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,150,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,151,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,152,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,153,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,154,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,155,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,156,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,157,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,158,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,159,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,160,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,161,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,162,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,163,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,164,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,165,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,166,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,167,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,168,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,169,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,170,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,171,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,172,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,173,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,174,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,175,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,176,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,177,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,178,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,179,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,180,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,181,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,182,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,183,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,184,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,185,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,186,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,187,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,188,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,189,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,190,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,191,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,192,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,193,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,194,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,195,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,196,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,197,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,198,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,199,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,200,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,201,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,202,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,203,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,204,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,205,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,206,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,207,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,208,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,209,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,210,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,211,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,212,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,213,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,214,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,215,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,216,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,217,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,218,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,219,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,220,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,221,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,222,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,223,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,224,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,225,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,226,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,227,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,228,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,229,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,230,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,231,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,232,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,233,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,234,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,235,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,236,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,237,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,238,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,239,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,240,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,241,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,242,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,243,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,244,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,245,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,246,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,247,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,248,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,249,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,250,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,251,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,252,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,253,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,254,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,255,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,256,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,257,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,258,0.0,0
145,D01,normal_semantic,all_frames,all,point,frame_equal,32543242,32543242,337,337,1,0.0,0.0,10.0,81.0,,259,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,0,0.14588325370785113,5559042
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,1,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,2,0.00010016768705882557,3817
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,3,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,4,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,5,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,6,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,7,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,8,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,9,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,10,0.004126005964241789,157226
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,11,2.3854447874370565e-05,909
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,12,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,13,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,14,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,15,1.758248633204431e-06,67
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,16,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,17,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,18,2.4851663517083524e-05,947
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,19,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,20,0.00011410246353989352,4348
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,21,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,22,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,23,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,24,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,25,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,26,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,27,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,28,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,29,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,30,8.318877861579174e-06,317
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,31,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,32,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,33,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,34,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,35,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,36,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,37,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,38,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,39,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,40,0.8220495190520803,31325102
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,41,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,42,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,43,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,44,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,45,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,46,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,47,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,48,2.3355840053014082e-06,89
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,49,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,50,0.009091063921758881,346425
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,51,0.0040578279053005185,154628
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,52,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,53,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,54,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,55,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,56,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,57,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,58,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,59,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,60,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,61,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,62,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,63,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,64,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,65,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,66,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,67,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,68,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,69,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,70,0.014399321515470711,548702
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,71,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,72,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,73,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,74,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,75,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,76,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,77,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,78,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,79,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,80,0.00011756647577247538,4480
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,81,5.248503382699794e-08,2
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,82,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,83,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,84,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,85,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,86,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,87,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,88,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,89,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,90,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,91,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,92,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,93,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,94,0.0,0
145,D01,raw_semantic,all_frames,all,point,observation_equal,38106101,38106101,337,337,1,0.0,0.0,0.0,81.0,,95,0.0,0
