first,second,target_recall,change,sequence,frame,slot,semantic,instance,range_m,count_in_scan,first_score,second_score
m500,lr,0.95,new_fp,143,328,79856,40,0,38.65560531616211,17,-3.125,-1.140625
m500,lr,0.95,fixed_fp,143,328,87018,40,0,21.032901763916016,83,-1.859375,-2.984375
replay,ap,0.95,new_fp,143,328,86004,40,0,22.637136459350586,44,-2.625,-1.6015625
replay,ap,0.95,fixed_fp,143,328,85534,40,0,14.873152732849121,5,-2.140625,-5.09375
replay,lr,0.95,new_fp,143,328,79857,40,0,39.02760314941406,2,-2.8125,-0.80078125
replay,lr,0.95,fixed_fp,143,328,87008,40,0,21.785900115966797,49,-2.125,-1.84375
m500,m1547,0.95,new_fp,143,329,94194,40,0,15.161234855651855,34,-2.421875,-0.8203125
m500,m1547,0.95,fixed_fp,143,329,89091,40,0,17.426189422607422,121,-2.078125,-4.5625
m500,b1547,0.95,new_fp,143,329,95190,40,0,13.999987602233887,13,-3.375,0.2421875
m500,b1547,0.95,fixed_fp,143,329,89108,40,0,16.328189849853516,119,-1.4921875,-3.53125
m500,replay,0.5,new_fp,143,329,71182,40,0,38.87350082397461,1,0.65234375,6.375
m500,replay,0.95,new_fp,143,329,82919,40,0,28.9598445892334,21,-4.34375,-1.828125
m500,replay,0.95,fixed_fp,143,329,89108,40,0,16.328189849853516,119,-1.4921875,-5.875
m500,ap,0.95,new_fp,143,329,95195,40,0,14.642985343933105,46,-2.328125,-1.8125
m500,ap,0.95,fixed_fp,143,329,89091,40,0,17.426189422607422,117,-2.078125,-5.75
m500,lr,0.95,new_fp,143,329,82917,40,0,27.50584602355957,8,-2.515625,-0.1142578125
m500,lr,0.95,fixed_fp,143,329,89088,40,0,17.647186279296875,116,-1.859375,-4.1875
replay,ap,0.5,fixed_fp,143,329,71182,40,0,38.87350082397461,1,6.375,3.96875
replay,ap,0.95,new_fp,143,329,95249,40,0,13.107782363891602,32,-2.515625,-1.859375
replay,ap,0.95,fixed_fp,143,329,80393,40,0,19.638368606567383,5,-1.984375,-4.09375
replay,lr,0.5,fixed_fp,143,329,71182,40,0,38.87350082397461,1,6.375,5.3125
replay,lr,0.95,new_fp,143,329,91142,40,0,13.957737922668457,7,-5.34375,-1.0703125
replay,lr,0.95,fixed_fp,143,329,82921,40,0,29.877840042114258,17,-2.453125,-2.421875
m500,m1547,0.95,new_fp,143,330,76304,40,0,30.43830680847168,27,-2.40625,-0.01446533203125
m500,m1547,0.95,fixed_fp,143,330,92195,40,0,14.58349609375,105,-1.3828125,-2.625
m500,b1547,0.95,new_fp,143,330,74239,40,0,34.140750885009766,28,-3.359375,0.9453125
m500,b1547,0.95,fixed_fp,143,330,92193,40,0,14.25849723815918,103,-1.5703125,-1.6796875
m500,replay,0.95,new_fp,143,330,75272,40,0,31.440553665161133,42,-2.703125,0.80078125
m500,replay,0.95,fixed_fp,143,330,92196,40,0,14.534496307373047,104,-1.8359375,-3.109375
m500,ap,0.95,new_fp,143,330,93228,40,0,14.337239265441895,66,-2.671875,-2.3125
m500,ap,0.95,fixed_fp,143,330,92180,40,0,14.93149471282959,87,-2.125,-5.6875
m500,lr,0.95,new_fp,143,330,82919,40,0,28.74384117126465,23,-2.3125,-0.2392578125
m500,lr,0.95,fixed_fp,143,330,92180,40,0,14.93149471282959,99,-2.125,-3.96875
replay,ap,0.95,new_fp,143,330,93226,40,0,14.860237121582031,49,-2.5,-0.92578125
replay,ap,0.95,fixed_fp,143,330,73239,40,0,36.66399383544922,8,-1.671875,-2.6875
replay,lr,0.95,new_fp,143,330,93215,40,0,14.278240203857422,10,-4.84375,-1.28125
replay,lr,0.95,fixed_fp,143,330,73239,40,0,36.66399383544922,24,-1.671875,-1.9921875
m500,m1547,0.95,new_fp,143,331,84503,40,0,15.874419212341309,49,-3.234375,-1.1484375
m500,m1547,0.95,fixed_fp,143,331,89117,40,0,14.233197212219238,50,-1.5859375,-4.15625
m500,b1547,0.95,new_fp,143,331,75803,40,0,16.23332977294922,19,-2.6875,0.4375
m500,b1547,0.95,fixed_fp,143,331,88092,40,0,14.168461799621582,154,-1.203125,-3.921875
m500,replay,0.95,new_fp,143,331,77305,40,0,25.216053009033203,37,-2.65625,-1.9453125
m500,replay,0.95,fixed_fp,143,331,89112,40,0,14.28719711303711,51,-2.09375,-5.15625
m500,ap,0.5,fixed_fn,143,331,91095,2,3,15.089941024780273,1,3.5625,7.03125
m500,ap,0.95,new_fp,143,331,85486,40,0,15.011152267456055,51,-3.015625,-2.171875
m500,ap,0.95,fixed_fp,143,331,88077,40,0,17.198450088500977,45,-1.6484375,-3.125
m500,lr,0.95,new_fp,143,331,85485,40,0,14.50515365600586,13,-2.578125,-1.0859375
m500,lr,0.95,fixed_fp,143,331,89123,40,0,14.15019702911377,57,-1.6171875,-1.6171875
replay,ap,0.5,fixed_fn,143,331,91095,2,3,15.089941024780273,1,3.921875,7.03125
replay,ap,0.95,new_fp,143,331,92137,40,0,16.3287296295166,27,-3.234375,-1.9921875
replay,ap,0.95,fixed_fp,143,331,71179,40,0,30.811508178710938,7,-2.34375,-2.984375
replay,lr,0.95,new_fp,143,331,85012,40,0,17.480144500732422,4,-4.4375,-1.2265625
replay,lr,0.95,fixed_fp,143,331,84501,40,0,15.619418144226074,34,-1.7421875,-4.4375
m500,m1547,0.95,new_fp,143,332,76306,40,0,27.39531135559082,64,-3.1875,-1.109375
m500,m1547,0.95,fixed_fp,143,332,91109,40,0,17.207935333251953,67,-2.171875,-3.296875
m500,b1547,0.95,new_fp,143,332,74241,40,0,30.546754837036133,39,-4.15625,0.024169921875
m500,b1547,0.95,fixed_fp,143,332,91103,40,0,17.90293312072754,71,-2.046875,-0.37109375
m500,replay,0.95,new_fp,143,332,76306,40,0,27.39531135559082,80,-3.1875,-1.6875
m500,replay,0.95,fixed_fp,143,332,91107,40,0,17.51293182373047,69,-2.203125,-3.53125
m500,ap,0.95,new_fp,143,332,88083,40,0,14.600459098815918,112,-2.40625,-2.078125
m500,ap,0.95,fixed_fp,143,332,90110,40,0,18.150184631347656,60,-1.8046875,-3.53125
m500,lr,0.95,new_fp,143,332,91101,40,0,17.75893211364746,20,-2.53125,-1.0234375
m500,lr,0.95,fixed_fp,143,332,90107,40,0,18.686182022094727,73,-2.125,-2.625
replay,ap,0.95,new_fp,143,332,91142,40,0,15.359733581542969,43,-3.75,-2.140625
replay,ap,0.95,fixed_fp,143,332,76305,40,0,29.285308837890625,2,-2.25,-3.0
replay,lr,0.95,new_fp,143,332,89110,40,0,15.356192588806152,9,-4.9375,0.271484375
replay,lr,0.95,fixed_fp,143,332,76792,40,0,39.513301849365234,73,1.1015625,-1.703125
m500,m1547,0.95,new_fp,143,333,73220,40,0,36.20199203491211,30,-2.65625,0.9765625
m500,m1547,0.95,fixed_fp,143,333,89080,40,0,19.446443557739258,65,-2.109375,-4.28125
m500,m1547,0.95,fixed_fn,143,333,91097,2,3,16.27293586730957,1,-2.703125,-0.2265625
m500,b1547,0.95,new_fp,143,333,72729,40,0,22.26700782775879,8,-2.65625,0.2431640625
m500,b1547,0.95,fixed_fp,143,333,88055,40,0,20.004688262939453,73,-2.09375,-5.90625
m500,b1547,0.95,new_fn,143,333,92130,2,3,16.287731170654297,4,-1.2578125,-0.490234375
m500,replay,0.95,new_fp,143,333,73241,40,0,30.11199951171875,53,-4.84375,-0.76953125
m500,replay,0.95,fixed_fp,143,333,88055,40,0,20.004688262939453,73,-2.09375,-4.40625
m500,replay,0.95,fixed_fn,143,333,91097,2,3,16.27293586730957,1,-2.703125,-1.7109375
m500,ap,0.95,new_fp,143,333,73241,40,0,30.11199951171875,40,-4.84375,-1.5078125
m500,ap,0.95,fixed_fp,143,333,88054,40,0,20.027690887451172,64,-1.96875,-4.28125
m500,ap,0.95,fixed_fn,143,333,91097,2,3,16.27293586730957,1,-2.703125,-1.3046875
m500,lr,0.95,new_fp,143,333,73216,40,0,36.165000915527344,11,-2.71875,-0.271484375
m500,lr,0.95,fixed_fp,143,333,88050,40,0,20.474687576293945,64,-2.140625,-4.53125
m500,lr,0.95,fixed_fn,143,333,91097,2,3,16.27293586730957,1,-2.703125,-0.8828125
replay,ap,0.95,new_fp,143,333,93160,40,0,16.064491271972656,21,-2.921875,-2.21875
replay,ap,0.95,fixed_fp,143,333,74243,40,0,28.610754013061523,25,-1.296875,-2.640625
replay,lr,0.95,new_fp,143,333,105445,40,0,10.360647201538086,12,-3.546875,-0.7265625
replay,lr,0.95,fixed_fp,143,333,73243,40,0,28.58300018310547,45,-1.171875,-3.125
m500,m1547,0.95,new_fp,143,334,88041,40,0,20.272686004638672,33,-3.328125,-1.171875
m500,m1547,0.95,fixed_fp,143,334,89081,40,0,19.453447341918945,48,-2.203125,-4.625
m500,b1547,0.95,new_fp,143,334,74729,40,0,40.661746978759766,17,-4.125,0.24609375
m500,b1547,0.95,fixed_fp,143,334,89081,40,0,19.453447341918945,51,-2.203125,-6.625
m500,replay,0.95,new_fp,143,334,75761,40,0,40.62754821777344,77,-4.09375,-0.5703125
m500,replay,0.95,fixed_fp,143,334,89078,40,0,20.07844352722168,35,-1.9140625,-4.3125
m500,ap,0.95,new_fp,143,334,80366,40,0,19.883365631103516,49,-4.4375,-2.28125
m500,ap,0.95,fixed_fp,143,334,89081,40,0,19.453447341918945,37,-2.203125,-6.15625
m500,lr,0.95,new_fp,143,334,90107,40,0,19.425180435180664,16,-2.671875,-1.28125
m500,lr,0.95,fixed_fp,143,334,89078,40,0,20.07844352722168,48,-1.9140625,-3.125
replay,ap,0.95,new_fp,143,334,90103,40,0,19.33517837524414,7,-2.71875,-1.84375
replay,ap,0.95,fixed_fp,143,334,74242,40,0,29.50275421142578,37,-2.140625,-4.0625
replay,lr,0.95,fixed_fp,143,334,76818,40,0,21.62105941772461,74,-1.2578125,-1.9921875
m500,m1547,0.5,new_fp,143,335,83978,40,0,21.127408981323242,3,0.03271484375,14.4375
m500,m1547,0.95,new_fp,143,335,88041,40,0,20.67168617248535,24,-2.421875,-0.78515625
m500,m1547,0.95,fixed_fp,143,335,93218,40,0,14.76623821258545,35,-2.03125,-4.8125
m500,b1547,0.95,new_fp,143,335,92135,40,0,17.17173194885254,4,-2.734375,1.546875
m500,b1547,0.95,fixed_fp,143,335,89110,40,0,16.756187438964844,40,-1.671875,-4.53125
m500,replay,0.5,new_fp,143,335,83978,40,0,21.127408981323242,3,0.03271484375,9.125
m500,replay,0.95,new_fp,143,335,73245,40,0,27.43600082397461,37,-3.9375,-2.203125
m500,replay,0.95,fixed_fp,143,335,93218,40,0,14.76623821258545,34,-2.03125,-5.71875
m500,ap,0.5,new_fp,143,335,83978,40,0,21.127408981323242,3,0.03271484375,15.5
m500,ap,0.95,new_fp,143,335,90105,40,0,19.352182388305664,38,-2.921875,-1.125
m500,ap,0.95,fixed_fp,143,335,93218,40,0,14.76623821258545,34,-2.03125,-6.78125
m500,lr,0.95,new_fp,143,335,92135,40,0,17.17173194885254,2,-2.734375,-1.234375
m500,lr,0.95,fixed_fp,143,335,90123,40,0,16.860937118530273,35,-2.234375,-4.0
replay,ap,0.95,new_fp,143,335,90104,40,0,19.29218292236328,25,-2.6875,-0.70703125
replay,ap,0.95,fixed_fp,143,335,72214,40,0,28.59927749633789,24,-2.1875,-4.34375
replay,lr,0.5,fixed_fp,143,335,83978,40,0,21.127408981323242,3,9.125,5.4375
replay,lr,0.95,new_fp,143,335,79871,40,0,41.939605712890625,1,-3.390625,-1.109375
replay,lr,0.95,fixed_fp,143,335,73245,40,0,27.43600082397461,37,-2.203125,-2.921875
m500,m1547,0.5,new_fp,143,336,83978,40,0,21.72640609741211,3,5.4375,30.625
m500,m1547,0.95,new_fp,143,336,87031,40,0,22.01689910888672,19,-2.5625,-1.0859375
m500,m1547,0.95,fixed_fp,143,336,107492,40,0,9.471158981323242,109,-1.6953125,-5.03125
m500,b1547,0.95,new_fp,143,336,72192,40,0,37.573272705078125,10,-3.015625,0.54296875
m500,b1547,0.95,fixed_fp,143,336,109544,40,0,9.13570499420166,134,-1.0234375,-5.96875
m500,replay,0.5,new_fp,143,336,85010,40,0,21.730134963989258,4,1.8828125,14.0625
m500,replay,0.95,new_fp,143,336,90098,40,0,19.18018341064453,24,-2.625,-0.8671875
m500,replay,0.95,fixed_fp,143,336,109544,40,0,9.13570499420166,129,-1.0234375,-4.78125
m500,ap,0.5,new_fp,143,336,85010,40,0,21.730134963989258,4,1.8828125,17.125
m500,ap,0.5,fixed_fn,143,336,89070,2,3,17.9814510345459,7,-0.98046875,7.375
m500,ap,0.95,new_fp,143,336,90107,40,0,19.851179122924805,42,-2.765625,0.345703125
m500,ap,0.95,fixed_fp,143,336,109546,40,0,9.059706687927246,130,-1.609375,-5.1875
m500,lr,0.5,new_fp,143,336,83978,40,0,21.72640609741211,2,5.4375,19.125
m500,lr,0.95,new_fp,143,336,90106,40,0,19.567182540893555,15,-2.703125,-1.03125
m500,lr,0.95,fixed_fp,143,336,107484,40,0,9.609156608581543,93,-1.78125,-2.984375
replay,ap,0.5,fixed_fn,143,336,89070,2,3,17.9814510345459,7,5.125,7.375
replay,ap,0.95,new_fp,143,336,91108,40,0,18.280933380126953,20,-3.5,-1.6015625
replay,ap,0.95,fixed_fp,143,336,119832,40,0,7.012171268463135,3,-2.234375,-3.421875
replay,lr,0.5,fixed_fp,143,336,87041,40,0,20.18768882751465,2,8.625,-0.8203125
replay,lr,0.95,new_fp,143,336,119842,40,0,6.964171886444092,42,-3.890625,-0.4765625
replay,lr,0.95,fixed_fp,143,336,82920,40,0,30.257841110229492,15,-2.296875,-1.953125
m500,m1547,0.95,new_fp,143,337,91104,40,0,18.587928771972656,20,-2.453125,0.044677734375
m500,m1547,0.95,fixed_fp,143,337,98297,40,0,13.140287399291992,184,-1.0625,-3.59375
m500,b1547,0.95,new_fp,143,337,72217,40,0,26.60028076171875,7,-4.21875,0.8515625
m500,b1547,0.95,fixed_fp,143,337,98292,40,0,13.463285446166992,193,-1.9609375,-2.84375
m500,replay,0.95,new_fp,143,337,76794,40,0,42.01129913330078,58,-4.25,-2.203125
m500,replay,0.95,fixed_fp,143,337,98296,40,0,13.197287559509277,185,-1.1875,-4.125
m500,ap,0.95,new_fp,143,337,91102,40,0,18.439931869506836,60,-3.8125,-1.3359375
m500,ap,0.95,fixed_fp,143,337,98298,40,0,13.101289749145508,181,-1.625,-4.90625
m500,lr,0.95,new_fp,143,337,91105,40,0,18.64493179321289,7,-2.484375,-0.255859375
m500,lr,0.95,fixed_fp,143,337,98297,40,0,13.140287399291992,183,-1.0625,-2.375
replay,ap,0.95,new_fp,143,337,91106,40,0,18.882930755615234,35,-2.8125,-1.2890625
replay,ap,0.95,fixed_fp,143,337,73243,40,0,28.141000747680664,29,-2.140625,-3.515625
replay,lr,0.95,new_fp,143,337,80895,40,0,42.104347229003906,6,-2.5625,-1.3046875
replay,lr,0.95,fixed_fp,143,337,76275,40,0,24.367313385009766,55,-2.21875,-4.53125
m500,m1547,0.95,new_fp,143,338,90107,40,0,20.22917938232422,22,-2.28125,1.21875
m500,m1547,0.95,fixed_fp,143,338,97267,40,0,13.764538764953613,116,-2.1875,-2.828125
m500,b1547,0.95,new_fp,143,338,91104,40,0,18.85993003845215,7,-2.53125,0.09423828125
m500,b1547,0.95,fixed_fp,143,338,98293,40,0,13.633286476135254,116,-1.0390625,-1.9296875
m500,replay,0.95,new_fp,143,338,91104,40,0,18.85993003845215,20,-2.53125,-0.5
m500,replay,0.95,fixed_fp,143,338,100356,40,0,11.403597831726074,94,-2.03125,-5.46875
m500,ap,0.95,new_fp,143,338,90101,40,0,19.932180404663086,33,-2.625,-0.625
m500,ap,0.95,fixed_fp,143,338,100356,40,0,11.403597831726074,94,-2.03125,-5.09375
m500,lr,0.95,new_fp,143,338,90107,40,0,20.22917938232422,21,-2.28125,-0.1787109375
m500,lr,0.95,fixed_fp,143,338,98294,40,0,13.552285194396973,113,-1.3984375,-1.6015625
replay,ap,0.95,new_fp,143,338,87046,40,0,20.81468963623047,31,-3.484375,-2.03125
replay,ap,0.95,fixed_fp,143,338,95202,40,0,15.381980895996094,18,-2.3125,-3.25
replay,lr,0.95,new_fp,143,338,69156,40,0,39.035945892333984,9,-2.484375,-0.50390625
replay,lr,0.95,fixed_fp,143,338,96231,40,0,14.787775039672852,27,-2.296875,-2.109375
m500,m1547,0.5,new_fp,143,339,90107,40,0,19.764179229736328,2,-1.1015625,15.125
m500,m1547,0.5,fixed_fn,143,339,89074,2,3,19.746444702148438,6,0.1953125,15.6875
m500,m1547,0.95,new_fp,143,339,88045,40,0,22.71768569946289,36,-3.328125,-1.2734375
m500,m1547,0.95,fixed_fp,143,339,98298,40,0,13.586287498474121,119,-0.82421875,-2.671875
m500,b1547,0.95,new_fp,143,339,128890,40,0,5.252413272857666,25,-5.59375,-0.181640625
m500,b1547,0.95,fixed_fp,143,339,98297,40,0,13.639284133911133,123,-1.7265625,-5.1875
m500,replay,0.5,new_fp,143,339,90107,40,0,19.764179229736328,2,-1.1015625,7.90625
m500,replay,0.5,fixed_fn,143,339,89074,2,3,19.746444702148438,6,0.1953125,8.6875
m500,replay,0.95,new_fp,143,339,78343,40,0,22.63981056213379,39,-3.453125,-2.28125
m500,replay,0.95,fixed_fp,143,339,100332,40,0,12.348820686340332,104,-1.4765625,-3.125
m500,ap,0.5,new_fp,143,339,90107,40,0,19.764179229736328,2,-1.1015625,12.9375
m500,ap,0.5,fixed_fn,143,339,89074,2,3,19.746444702148438,6,0.1953125,14.4375
m500,ap,0.95,new_fp,143,339,89078,40,0,22.42144012451172,48,-2.828125,-2.390625
m500,ap,0.95,fixed_fp,143,339,100330,40,0,12.458819389343262,105,-2.234375,-4.3125
m500,lr,0.95,new_fp,143,339,74244,40,0,29.39775276184082,21,-3.21875,-1.3046875
m500,lr,0.95,fixed_fp,143,339,98302,40,0,13.33328628540039,113,-1.484375,-2.78125
replay,ap,0.95,new_fp,143,339,89077,40,0,22.25044059753418,18,-2.5,-2.265625
replay,ap,0.95,fixed_fp,143,339,88046,40,0,22.738685607910156,10,-2.3125,-2.5
replay,lr,0.5,fixed_fp,143,339,90107,40,0,19.764179229736328,2,7.90625,4.75
replay,lr,0.5,new_fn,143,339,89074,2,3,19.746444702148438,6,8.6875,5.0
replay,lr,0.95,new_fp,143,339,75275,40,0,28.972558975219727,6,-2.703125,-1.171875
replay,lr,0.95,fixed_fp,143,339,91110,40,0,19.393930435180664,33,-0.55078125,-1.5390625
m500,m1547,0.5,fixed_fn,143,340,88043,2,3,20.32769012451172,1,4.125,12.625
m500,m1547,0.95,new_fp,143,340,84988,40,0,30.64939308166504,8,-3.15625,-1.2109375
m500,m1547,0.95,fixed_fp,143,340,91156,40,0,18.041725158691406,92,-2.234375,-4.75
m500,b1547,0.95,new_fp,143,340,73248,40,0,24.878005981445312,12,-4.3125,0.07763671875
m500,b1547,0.95,fixed_fp,143,340,91153,40,0,17.728727340698242,98,-1.5703125,-4.0
m500,replay,0.95,new_fp,143,340,75280,40,0,21.82056427001953,22,-3.5625,-1.4765625
m500,replay,0.95,fixed_fp,143,340,91154,40,0,17.829727172851562,90,-1.5234375,-5.53125
m500,ap,0.5,new_fp,143,340,90107,40,0,20.493179321289062,1,1.8203125,7.125
m500,ap,0.5,fixed_fn,143,340,88043,2,3,20.32769012451172,3,4.125,8.4375
m500,ap,0.95,new_fp,143,340,80887,40,0,29.759349822998047,14,-2.703125,-1.609375
m500,ap,0.95,fixed_fp,143,340,92135,40,0,18.187725067138672,87,-2.0,-2.484375
m500,lr,0.95,new_fp,143,340,87013,40,0,25.09589195251465,9,-3.109375,-0.78125
m500,lr,0.95,fixed_fp,143,340,92135,40,0,18.187725067138672,90,-2.0,-1.5703125
replay,ap,0.5,new_fp,143,340,90107,40,0,20.493179321289062,1,4.4375,7.125
replay,ap,0.5,fixed_fn,143,340,88043,2,3,20.32769012451172,3,6.1875,8.4375
replay,ap,0.95,new_fp,143,340,89072,40,0,22.06844139099121,11,-2.828125,-2.203125
replay,ap,0.95,fixed_fp,143,340,72217,40,0,24.93028450012207,16,-2.421875,-4.375
replay,lr,0.95,new_fp,143,340,89072,40,0,22.06844139099121,10,-2.828125,-0.6484375
replay,lr,0.95,fixed_fp,143,340,75280,40,0,21.82056427001953,23,-1.4765625,-2.3125
m500,m1547,0.95,new_fp,143,341,123936,40,0,6.620271682739258,146,-2.84375,2.15625
m500,m1547,0.95,fixed_fp,143,341,101363,40,0,11.842594146728516,72,-1.140625,-3.734375
m500,m1547,0.95,fixed_fn,143,341,89076,2,3,20.953441619873047,1,-2.421875,5.53125
m500,b1547,0.95,new_fp,143,341,90108,40,0,20.51717758178711,8,-3.265625,0.279296875
m500,b1547,0.95,fixed_fp,143,341,101361,40,0,11.956594467163086,82,-1.390625,-5.59375
m500,b1547,0.95,fixed_fn,143,341,89076,2,3,20.953441619873047,1,-2.421875,1.6875
m500,replay,0.95,new_fp,143,341,90109,40,0,20.733179092407227,35,-2.484375,2.6875
m500,replay,0.95,fixed_fp,143,341,101363,40,0,11.842594146728516,72,-1.140625,-3.765625
m500,replay,0.95,fixed_fn,143,341,89076,2,3,20.953441619873047,1,-2.421875,2.65625
m500,ap,0.5,new_fp,143,341,92137,40,0,17.299726486206055,1,0.453125,8.5625
m500,ap,0.95,new_fp,143,341,89088,40,0,20.679176330566406,69,-2.609375,2.265625
m500,ap,0.95,fixed_fp,143,341,101363,40,0,11.842594146728516,71,-1.140625,-4.15625
m500,ap,0.95,fixed_fn,143,341,89076,2,3,20.953441619873047,1,-2.421875,4.53125
m500,lr,0.95,new_fp,143,341,122896,40,0,6.822484016418457,37,-3.671875,-0.890625
m500,lr,0.95,fixed_fp,143,341,95203,40,0,15.59598159790039,78,-1.90625,-2.640625
m500,lr,0.95,fixed_fn,143,341,89076,2,3,20.953441619873047,1,-2.421875,0.87109375
replay,ap,0.5,new_fp,143,341,92137,40,0,17.299726486206055,1,4.40625,8.5625
replay,ap,0.95,new_fp,143,341,82925,40,0,35.083839416503906,37,-3.5,-2.390625
replay,ap,0.95,fixed_fp,143,341,83966,40,0,31.563644409179688,2,-2.125,-3.03125
replay,lr,0.95,new_fp,143,341,122896,40,0,6.822484016418457,19,-2.78125,-0.890625
replay,lr,0.95,fixed_fp,143,341,87015,40,0,23.881895065307617,23,-2.40625,-2.75
m500,m1547,0.95,new_fp,143,342,89080,40,0,22.09044075012207,35,-2.46875,1.875
m500,m1547,0.95,fixed_fp,143,342,92142,40,0,18.11972427368164,76,-1.578125,-3.71875
m500,m1547,0.95,fixed_fn,143,342,87015,2,3,21.565898895263672,1,-2.640625,8.3125
m500,b1547,0.95,new_fp,143,342,89075,40,0,21.628440856933594,13,-3.515625,0.0245361328125
m500,b1547,0.95,fixed_fp,143,342,89089,40,0,20.29517936706543,84,-2.234375,-4.9375
m500,b1547,0.95,fixed_fn,143,342,87015,2,3,21.565898895263672,1,-2.640625,2.90625
m500,replay,0.95,new_fp,143,342,88042,40,0,23.425683975219727,37,-3.359375,-2.203125
m500,replay,0.95,fixed_fp,143,342,93173,40,0,17.142486572265625,79,-1.6640625,-3.40625
m500,replay,0.95,fixed_fn,143,342,87015,2,3,21.565898895263672,1,-2.640625,4.1875
m500,ap,0.5,fixed_fn,143,342,88045,2,3,21.52568817138672,6,-1.828125,8.125
m500,ap,0.95,new_fp,143,342,88049,40,0,23.885683059692383,49,-2.484375,0.17578125
m500,ap,0.95,fixed_fp,143,342,94206,40,0,16.03423309326172,71,-2.015625,-4.71875
m500,ap,0.95,fixed_fn,143,342,87015,2,3,21.565898895263672,1,-2.640625,10.0625
m500,lr,0.95,new_fp,143,342,88049,40,0,23.885683059692383,10,-2.484375,-0.91796875
m500,lr,0.95,fixed_fp,143,342,88078,40,0,20.87044334411621,76,-2.140625,-3.078125
m500,lr,0.95,fixed_fn,143,342,87015,2,3,21.565898895263672,1,-2.640625,1.640625
replay,ap,0.5,fixed_fn,143,342,88045,2,3,21.52568817138672,6,3.4375,8.125
replay,ap,0.95,new_fp,143,342,89073,40,0,21.599441528320312,23,-2.5,-2.21875
replay,ap,0.95,fixed_fp,143,342,70153,40,0,27.83770751953125,3,-2.296875,-2.890625
replay,lr,0.95,new_fp,143,342,98300,40,0,13.367286682128906,7,-3.453125,-1.1640625
replay,lr,0.95,fixed_fp,143,342,86542,40,0,14.646916389465332,31,-0.83203125,-2.140625
m500,m1547,0.5,new_fp,143,343,89078,40,0,22.200441360473633,1,-0.169921875,15.3125
m500,m1547,0.5,fixed_fn,143,343,88046,2,3,22.125686645507812,6,0.5390625,16.75
m500,m1547,0.95,new_fp,143,343,88041,40,0,23.715681076049805,29,-2.78125,0.2333984375
m500,m1547,0.95,fixed_fp,143,343,99298,40,0,13.092033386230469,153,-1.4375,-2.75
m500,b1547,0.95,new_fp,143,343,74244,40,0,29.587753295898438,27,-3.453125,0.88671875
m500,b1547,0.95,fixed_fp,143,343,98302,40,0,13.403286933898926,163,-1.625,-4.0
m500,replay,0.5,new_fp,143,343,89078,40,0,22.200441360473633,1,-0.169921875,8.25
m500,replay,0.5,fixed_fn,143,343,88046,2,3,22.125686645507812,6,0.5390625,8.9375
m500,replay,0.95,new_fp,143,343,74251,40,0,22.11676025390625,81,-4.65625,-2.234375
m500,replay,0.95,fixed_fp,143,343,98320,40,0,13.103033065795898,149,-2.140625,-6.34375
m500,ap,0.5,new_fp,143,343,89079,40,0,22.30143928527832,3,-1.53125,7.21875
m500,ap,0.5,fixed_fn,143,343,88046,2,3,22.125686645507812,6,0.5390625,12.75
m500,ap,0.95,new_fp,143,343,76311,40,0,24.92931365966797,64,-3.84375,-1.8046875
m500,ap,0.95,fixed_fp,143,343,98319,40,0,13.051033020019531,157,-2.15625,-7.25
m500,lr,0.95,new_fp,143,343,88049,40,0,24.439682006835938,18,-2.578125,-1.21875
m500,lr,0.95,fixed_fp,143,343,98319,40,0,13.051033020019531,156,-2.15625,-4.90625
replay,ap,0.5,new_fp,143,343,89080,40,0,22.542438507080078,2,5.53125,7.65625
replay,ap,0.95,new_fp,143,343,84993,40,0,27.23912811279297,6,-2.875,-1.3984375
replay,ap,0.95,fixed_fp,143,343,76312,40,0,24.498315811157227,31,-0.5,-2.6875
replay,lr,0.5,fixed_fp,143,343,89078,40,0,22.200441360473633,1,8.25,8.1875
replay,lr,0.5,new_fn,143,343,88046,2,3,22.125686645507812,6,8.9375,8.4375
replay,lr,0.95,new_fp,143,343,84992,40,0,27.079126358032227,5,-2.625,-1.09375
replay,lr,0.95,fixed_fp,143,343,74250,40,0,23.308761596679688,75,-1.609375,-2.484375
m500,m1547,0.95,new_fp,143,344,122941,40,0,6.632488250732422,59,-3.453125,-1.3515625
m500,m1547,0.95,fixed_fp,143,344,99301,40,0,13.017033576965332,125,-1.7578125,-1.7421875
m500,m1547,0.95,fixed_fn,143,344,88049,2,3,22.729684829711914,1,-2.765625,1.703125
m500,b1547,0.95,new_fp,143,344,89080,40,0,22.77243995666504,2,-2.3125,1.8046875
m500,b1547,0.95,fixed_fp,143,344,99299,40,0,13.152031898498535,133,-1.765625,-5.125
m500,b1547,0.95,fixed_fn,143,344,88049,2,3,22.729684829711914,1,-2.765625,1.6640625
m500,replay,0.5,new_fp,143,344,67098,40,0,33.757442474365234,1,3.546875,13.4375
m500,replay,0.95,new_fp,143,344,89080,40,0,22.77243995666504,16,-2.3125,-0.08203125
m500,replay,0.95,fixed_fp,143,344,101361,40,0,12.19259262084961,119,-1.859375,-4.625
m500,replay,0.95,fixed_fn,143,344,88049,2,3,22.729684829711914,1,-2.765625,0.150390625
m500,ap,0.95,new_fp,143,344,87018,40,0,26.899892807006836,25,-2.78125,-1.796875
