序列,五位模式,窗口数,覆盖序列数,当前异常点合计,历史异常点合计,历史占比有效窗数,历史占比无定义比例,槽0异常点数P5,槽0异常点数P25,槽0异常点数P50,槽0异常点数P75,槽0异常点数P95,槽1异常点数P5,槽1异常点数P25,槽1异常点数P50,槽1异常点数P75,槽1异常点数P95,槽2异常点数P5,槽2异常点数P25,槽2异常点数P50,槽2异常点数P75,槽2异常点数P95,槽3异常点数P5,槽3异常点数P25,槽3异常点数P50,槽3异常点数P75,槽3异常点数P95,槽4异常点数P5,槽4异常点数P25,槽4异常点数P50,槽4异常点数P75,槽4异常点数P95,历史异常占比P5,历史异常占比P25,历史异常占比P50,历史异常占比P75,历史异常占比P95
144,11010,1,1,0,3,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,11011,4,1,5,16,4,0.0,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,1,1,2,2,1,1,1,1,2,0.75,0.75,0.75,0.75,0.8
144,11100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,11101,2,1,3,8,2,0.0,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.75,0.75
144,11110,1,1,0,7,1,0.0,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,11111,126,1,4627,17363,126,0.0,2,2,7,51,118,2,2,8,64,118,2,2,8,66,118,2,2,9,69,118,2,3,10,73,118,0.7272727272727273,0.7672955974842768,0.7857142857142857,0.8,0.8461538461538461
145,00000,142,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
145,00001,7,1,7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
145,00010,10,1,0,10,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,00011,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,00100,8,1,0,8,8,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,00101,2,1,3,2,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5
145,00110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,00111,1,1,1,3,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
145,01000,9,1,0,9,9,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,01001,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,01010,1,1,0,2,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,01011,1,1,1,3,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
145,01100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,01101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,01110,1,1,0,4,1,0.0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,01111,2,1,3,7,2,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75
145,10000,6,1,0,6,6,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,10001,3,1,3,3,3,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
145,10010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10011,1,1,2,3,1,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0.6,0.6,0.6,0.6,0.6
145,10100,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,10101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10111,2,1,2,7,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.8,0.8
145,11000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,11001,1,1,1,3,1,0.0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
145,11010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,11011,1,1,1,3,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
145,11100,1,1,0,4,1,0.0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,11101,1,1,1,4,1,0.0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8
145,11110,1,1,0,5,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
145,11111,131,1,3792,13791,131,0.0,1,3,9,32,113,1,3,9,32,117,1,3,9,33,119,1,3,10,35,125,1,3,10,37,132,0.7142857142857143,0.7699115044247787,0.7833333333333333,0.8,0.8571428571428571
146,00000,241,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
146,00001,1,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
146,00010,2,1,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,00011,2,1,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666
146,00100,3,1,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,00101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,00110,2,1,0,5,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,00111,1,1,2,3,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0.6,0.6,0.6,0.6,0.6
146,01000,2,1,0,2,2,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,01001,1,1,1,1,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
146,01010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,01011,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,01100,1,1,0,2,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,01101,3,1,3,8,3,0.0,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75
146,01110,1,1,0,5,1,0.0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,01111,2,1,4,10,2,0.0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
146,10000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,10001,3,1,4,3,3,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
146,10010,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,10011,1,1,2,3,1,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0.6,0.6,0.6,0.6,0.6
146,10100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,10101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,10110,2,1,0,8,2,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,10111,2,1,4,9,2,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.7142857142857143
146,11000,1,1,0,2,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,11001,1,1,1,4,1,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8
146,11010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,11011,4,1,7,16,4,0.0,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0.6,0.6,0.6666666666666666,0.7142857142857143,0.8
146,11100,1,1,0,6,1,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,11101,1,1,1,5,1,0.0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
146,11110,1,1,0,8,1,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
146,11111,90,1,1539,5313,90,0.0,1,2,6,17,58,2,2,6,18,58,2,2,7,18,67,2,3,7,18,67,2,3,7,21,68,0.7236842105263158,0.7663551401869159,0.7777777777777778,0.8043478260869565,0.8571428571428571
147,00000,155,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
147,00001,6,1,18,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,12,0.0,0.0,0.0,0.0,0.0
147,00010,5,1,0,5,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,00011,2,1,41,14,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,12,12,2,2,2,39,39,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.5,0.5
147,00100,4,1,0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,00101,2,1,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
147,00110,1,1,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,00111,3,1,68,55,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,12,1,1,1,39,39,1,1,1,66,66,0.4358974358974359,0.4358974358974359,0.6666666666666666,0.6666666666666666,0.6666666666666666
147,01000,3,1,0,3,3,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,01001,2,1,2,2,2,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
147,01010,2,1,0,4,2,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,01011,1,1,1,2,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
147,01100,2,1,0,4,2,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,01101,2,1,4,7,2,0.0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,2,2,2,2,2,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666
147,01110,1,1,0,6,1,0.0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,01111,6,1,77,147,6,0.0,0,0,0,0,0,1,1,2,3,12,1,1,1,4,39,1,1,2,6,66,1,1,2,3,68,0.6324324324324324,0.7142857142857143,0.75,0.75,0.8125
147,10000,5,1,0,20,5,0.0,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,10001,1,1,1,1,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
147,10010,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,10011,2,1,2,4,2,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
147,10100,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,10101,1,1,1,2,1,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
147,10110,3,1,0,11,3,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,10111,4,1,12,25,4,0.0,1,1,1,2,3,0,0,0,0,0,2,2,2,2,3,1,1,2,2,4,2,2,2,2,6,0.625,0.625,0.7142857142857143,0.7142857142857143,0.7142857142857143
147,11000,3,1,0,99,3,0.0,1,1,1,79,79,1,1,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,11001,1,1,1,2,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
147,11010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,11011,6,1,11,33,6,0.0,1,1,2,2,3,1,1,1,2,3,0,0,0,0,0,1,2,2,2,3,1,1,1,2,4,0.6666666666666666,0.6923076923076923,0.7142857142857143,0.8571428571428571,0.8571428571428571
147,11100,2,1,0,237,2,0.0,1,1,1,139,139,1,1,1,79,79,1,1,1,16,16,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,11101,4,1,8,21,4,0.0,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,0,0,0,0,0,1,1,2,2,3,0.6,0.6,0.75,0.75,0.75
147,11110,5,1,0,382,5,0.0,1,1,1,3,124,1,1,1,3,139,1,1,1,3,79,1,1,1,3,16,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
147,11111,161,1,2785,11008,161,0.0,2,4,7,20,66,2,4,7,20,67,2,4,7,20,67,2,4,7,20,68,2,4,7,20,67,0.7419354838709677,0.7684210526315789,0.8,0.8275862068965517,0.8648648648648649
148,00000,318,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
148,00001,6,1,30,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,0.0,0.0,0.0,0.0,0.0
148,00010,4,1,0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,00011,6,1,69,30,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,1,1,2,3,60,0.25,0.29411764705882354,0.3333333333333333,0.5,0.5
148,00100,3,1,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,00101,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
148,00110,2,1,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,00111,5,1,103,97,5,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,25,1,2,2,3,60,1,1,2,3,96,0.4696132596685083,0.5714285714285714,0.6,0.6666666666666666,0.75
148,01000,4,1,0,4,4,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,01001,1,1,1,1,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
148,01010,2,1,0,4,2,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,01011,1,1,1,2,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
148,01100,1,1,0,2,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,01101,1,1,1,2,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
148,01110,2,1,0,8,2,0.0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,01111,7,1,111,213,7,0.0,0,0,0,0,0,1,1,1,2,25,1,2,2,3,60,1,1,2,3,96,1,2,2,3,99,0.6,0.6464285714285715,0.7142857142857143,0.7777777777777778,0.8
148,10000,6,1,0,7,6,0.0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,10001,4,1,4,4,4,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
148,10010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,10011,1,1,1,2,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
148,10100,2,1,0,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,10101,2,1,2,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
148,10110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,10111,4,1,7,20,4,0.0,1,1,1,2,2,0,0,0,0,0,1,1,2,2,2,1,1,1,2,3,1,1,2,2,2,0.7142857142857143,0.7142857142857143,0.75,0.75,0.75
148,11000,6,1,0,67,6,0.0,1,1,1,3,52,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,11001,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,11010,2,1,0,6,2,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,11011,3,1,6,17,3,0.0,1,1,2,3,3,1,1,2,2,2,0,0,0,0,0,2,2,2,2,2,1,1,2,3,3,0.6666666666666666,0.6666666666666666,0.75,0.8333333333333334,0.8333333333333334
148,11100,5,1,0,180,5,0.0,1,1,2,2,109,1,1,2,3,52,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,11101,4,1,7,20,4,0.0,1,1,1,2,3,1,1,1,2,3,1,1,1,2,2,0,0,0,0,0,1,1,2,2,2,0.6666666666666666,0.6666666666666666,0.75,0.75,0.7777777777777778
148,11110,7,1,0,314,7,0.0,1,1,2,3,111,1,1,2,3,109,1,1,2,3,52,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
148,11111,188,1,2974,12252,188,0.0,2,3,6,18,66,2,3,6,18,68,2,3,6,18,76,2,3,6,18,68,1,3,6,18,66,0.7272727272727273,0.7692307692307693,0.8,0.8333333333333334,0.875
149,00000,115,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
149,00001,7,1,15,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,0.0,0.0,0.0,0.0,0.0
149,00010,5,1,0,5,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,00011,2,1,86,10,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,9,1,1,1,85,85,0.09574468085106383,0.09574468085106383,0.09574468085106383,0.5,0.5
149,00100,7,1,0,7,7,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,00101,4,1,5,5,4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666
149,00110,2,1,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,00111,1,1,135,94,1,0.0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,85,85,85,85,85,135,135,135,135,135,0.4104803493449782,0.4104803493449782,0.4104803493449782,0.4104803493449782,0.4104803493449782
149,01000,5,1,0,5,5,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,01001,4,1,4,4,4,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
149,01010,1,1,0,2,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,01011,3,1,4,8,3,0.0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,0.6,0.6,0.6666666666666666,0.75,0.75
149,01100,4,1,0,10,4,0.0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,01101,1,1,2,2,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,0.5,0.5,0.5,0.5,0.5
149,01110,2,1,0,8,2,0.0,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,01111,3,1,115,240,3,0.0,0,0,0,0,0,2,2,2,9,9,2,2,2,85,85,1,1,2,135,135,1,1,2,112,112,0.6715542521994134,0.6715542521994134,0.75,0.8333333333333334,0.8333333333333334
149,10000,7,1,0,27,7,0.0,1,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,10001,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10010,6,1,0,13,6,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,10011,1,1,1,3,1,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
149,10100,2,1,0,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
149,10101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10110,3,1,0,12,3,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
